scenario_id,estimand,estimator,sampling_design,design_label,inference_method,anticipated_variance_rank,empirical_rmse_rank,interval_width_rank,coverage_lb90,coverage_lb90_ci,coverage_2s95,decision_metric_rank,weight_instability_rank,anticipated_variance,empirical_rmse,mean_width95,lb_shortfall,max_weight,rel_bias,material_undercoverage,notes
S4,rate,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,5.0,5.0,5.0,0.9256,"[0.920,0.931]",0.934,5.0,8.0,32469.062662874992,178.9762670168866,687.9580797154166,227.80105052098773,97.67705892500692,-0.0029411270937613,False,
S4,rate,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,8.0,8.0,7.0,0.9222,"[0.917,0.927]",0.9425,8.0,1.0,35702.49968897426,188.14797562835795,728.6062937459989,239.81234481034417,50.0,-0.001638451266332,False,
S4,rate,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,1.0,1.0,0.9286,"[0.923,0.933]",0.9294,1.0,11.0,25198.589543796363,155.98489243129512,593.8785305232648,196.02463387340788,1925.2030639447757,-0.0019026344572986,False,
S4,rate,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,2.0,2.0,2.0,0.9233,"[0.918,0.928]",0.9369,2.0,7.0,27262.547647542982,163.95978668458216,630.5677096223209,208.71265089002387,97.46861252652828,-0.002609193723609,False,
S4,rate,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,6.0,6.0,6.0,0.9267,"[0.921,0.932]",0.9318,6.0,10.0,34836.91742216659,185.49349511555695,710.9926678597767,234.91136094743177,666.8977697045857,-0.0025125405635798,False,
S4,rate,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,9.0,9.0,9.0,0.9224,"[0.917,0.927]",0.9354,9.0,6.0,38299.91972738536,196.42139067926263,753.1888977082343,248.83578190976365,93.02547857768674,-0.0026441461879634,False,
S4,rate,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,11.0,11.0,11.0,0.9086,"[0.903,0.914]",0.9451,11.0,1.0,46550.55841539144,215.2457200503648,834.9925464664212,269.1711399451256,50.0,0.0038888888888889,False,
S4,rate,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,7.0,7.0,8.0,0.9172,"[0.912,0.922]",0.939,7.0,1.0,35683.24668915552,188.00868007474108,730.1306622133525,236.84294863834575,50.0,0.0018964739681645,False,
S4,rate,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,10.0,10.0,10.0,0.912,"[0.906,0.917]",0.9439,10.0,5.0,45860.24242195983,213.26978401380072,830.0747029626403,267.1032446886182,50.346666666666664,0.0043578927044043,False,
S4,rate,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,13.0,13.0,13.0,0.9375,"[0.933,0.942]",0.9,13.0,9.0,80227.06036597432,284.9349999881552,1072.132102385138,344.7775805566877,158.675,0.0058482874617735,False,
S5,dollars,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,16.0,16.0,16.0,0.9567,"[0.953,0.961]",0.8707,16.0,1.0,1895424879901.523,1348013.005737122,4834866.031372207,1585133.611670416,200.0,-0.0011619958268235,False,
S5,dollars,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,9.0,9.0,9.0,0.9273,"[0.922,0.932]",0.9417,9.0,10.0,383683478071.632,612834.5115012717,2414596.5751871867,789424.1053566028,61366.09412681075,-3.6967635266882303e-06,False,
S5,dollars,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,6.0,6.0,6.0,0.9217,"[0.916,0.927]",0.9402,6.0,13.0,335763319619.18823,581798.181285431,2263550.1101505333,738005.183725282,407122.601490881,0.0005271045074779,False,
S5,dollars,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,7.0,7.0,7.0,0.9191,"[0.914,0.924]",0.9409,7.0,15.0,336294959372.05695,583651.6516773689,2265202.7976974947,738043.4177195511,411614.22286396264,0.0006579415168822,False,
S5,dollars,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,10.0,10.0,10.0,0.9257,"[0.920,0.931]",0.9395,10.0,8.0,459196970482.5954,674876.6786806132,2638750.761433031,864769.5648311775,399.80573754302503,-0.0005410786971221,False,
S5,dollars,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,13.0,12.0,12.0,0.893,"[0.887,0.899]",0.9587,13.0,1.0,714039699499.7664,860582.7399815994,3171627.3316443423,1033538.353993635,200.0,0.0008780439860595,False,
S5,dollars,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,1.0,1.0,0.9061,"[0.900,0.912]",0.9491,1.0,12.0,164994533165.3639,414582.57492999686,1604168.4194580007,522009.251812204,285051.3225496263,0.0006372487553602,False,
S5,dollars,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,4.0,4.0,4.0,0.901,"[0.895,0.907]",0.9486,4.0,7.0,217634963268.44073,475680.89384394314,1848574.0455771163,601397.8031113052,399.71954555587456,0.0007716011332453,False,
S5,dollars,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,8.0,8.0,8.0,0.9222,"[0.917,0.927]",0.9446,8.0,11.0,346298872776.75024,588021.1942908879,2296387.0363542344,751695.776663824,276174.29363608116,-0.0002429696839977,False,
S5,dollars,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,11.0,11.0,11.0,0.9275,"[0.922,0.932]",0.9416,11.0,6.0,471013338492.89703,682615.5089992142,2672030.713050092,877021.0758156558,399.710536401456,-0.0008984014811911,False,
S5,dollars,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,15.0,15.0,15.0,0.9558,"[0.952,0.960]",0.8738,15.0,1.0,1747331905111.3088,1298632.3436931649,4646427.142547531,1495560.799480165,200.0,0.0061256248253746,False,
S5,dollars,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,12.0,13.0,13.0,0.8832,"[0.877,0.889]",0.955,12.0,1.0,713788338423.7247,872290.9673514697,3189526.623477044,1022541.1929958042,200.0,0.0052687018833239,False,
S5,dollars,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,14.0,14.0,14.0,0.8823,"[0.876,0.888]",0.8468,14.0,5.0,1215426146658.017,1083279.8259788333,3844538.862026408,1250385.2606708724,222.5,0.0016988172827655,False,
S5,dollars,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,5.0,5.0,5.0,0.9094,"[0.904,0.915]",0.9453,5.0,9.0,291061763185.42664,537534.604937608,2097082.4726326312,677483.7758126953,634.7,0.0021161041378939,False,
S5,dollars,HT,CPS-RA-OR,CPS-RA-OR/HT,Wald LB90/2s95; Deville approx var est,2.0,2.0,2.0,0.908,"[0.902,0.914]",0.9463,3.0,13.0,192423929835.07663,440248.01305214455,1723414.8250366524,566052.9516467849,407122.601490881,-0.0006808546904006,False,
S5,dollars,HT,CPS-RA-EST(COR-2000),CPS-RA-EST(COR-2000)/HT,Wald LB90/2s95; Deville approx var est,3.0,3.0,3.0,0.9029,"[0.897,0.909]",0.9427,2.0,15.0,192917584906.36176,447423.0198585833,1724270.6377358322,564810.3000309016,411614.22286396264,-0.0002841234165026,False,
S5,rate,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,14.0,14.0,14.0,0.9287,"[0.923,0.934]",0.9367,14.0,1.0,995000.0,987.3685431489096,3900.77526006241,1273.9699238971873,200.0,0.0002627388535031,False,
S5,rate,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,16.0,16.0,16.0,0.9609,"[0.957,0.965]",0.8794,16.0,16.0,2470399.6251034117,1589.907872681812,5495.015474830874,1790.0022620489,61366.09412681075,0.0012930901411464,False,
S5,rate,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,9.0,9.0,9.0,0.9251,"[0.920,0.930]",0.9407,9.0,12.0,807629.9508139112,892.6771651155323,3501.1141733821214,1150.4361981890086,5964.426194317678,-0.0011561392186159,False,
S5,rate,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,10.0,10.0,10.0,0.9259,"[0.921,0.931]",0.9404,10.0,14.0,809389.6654691759,896.5723376083581,3503.222015362051,1151.844346910641,6830.536798929467,-0.0012992576156882,False,
S5,rate,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,12.0,12.0,12.0,0.9226,"[0.917,0.928]",0.9394,12.0,8.0,854739.693641489,923.8878688041584,3614.0733762650134,1185.6512236687715,388.62062874612036,-0.0008147775748965,False,
S5,rate,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,4.0,4.0,3.0,0.9091,"[0.903,0.915]",0.9466,4.0,1.0,545968.29591982,741.4648615717101,2895.042507456467,949.9746832684132,200.0,-0.000694946126059,False,
S5,rate,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,1.0,1.0,0.92,"[0.915,0.925]",0.9475,1.0,11.0,492941.1088282373,700.5580064571054,2734.4210584794164,902.9637072141504,5530.159500292546,-0.0017899668519562,False,
S5,rate,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,2.0,2.0,2.0,0.9135,"[0.908,0.919]",0.9479,2.0,7.0,507535.35368178156,710.9855015970044,2786.506279518795,917.9674154302204,386.03864822778223,-0.0013869733165735,False,
S5,rate,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,11.0,11.0,11.0,0.9224,"[0.917,0.927]",0.9396,11.0,10.0,850321.9712590155,918.1959655432014,3582.6459465946227,1175.8695446226002,1898.4480192212495,-0.0009128999510792,False,
S5,rate,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,13.0,13.0,13.0,0.9226,"[0.917,0.928]",0.942,13.0,6.0,889864.2228781373,939.0287115145752,3680.115471248913,1212.4277441673762,361.8765817506808,-0.0018468671619548,False,
S5,rate,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,8.0,8.0,8.0,0.9258,"[0.920,0.931]",0.9487,8.0,1.0,746260.107192509,865.1177029745721,3387.0218971033783,1102.5072899413246,200.0,0.0009593949044585,False,
S5,rate,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,3.0,3.0,4.0,0.9141,"[0.908,0.919]",0.947,3.0,1.0,545713.7328831457,734.4534449226414,2901.4296143738898,945.8623948567372,200.0,0.000539218041784,False,
S5,rate,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,7.0,7.0,7.0,0.9082,"[0.902,0.914]",0.9471,7.0,5.0,715686.0049924352,848.4211516754036,3317.374343132628,1077.0113872873144,222.5,0.0015019623373595,False,
S5,rate,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,15.0,15.0,15.0,0.9305,"[0.925,0.935]",0.9173,15.0,9.0,1436046.103946849,1185.571851648815,4634.0151495298305,1521.6136407113215,634.7,-0.0013144546178344,False,
S5,rate,HT,CPS-RA-OR,CPS-RA-OR/HT,Wald LB90/2s95; Deville approx var est,5.0,6.0,6.0,0.9145,"[0.909,0.920]",0.9426,5.0,12.0,559616.8004507376,754.5864553984167,2927.0830511571635,952.4757444299466,5964.426194317678,0.0008922416845868,False,
S5,rate,HT,CPS-RA-EST(COR-2000),CPS-RA-EST(COR-2000)/HT,Wald LB90/2s95; Deville approx var est,6.0,5.0,5.0,0.9166,"[0.911,0.922]",0.9447,6.0,14.0,561342.5758590797,751.0817749659242,2922.94741616055,956.162400676794,6830.536798929467,-0.0001106901296005,False,
S6,dollars,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,16.0,16.0,16.0,0.9453,"[0.941,0.950]",0.9052,12.0,1.0,3407957613077.3545,1844104.7937580713,6843697.96516749,2248643.404472922,200.0,-0.0013474286424426,False,
S6,dollars,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,11.0,11.0,12.0,0.9081,"[0.902,0.914]",0.9481,8.0,10.0,833219910531.9635,920309.5258588064,3566708.260384797,1175206.1834750932,61366.09412681075,-0.0010971995015254,False,
S6,dollars,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,8.0,9.0,9.0,0.9151,"[0.909,0.920]",0.9458,6.0,15.0,820859406550.7684,914401.7891576416,3540764.1502445326,1167465.3559204713,169547.91735866605,-0.0011862314918507,False,
S6,dollars,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,9.0,8.0,10.0,0.9127,"[0.907,0.918]",0.946,5.0,13.0,821134842519.8092,914349.3464012472,3541760.5252380143,1166961.2795638242,168614.66156505246,-0.0010865465230617,False,
S6,dollars,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,13.0,13.0,13.0,0.9138,"[0.908,0.919]",0.9432,9.0,8.0,1067003851175.2987,1041279.3833954048,4031929.030969899,1325337.0957249913,399.5261074962315,-0.0008611669894887,False,
S6,dollars,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,7.0,6.0,5.0,0.8103,"[0.802,0.818]",0.9152,,1.0,324466251381.2533,580099.3408941651,2027511.6356142832,661079.4880590236,200.0,0.0002138050977183,True,material undercoverage of 90% LB: not ranked on decision metric
S6,dollars,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,1.0,1.0,0.8732,"[0.867,0.880]",0.9421,,11.0,105390984769.20702,326756.1449205837,1264555.6706031517,417731.5878197512,105673.76259287892,-0.0005174308534955,True,material undercoverage of 90% LB: not ranked on decision metric
S6,dollars,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,2.0,2.0,2.0,0.8645,"[0.858,0.871]",0.9369,,6.0,129854452291.47935,364652.4625284596,1398375.3151058464,458639.5305983599,399.2443828557351,-0.0001760227606509,True,material undercoverage of 90% LB: not ranked on decision metric
S6,dollars,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,10.0,10.0,11.0,0.9136,"[0.908,0.919]",0.9452,7.0,12.0,823149120256.0339,914963.8346460534,3544495.669269797,1169039.3898882724,134524.74819257273,-0.0012287663044265,False,
S6,dollars,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,14.0,14.0,14.0,0.9154,"[0.910,0.921]",0.9412,10.0,7.0,1069317189304.3448,1042731.6677196404,4035115.090415623,1327578.7794134603,399.4061966607158,-0.0010053273761291,False,
S6,dollars,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,15.0,15.0,15.0,0.9504,"[0.946,0.954]",0.9053,11.0,1.0,2715238530183.306,1617595.2537370983,6047993.889161206,1952145.8559044816,200.0,0.0030199511675037,False,
