scenario_id,estimand,estimator,sampling_design,design_label,inference_method,anticipated_variance_rank,empirical_rmse_rank,interval_width_rank,coverage_lb90,coverage_lb90_ci,coverage_2s95,decision_metric_rank,weight_instability_rank,anticipated_variance,empirical_rmse,mean_width95,lb_shortfall,max_weight,rel_bias,material_undercoverage,notes
S1,dollars,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,10.0,11.0,12.0,0.9303,"[0.925,0.935]",0.9283,11.0,1.0,723170146679.5164,813915.6114955209,3026322.836407251,990861.6984090024,200.0,-0.0005771088416605,False,
S1,dollars,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,12.0,12.0,10.0,0.9274,"[0.922,0.932]",0.8441,10.0,5.0,815755225417.6707,837495.059327961,2987631.2508292315,983963.5039567174,222.5,-0.0028526370494429,False,
S1,dollars,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,2.0,2.0,2.0,0.9219,"[0.916,0.927]",0.9406,2.0,9.0,229204344706.45337,466074.6774676712,1829363.207741349,600415.7596358565,634.7,-0.0009248781009583,False,
S1,rate,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,7.0,7.0,8.0,0.9146,"[0.909,0.920]",0.9472,7.0,1.0,995000.0000000002,979.7795670455675,3866.513217939108,1265.7885513035535,200.0,-0.0003441295546558,False,
S1,rate,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,14.0,14.0,14.0,0.9699,"[0.966,0.973]",0.8499,14.0,14.0,4154425.863643532,1996.3097299982492,6633.60761916372,2187.834090063458,61366.09412681075,-0.0038649088583381,False,
S1,rate,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,7.0,7.0,8.0,0.9146,"[0.909,0.920]",0.9472,7.0,1.0,995000.0000000002,979.7795670455675,3866.513217939108,1265.7885513035535,200.0,-0.0003441295546558,False,
S1,rate,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,12.0,12.0,12.0,0.9224,"[0.917,0.927]",0.9432,10.0,12.0,997054.8086407076,982.6391191496826,3870.328991937846,1267.4880748202745,247.7040513848387,-0.0004356322391713,False,
S1,rate,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,10.0,11.0,11.0,0.9187,"[0.913,0.924]",0.9453,9.0,9.0,995505.3501800369,981.1913630115278,3867.311735396363,1266.5729662429555,221.31051179402772,-0.0004500715969447,False,
S1,rate,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,4.0,1.0,1.0,0.9177,"[0.912,0.923]",0.9472,4.0,1.0,748633.7418534262,850.1036269209635,3367.133213915275,1093.8005672719528,200.0,0.0014219569230851,False,
S1,rate,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,6.0,3.0,3.0,0.9166,"[0.911,0.922]",0.9469,6.0,11.0,749365.8411347118,851.8649064684639,3368.6607847944833,1094.5081972442224,234.05771580121777,0.0013798076281568,False,
S1,rate,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,5.0,2.0,2.0,0.9183,"[0.913,0.924]",0.9472,5.0,7.0,748814.7637610909,850.2880516212867,3367.179612751308,1094.4013000347916,215.6926367467358,0.0013034218059286,False,
S1,rate,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,11.0,9.0,10.0,0.9214,"[0.916,0.927]",0.9459,12.0,8.0,995697.2812536043,979.9163966727814,3866.7934805861546,1268.7662424359814,217.59718492878702,-0.0009283530738793,False,
S1,rate,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,9.0,10.0,7.0,0.9179,"[0.912,0.923]",0.9467,11.0,6.0,995173.8786708902,980.657874683012,3866.101562988684,1267.583871734285,208.4278258567933,-0.0007347983366112,False,
S1,rate,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,1.0,5.0,4.0,0.9054,"[0.900,0.911]",0.9437,2.0,1.0,746250.0000000001,869.8717146798142,3368.792506871848,1089.8275111457915,200.0,0.0023360323886639,False,
S1,rate,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,3.0,6.0,6.0,0.9064,"[0.901,0.912]",0.9404,3.0,1.0,748216.4414283606,871.1460012217021,3373.6105913940496,1091.5329513574045,200.0,0.0023096655578718,False,
S1,rate,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,2.0,4.0,5.0,0.9029,"[0.897,0.909]",0.9403,1.0,10.0,746724.7834292763,868.419577781519,3369.852991510779,1087.769414804955,222.5,0.0028228346473469,False,
S1,rate,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,13.0,13.0,13.0,0.9226,"[0.917,0.928]",0.9296,13.0,13.0,1691047.6312499996,1283.6652318640167,5033.9829339400485,1609.8620692871018,634.7,0.0072692692307691,False,
S2,dollars,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,16.0,16.0,16.0,0.9593,"[0.955,0.963]",0.8678,16.0,1.0,1509510965701.5657,1132193.4268446,4100464.474716035,1363299.5851303264,200.0,-0.0069978554138137,False,
S2,dollars,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,9.0,9.0,9.0,0.9151,"[0.909,0.920]",0.9398,9.0,10.0,331662340207.391,572598.7152158237,2220220.779728126,735502.6247396532,61366.09412681075,-0.0029686762184603,False,
S2,dollars,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,6.0,6.0,6.0,0.9228,"[0.917,0.928]",0.9405,6.0,13.0,314216228671.25323,559351.4861091311,2165083.0058150394,718213.3807751945,116006.12680313496,-0.0031956528913996,False,
S2,dollars,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,7.0,7.0,7.0,0.9231,"[0.918,0.928]",0.9392,7.0,15.0,314681764305.986,560305.4125305229,2166791.614807127,719000.6985321132,117783.92347564362,-0.0032660841952766,False,
S2,dollars,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,10.0,10.0,10.0,0.9276,"[0.922,0.933]",0.937,10.0,8.0,415841077865.77594,636963.8238754701,2471300.845177408,821762.8120760221,399.32194151796773,-0.0042540066489085,False,
S2,dollars,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,13.0,12.0,12.0,0.9002,"[0.894,0.906]",0.9588,13.0,1.0,825612385437.9996,903445.010312582,3345778.059364449,1112770.875270075,200.0,-0.0058285330884905,False,
S2,dollars,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,2.0,1.0,0.9127,"[0.907,0.918]",0.9455,2.0,11.0,197943670778.55914,452110.2901187582,1741998.0026458348,582794.5493348566,94603.64399949508,-0.0040891007203805,False,
S2,dollars,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,4.0,5.0,4.0,0.9112,"[0.905,0.917]",0.9459,5.0,6.0,257120532860.04572,510748.3713011699,1983957.3286946565,664374.7744027551,399.1561501410749,-0.0048515202562618,False,
S2,dollars,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,8.0,8.0,8.0,0.9213,"[0.916,0.926]",0.9407,8.0,12.0,318238151287.75824,562309.0096972596,2178381.8648630064,723569.1205217534,101791.48587018644,-0.0035060285386857,False,
S2,dollars,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,11.0,11.0,11.0,0.9261,"[0.921,0.931]",0.9374,11.0,7.0,420467992260.3881,640598.5424401982,2484333.986305536,829370.0113080643,399.2156207965812,-0.0052844466105789,False,
S2,dollars,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,15.0,15.0,15.0,0.9596,"[0.956,0.963]",0.8731,15.0,1.0,1399265256220.331,1084904.228770782,3947305.96381006,1290222.909813891,200.0,8.604134560035611e-05,False,
S2,dollars,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,12.0,13.0,13.0,0.8966,"[0.890,0.902]",0.9522,12.0,1.0,825365511260.0011,907750.1243884916,3349545.4553999407,1090399.162920255,200.0,0.0014398823975421,False,
S2,dollars,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,14.0,14.0,14.0,0.8987,"[0.893,0.904]",0.8432,14.0,5.0,1101588372455.29,980916.1427811343,3499613.866294171,1137579.04755121,222.5,0.0020195306313481,False,
S2,dollars,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,5.0,4.0,5.0,0.9158,"[0.910,0.921]",0.9434,4.0,9.0,273246049620.3993,505722.85415614926,1987843.536566704,653720.0647284638,634.7,-0.0011792700175225,False,
S2,dollars,HT,CPS-RA-OR,CPS-RA-OR/HT,Wald LB90/2s95; Deville approx var est,2.0,3.0,2.0,0.9077,"[0.902,0.913]",0.9449,3.0,13.0,206647717529.6639,455342.0661974859,1775596.490796473,583006.8312991274,116006.12680313496,-0.0007719303831618,False,
S2,dollars,HT,CPS-RA-EST(COR-2000),CPS-RA-EST(COR-2000)/HT,Wald LB90/2s95; Deville approx var est,3.0,1.0,3.0,0.9132,"[0.908,0.919]",0.9475,1.0,15.0,207112355607.97134,449916.1289077755,1779789.4543022304,581056.3137533381,117783.92347564362,0.0002508389664335,False,
S2,rate,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,14.0,14.0,14.0,0.9332,"[0.928,0.938]",0.9473,14.0,1.0,995000.0,995.3180999057538,3883.0037074564734,1284.959827067872,200.0,-0.003097858715229,False,
S2,rate,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,16.0,16.0,16.0,0.9621,"[0.958,0.966]",0.8643,16.0,16.0,3037815.361347657,1781.2692780419393,5981.185305279176,1959.652256891077,61366.09412681075,-0.0008422708130541,False,
S2,rate,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,9.0,9.0,9.0,0.9235,"[0.918,0.929]",0.9396,9.0,12.0,927544.8031071078,969.5501644839452,3751.6734564151734,1236.285472091192,1004.4418525136216,-0.0019495222666669,False,
S2,rate,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,10.0,10.0,10.0,0.923,"[0.918,0.928]",0.9389,10.0,14.0,929251.9528511151,970.5705920857836,3754.110840095613,1238.977785733165,1010.8875118228034,-0.0023288406335285,False,
S2,rate,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,12.0,12.0,12.0,0.9238,"[0.918,0.929]",0.9395,12.0,8.0,944523.3233509453,974.2136386462964,3785.485772062385,1249.962968499863,333.93271620278017,-0.0024744680308173,False,
S2,rate,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,4.0,3.0,3.0,0.9152,"[0.910,0.921]",0.95,5.0,1.0,672879.9701074394,815.4846692984418,3204.4023605643274,1059.2959760181434,200.0,-0.0023359884769488,False,
S2,rate,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,1.0,1.0,0.915,"[0.909,0.920]",0.9473,1.0,11.0,654946.313284149,811.003810776447,3161.9719892654234,1045.964577809704,847.3182920030022,-0.0024441465856308,False,
S2,rate,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,2.0,2.0,2.0,0.9116,"[0.906,0.917]",0.9492,3.0,7.0,659405.8975817555,813.8330974288731,3173.424484844009,1048.7764261984669,323.61443449337025,-0.002257565879463,False,
S2,rate,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,11.0,11.0,11.0,0.9218,"[0.916,0.927]",0.9393,11.0,9.0,943392.4277442822,972.2970931060756,3776.2017886867984,1247.7340213588532,630.4024414530334,-0.0026358224591631,False,
S2,rate,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,13.0,13.0,13.0,0.9235,"[0.918,0.929]",0.9403,13.0,6.0,956476.1580758067,980.1781753036684,3806.877462609637,1256.5485822963064,303.66109551904714,-0.0023928143352048,False,
S2,rate,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,8.0,8.0,8.0,0.8978,"[0.892,0.904]",0.9449,8.0,1.0,746253.7720927006,861.8700830171564,3380.0265529461653,1104.2002850966148,200.0,0.0001681008605163,False,
S2,rate,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,3.0,4.0,4.0,0.9123,"[0.907,0.918]",0.9465,2.0,1.0,672532.2674255116,817.9451896872607,3212.789902199842,1048.6633241905206,200.0,0.000340579698579,False,
S2,rate,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,7.0,7.0,7.0,0.9101,"[0.904,0.916]",0.9413,7.0,5.0,736472.8791008753,855.9652598130714,3357.7714805776013,1096.675233295033,222.5,0.0002179601708393,False,
S2,rate,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,15.0,15.0,15.0,0.9268,"[0.922,0.932]",0.9163,15.0,10.0,1547470.1942570226,1248.6143086385805,4810.069633246568,1572.3388803996463,634.7,4.5799479687846295e-05,False,
S2,rate,HT,CPS-RA-OR,CPS-RA-OR/HT,Wald LB90/2s95; Deville approx var est,5.0,5.0,5.0,0.9154,"[0.910,0.921]",0.9395,6.0,12.0,679035.1432588138,823.0787865903549,3222.387951380176,1063.6053444762144,1004.4418525136216,-0.0020216589987153,False,
S2,rate,HT,CPS-RA-EST(COR-2000),CPS-RA-EST(COR-2000)/HT,Wald LB90/2s95; Deville approx var est,6.0,6.0,6.0,0.9134,"[0.908,0.919]",0.9419,4.0,14.0,680846.622754625,833.8376029485029,3230.4876509599208,1052.82832599974,1010.8875118228034,0.0006649675612228,False,
S3,dollars,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,14.0,14.0,14.0,0.9768,"[0.974,0.980]",0.7562,14.0,1.0,523843673414.87494,641177.8248559514,1973344.196341204,641213.5318983591,200.0,0.0046916466194775,False,
S3,dollars,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,7.0,7.0,7.0,0.9265,"[0.921,0.931]",0.9086,7.0,10.0,90629066104.79428,288457.53634290525,1115538.8807228005,363539.186358568,61366.09412681075,0.0013903857644993,False,
S3,dollars,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,2.0,2.0,2.0,0.9385,"[0.934,0.943]",0.9137,2.0,13.0,60142654762.16774,234469.0359082289,888467.2267200161,291138.7375322181,597597.6743062513,-0.0007984805007972,False,
S3,dollars,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,3.0,3.0,3.0,0.9397,"[0.935,0.944]",0.9122,3.0,14.0,61024886533.01287,236202.69456120423,894000.9012403159,291845.71827570064,622379.1307849535,0.0005150466210149,False,
S3,dollars,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,6.0,6.0,6.0,0.9361,"[0.931,0.941]",0.9097,6.0,8.0,86800180367.09625,279687.35683724144,1059504.083813481,345785.38334413053,399.87150204486466,0.0007160903050408,False,
S3,dollars,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,11.0,11.0,11.0,0.9467,"[0.942,0.951]",0.9143,11.0,1.0,342533537802.32074,518699.608761321,1754036.9477316025,572620.7139808374,200.0,0.0009901807716857,False,
S3,dollars,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,1.0,1.0,0.9339,"[0.929,0.939]",0.9255,1.0,12.0,48785022886.71194,211147.2734624435,805461.3973523213,262397.27263272065,551096.2669877564,0.0011133323188194,False,
S3,dollars,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,4.0,4.0,4.0,0.9366,"[0.932,0.941]",0.9291,4.0,7.0,68238095740.55214,246136.04345894777,949697.661355848,311367.4625854739,399.8548834102952,-0.0010493623564257,False,
S3,dollars,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,5.0,5.0,5.0,0.9393,"[0.934,0.944]",0.9217,5.0,11.0,68655327903.394424,250434.73110536547,961275.1258268724,314729.18555864424,372762.41578116163,-0.0005448519357819,False,
S3,dollars,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,8.0,9.0,9.0,0.9386,"[0.934,0.943]",0.9163,9.0,6.0,97213675900.16594,295475.40066519193,1131199.4903621832,369656.3825584944,399.7855007637576,0.0002019022341328,False,
S3,dollars,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,13.0,13.0,13.0,0.9767,"[0.974,0.979]",0.7535,13.0,1.0,515518790972.05975,622827.8833883649,1937969.5077284852,635095.845700448,200.0,-0.0018005042507661,False,
S3,dollars,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,10.0,10.0,10.0,0.9395,"[0.935,0.944]",0.907,10.0,1.0,342411556404.7852,514979.6600642084,1735718.5934704856,566899.2671033131,200.0,0.0006714787139469,False,
S3,dollars,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,12.0,12.0,12.0,0.9683,"[0.965,0.972]",0.7255,12.0,5.0,508432768553.6178,620010.2419323612,1897364.6495315204,628214.9009499707,222.5,-0.0094208565848555,False,
S3,dollars,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,9.0,8.0,8.0,0.9341,"[0.929,0.939]",0.9182,8.0,9.0,98011479196.46783,295442.44472324575,1126800.0009917098,367643.16983253986,634.7,0.0008870283857639,False,
S3,rate,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,12.0,12.0,12.0,0.9335,"[0.928,0.938]",0.8642,12.0,1.0,198999.99999999997,447.80120589386536,1680.9470363422931,548.2160946563911,200.0,0.0013659531090724,False,
S3,rate,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,14.0,14.0,14.0,0.9757,"[0.972,0.979]",0.7957,14.0,14.0,436671.8692151953,627.9696268270276,1931.80936306767,632.9887597370862,61366.09412681075,-0.0014450924575211,False,
S3,rate,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,3.0,3.0,3.0,0.9471,"[0.943,0.951]",0.8999,3.0,12.0,118727.13445322984,337.45242533292526,1255.934827937015,410.39812299771125,7888.993785197272,0.0002117214651582,False,
S3,rate,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,4.0,4.0,4.0,0.9469,"[0.942,0.951]",0.8976,4.0,13.0,120635.44360874925,339.26709441501146,1259.9290572863813,412.90161519934605,8409.962143374476,-0.0010091236984359,False,
S3,rate,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,5.0,5.0,5.0,0.9385,"[0.934,0.943]",0.908,5.0,8.0,132876.25065149995,360.921579137671,1363.9474390877535,447.7250224979324,390.70823570002767,-0.0018413614746778,False,
S3,rate,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,8.0,7.0,7.0,0.9329,"[0.928,0.938]",0.9212,7.0,1.0,144995.86608379343,378.1970223147376,1438.331979098289,467.4223986242611,200.0,0.0028694867297916,False,
S3,rate,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,1.0,1.0,0.9455,"[0.941,0.950]",0.9053,1.0,11.0,102980.22550308183,313.70508092500313,1162.5563461426943,377.62791372432355,7700.812255779103,0.002496895336933,False,
S3,rate,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,2.0,2.0,2.0,0.9343,"[0.929,0.939]",0.9154,2.0,7.0,111236.0579180683,328.8742376563451,1245.923799999724,404.29959536748447,389.8744501061131,0.0030920455910523,False,
S3,rate,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,6.0,6.0,6.0,0.9416,"[0.937,0.946]",0.9036,6.0,10.0,142347.66968866636,372.7049013205731,1402.2222373446546,459.8887011384448,2667.591078818343,-0.0014849964840472,False,
S3,rate,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,9.0,9.0,9.0,0.9396,"[0.935,0.944]",0.9119,9.0,6.0,156199.67890954143,391.9606100014637,1491.200807411512,489.1558920098529,372.10191431074696,-0.0016656396919381,False,
S3,rate,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,11.0,11.0,10.0,0.9428,"[0.938,0.947]",0.8742,11.0,1.0,189052.2678502632,430.17577802568104,1646.867827076407,536.5144960526115,200.0,0.0019367991845055,False,
S3,rate,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,7.0,8.0,8.0,0.9356,"[0.931,0.940]",0.9159,8.0,1.0,144917.67532942755,378.4870155306377,1440.5370427837292,469.2958814298548,200.0,0.0016945876648681,False,
S3,rate,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,10.0,10.0,11.0,0.9457,"[0.941,0.950]",0.8913,10.0,5.0,188364.84542134544,428.6342926524923,1647.0168199766888,535.6726697223531,222.5,0.0028445840375021,False,
S3,rate,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,13.0,13.0,13.0,0.9706,"[0.967,0.974]",0.7627,13.0,9.0,323718.1113753883,561.8829901827871,1916.1978514398952,632.8304396468749,634.7,-0.0064864678899083,False,
S4,dollars,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,14.0,14.0,13.0,0.9574,"[0.953,0.961]",0.869,14.0,1.0,128986633152.4064,313636.88699048234,1129768.518690847,376459.6696104164,50.0,-0.0084636614715917,False,
S4,dollars,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,7.0,7.0,7.0,0.9175,"[0.912,0.923]",0.9486,7.0,10.0,20682981324.886223,138349.50310999548,543055.8182324816,178791.03158600454,15341.523531702687,-0.0014879056844871,False,
S4,dollars,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,2.0,2.0,2.0,0.9241,"[0.919,0.929]",0.9386,2.0,13.0,13101830079.239,109473.02967496004,427858.1824527135,138773.4909563126,148558.9526534301,0.0013195649697667,False,
S4,dollars,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,3.0,3.0,3.0,0.9255,"[0.920,0.930]",0.939,3.0,14.0,13317342235.755423,111092.20518316368,430724.7894205007,139681.50568208416,154697.94903430186,0.00135433159554,False,
S4,dollars,HT,DEF-0.5(COR-2000),DEF-0.5(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,6.0,6.0,6.0,0.9257,"[0.920,0.931]",0.9401,6.0,8.0,19873187889.192696,132335.67604591345,519206.91856035026,169545.2829042401,99.9676892508043,0.0002387075796509,False,
S4,dollars,DIFF,EQ-P,EQ-P/DIFF(COR-2000),Wald LB90/2s95; residual var est,11.0,10.0,10.0,0.9222,"[0.917,0.927]",0.9424,10.0,1.0,84342428906.09908,256981.93489572825,957225.3322438996,313760.3060973856,50.0,-0.0009680875739317,False,
S4,dollars,DIFF,RA-EST,RA-EST/DIFF(COR-2000),Wald LB90/2s95; residual var est,1.0,1.0,1.0,0.9219,"[0.916,0.927]",0.9429,1.0,12.0,10920328996.385008,100682.24611977664,391745.2283192697,127281.0290330586,137354.2388275955,0.0009453061427318,False,
S4,dollars,DIFF,DEF-0.5,DEF-0.5/DIFF(COR-2000),Wald LB90/2s95; residual var est,5.0,5.0,5.0,0.9186,"[0.913,0.924]",0.9439,5.0,7.0,15825671122.592293,119586.13989182214,467811.75696863554,152411.09171160823,99.96361016265877,0.0006337181800907,False,
S4,dollars,HT,RA-EST(MIS-G-2000),RA-EST(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,4.0,4.0,4.0,0.9237,"[0.918,0.929]",0.944,4.0,11.0,15208339954.31639,118803.37031784053,464088.9755146181,151267.71306715766,92886.23391178282,0.0005458610495863,False,
S4,dollars,HT,DEF-0.5(MIS-G-2000),DEF-0.5(MIS-G-2000)/HT,Wald LB90/2s95; Poisson HT var est,8.0,9.0,9.0,0.9246,"[0.919,0.930]",0.9385,8.0,6.0,22413515601.836716,142380.90503240202,555382.8030750874,182171.4116697628,99.94619951345304,-0.0007135939605168,False,
S4,dollars,EXP,SRSWOR,SRSWOR/EXP,Wald LB90/2s95; SRSWOR/stratified var est,13.0,13.0,14.0,0.9577,"[0.954,0.961]",0.8646,13.0,1.0,126936787726.7886,313186.4629472452,1129828.6557573655,370311.0153056508,50.0,-0.0011123949350519,False,
S4,dollars,DIFF,SRSWOR,SRSWOR/DIFF(COR-2000),Wald LB90/2s95; residual var est,10.0,11.0,11.0,0.9189,"[0.913,0.924]",0.9359,11.0,1.0,84312393285.60039,259719.2619307016,960201.0872092884,314333.05137319205,50.0,-0.0004912265023622,False,
S4,dollars,EXP,ST-PROP,ST-PROP/EXP,Wald LB90/2s95; SRSWOR/stratified var est,12.0,12.0,12.0,0.9462,"[0.942,0.950]",0.87,12.0,5.0,113050335261.79813,300266.2372451415,1085355.0036793128,355275.53148744913,50.346666666666664,-0.0005217436930625,False,
S4,dollars,EXP,ST-EQD,ST-EQD/EXP,Wald LB90/2s95; SRSWOR/stratified var est,9.0,8.0,8.0,0.9242,"[0.919,0.929]",0.9404,9.0,9.0,22753693743.34077,141334.54011946815,553569.9122911022,182674.33428302463,158.675,-0.0020193250602488,False,
S4,rate,HT,EQ-P,EQ-P/HT,Wald LB90/2s95; Poisson HT var est,12.0,12.0,12.0,0.9361,"[0.931,0.941]",0.9445,12.0,1.0,48999.99999999999,221.47740291054524,853.2581570569096,280.22776035052857,50.0,-0.0012945973496432,False,
S4,rate,HT,PPS-A,PPS-A/HT,Wald LB90/2s95; Poisson HT var est,14.0,14.0,14.0,0.9589,"[0.955,0.963]",0.8654,14.0,14.0,108417.96730379884,325.8866075160948,1116.305907747338,368.8156533647884,15341.523531702687,-0.0039337955153183,False,
S4,rate,HT,RA-OR,RA-OR/HT,Wald LB90/2s95; Poisson HT var est,3.0,3.0,3.0,0.9277,"[0.922,0.933]",0.9299,3.0,12.0,28931.783613307467,168.02863522456022,637.7042261334427,210.29547092107103,1972.248446299318,-0.0018443225370793,False,
S4,rate,HT,RA-EST(COR-2000),RA-EST(COR-2000)/HT,Wald LB90/2s95; Poisson HT var est,4.0,4.0,4.0,0.9275,"[0.922,0.932]",0.9301,4.0,13.0,29408.860902187313,169.06100489010265,641.7727750359878,211.1780054805612,2102.490535843619,-0.0013880472989845,False,
