dgp,sigma,prevalence,n0,estimand,design_estimator,n_equal_precision
STRATCAP,0.0,0.25,100,rate,ST-EQD/EXP,225.97301748101205
STRATCAP,0.0,0.25,100,rate,PPS-A/HT,553.5961406880971
STRATCAP,0.0,0.25,100,rate,RA-OR/HT,133.11148089743702
STRATCAP,0.0,0.25,100,rate,EQ-P/DIFF-OR,100.0
STRATCAP,0.0,0.25,100,rate,SRSWOR/DIFF-OR,100.00000000000001
STRATCAP,0.0,0.25,100,rate,RA-OR/DIFF-OR,100.0
STRATCAP,0.0,0.25,100,dollars,EQ-P/HT,107.17844234818814
STRATCAP,0.0,0.25,100,dollars,SRSWOR/EXP,100.00000000000001
STRATCAP,0.0,0.25,100,dollars,ST-PROP/EXP,76.7055179012946
STRATCAP,0.0,0.25,100,dollars,ST-EQD/EXP,25.93171470781044
STRATCAP,0.0,0.25,100,dollars,PPS-A/HT,28.861975743192268
STRATCAP,0.0,0.25,100,dollars,RA-OR/HT,28.86197574319226
STRATCAP,0.0,0.25,100,dollars,EQ-P/DIFF-OR,80.49166891351784
STRATCAP,0.0,0.25,100,dollars,SRSWOR/DIFF-OR,80.49166891351784
STRATCAP,0.0,0.25,100,dollars,RA-OR/DIFF-OR,21.675520910142314
STRATCAP,0.0,0.25,400,rate,EQ-P/HT,529.8013244388246
STRATCAP,0.0,0.25,400,rate,SRSWOR/EXP,399.9999997776643
STRATCAP,0.0,0.25,400,rate,ST-PROP/EXP,399.99999999999983
STRATCAP,0.0,0.25,400,rate,ST-EQD/EXP,903.8920698496687
STRATCAP,0.0,0.25,400,rate,PPS-A/HT,2130.8788016719996
STRATCAP,0.0,0.25,400,rate,RA-OR/HT,529.8013244388246
STRATCAP,0.0,0.25,400,rate,EQ-P/DIFF-OR,399.9999997776643
STRATCAP,0.0,0.25,400,rate,SRSWOR/DIFF-OR,399.9999997776643
STRATCAP,0.0,0.25,400,rate,RA-OR/DIFF-OR,399.9999997776643
STRATCAP,0.0,0.25,400,dollars,EQ-P/HT,428.25032652261035
STRATCAP,0.0,0.25,400,dollars,SRSWOR/EXP,399.99999977766436
STRATCAP,0.0,0.25,400,dollars,ST-PROP/EXP,337.2266807747168
STRATCAP,0.0,0.25,400,dollars,ST-EQD/EXP,103.97601491344743
STRATCAP,0.0,0.25,400,dollars,PPS-A/HT,115.32310293308235
STRATCAP,0.0,0.25,400,dollars,RA-OR/HT,115.32310293308234
STRATCAP,0.0,0.25,400,dollars,EQ-P/DIFF-OR,322.9163579499821
STRATCAP,0.0,0.25,400,dollars,SRSWOR/DIFF-OR,322.91635794998206
STRATCAP,0.0,0.25,400,dollars,RA-OR/DIFF-OR,86.95782366701457
STRATCAP,0.0,0.7,100,rate,EQ-P/HT,329.4892916042417
STRATCAP,0.0,0.7,100,rate,SRSWOR/EXP,100.0
STRATCAP,0.0,0.7,100,rate,ST-PROP/EXP,100.00000024053789
STRATCAP,0.0,0.7,100,rate,ST-EQD/EXP,225.97301748101214
STRATCAP,0.0,0.7,100,rate,PPS-A/HT,1356.3443048260233
STRATCAP,0.0,0.7,100,rate,RA-OR/HT,329.4892916042417
STRATCAP,0.0,0.7,100,rate,EQ-P/DIFF-OR,99.99999999999999
STRATCAP,0.0,0.7,100,rate,SRSWOR/DIFF-OR,100.0
STRATCAP,0.0,0.7,100,rate,RA-OR/DIFF-OR,99.99999999999999
STRATCAP,0.0,0.7,100,dollars,EQ-P/HT,123.08212530517973
STRATCAP,0.0,0.7,100,dollars,SRSWOR/EXP,100.0
STRATCAP,0.0,0.7,100,dollars,ST-PROP/EXP,22.03795855701015
STRATCAP,0.0,0.7,100,dollars,ST-EQD/EXP,14.887327578512625
STRATCAP,0.0,0.7,100,dollars,PPS-A/HT,33.14466264778609
STRATCAP,0.0,0.7,100,dollars,RA-OR/HT,33.14466264778609
STRATCAP,0.0,0.7,100,dollars,EQ-P/DIFF-OR,37.08439249735719
STRATCAP,0.0,0.7,100,dollars,SRSWOR/DIFF-OR,37.08439249735719
STRATCAP,0.0,0.7,100,dollars,RA-OR/DIFF-OR,10.0
STRATCAP,0.0,0.7,400,rate,EQ-P/HT,1273.8853503195953
STRATCAP,0.0,0.7,400,rate,SRSWOR/EXP,399.99999977766436
STRATCAP,0.0,0.7,400,rate,ST-PROP/EXP,399.9999999999999
STRATCAP,0.0,0.7,400,rate,ST-EQD/EXP,903.8920698496693
STRATCAP,0.0,0.7,400,rate,PPS-A/HT,4607.402636507778
STRATCAP,0.0,0.7,400,rate,RA-OR/HT,1273.8853503195953
STRATCAP,0.0,0.7,400,rate,EQ-P/DIFF-OR,399.9999997776643
STRATCAP,0.0,0.7,400,rate,SRSWOR/DIFF-OR,399.99999977766436
STRATCAP,0.0,0.7,400,rate,RA-OR/DIFF-OR,399.9999997776643
STRATCAP,0.0,0.7,400,dollars,EQ-P/HT,490.621277831735
STRATCAP,0.0,0.7,400,dollars,SRSWOR/EXP,399.99999977766436
STRATCAP,0.0,0.7,400,dollars,ST-PROP/EXP,196.54696912966324
STRATCAP,0.0,0.7,400,dollars,ST-EQD/EXP,60.012912498946456
STRATCAP,0.0,0.7,400,dollars,PPS-A/HT,132.11891418557454
STRATCAP,0.0,0.7,400,dollars,RA-OR/HT,132.11891418557454
STRATCAP,0.0,0.7,400,dollars,EQ-P/DIFF-OR,149.7579893124881
STRATCAP,0.0,0.7,400,dollars,SRSWOR/DIFF-OR,149.75798931248806
STRATCAP,0.0,0.7,400,dollars,RA-OR/DIFF-OR,40.32817935222226
STRATCAP,0.75,0.05,100,rate,EQ-P/HT,105.2351044348323
STRATCAP,0.75,0.05,100,rate,SRSWOR/EXP,100.0
STRATCAP,0.75,0.05,100,rate,ST-PROP/EXP,93.15581366126591
STRATCAP,0.75,0.05,100,rate,ST-EQD/EXP,126.46652109680988
STRATCAP,0.75,0.05,100,rate,PPS-A/HT,224.33491155513906
STRATCAP,0.75,0.05,100,rate,RA-OR/HT,87.27853937518513
STRATCAP,0.75,0.05,100,rate,EQ-P/DIFF-OR,93.15581376081556
STRATCAP,0.75,0.05,100,rate,SRSWOR/DIFF-OR,93.15581376081556
STRATCAP,0.75,0.05,100,rate,RA-OR/DIFF-OR,80.57605447344682
STRATCAP,0.75,0.05,100,dollars,EQ-P/HT,102.00398004066952
STRATCAP,0.75,0.05,100,dollars,SRSWOR/EXP,100.0
STRATCAP,0.75,0.05,100,dollars,ST-PROP/EXP,55.30157118183421
STRATCAP,0.75,0.05,100,dollars,ST-EQD/EXP,13.912435334053775
STRATCAP,0.75,0.05,100,dollars,PPS-A/HT,15.048965976095621
STRATCAP,0.75,0.05,100,dollars,RA-OR/HT,12.561112270286777
STRATCAP,0.75,0.05,100,dollars,EQ-P/DIFF-OR,72.88384722854498
STRATCAP,0.75,0.05,100,dollars,SRSWOR/DIFF-OR,72.883847228545
STRATCAP,0.75,0.05,100,dollars,RA-OR/DIFF-OR,10.245934898188366
STRATCAP,0.75,0.05,400,rate,EQ-P/HT,420.6084684662749
STRATCAP,0.75,0.05,400,rate,SRSWOR/EXP,399.99999977766436
STRATCAP,0.75,0.05,400,rate,ST-PROP/EXP,373.00811933001654
STRATCAP,0.75,0.05,400,rate,ST-EQD/EXP,506.3885694759405
STRATCAP,0.75,0.05,400,rate,PPS-A/HT,894.1744825490773
STRATCAP,0.75,0.05,400,rate,RA-OR/HT,348.8388499431004
STRATCAP,0.75,0.05,400,rate,EQ-P/DIFF-OR,373.00811933001654
STRATCAP,0.75,0.05,400,rate,SRSWOR/DIFF-OR,373.00811933001654
STRATCAP,0.75,0.05,400,rate,RA-OR/DIFF-OR,322.63711063641455
STRATCAP,0.75,0.05,400,dollars,EQ-P/HT,407.89269253329707
STRATCAP,0.75,0.05,400,dollars,SRSWOR/EXP,399.9999997776644
STRATCAP,0.75,0.05,400,dollars,ST-PROP/EXP,312.9413239399795
STRATCAP,0.75,0.05,400,dollars,ST-EQD/EXP,55.83512881565934
STRATCAP,0.75,0.05,400,dollars,PPS-A/HT,60.17768376946003
STRATCAP,0.75,0.05,400,dollars,RA-OR/HT,50.22927422626579
STRATCAP,0.75,0.05,400,dollars,EQ-P/DIFF-OR,292.7320371514228
STRATCAP,0.75,0.05,400,dollars,SRSWOR/DIFF-OR,292.7320371514228
STRATCAP,0.75,0.05,400,dollars,RA-OR/DIFF-OR,41.15196315750973
STRATCAP,0.75,0.25,100,rate,EQ-P/HT,133.1106128712364
STRATCAP,0.75,0.25,100,rate,SRSWOR/EXP,100.00000000000001
STRATCAP,0.75,0.25,100,rate,ST-PROP/EXP,86.92849372370729
STRATCAP,0.75,0.25,100,rate,ST-EQD/EXP,169.58317653639125
STRATCAP,0.75,0.25,100,rate,PPS-A/HT,371.3516743700594
STRATCAP,0.75,0.25,100,rate,RA-OR/HT,123.49813861598648
STRATCAP,0.75,0.25,100,rate,EQ-P/DIFF-OR,86.92758807194618
STRATCAP,0.75,0.25,100,rate,SRSWOR/DIFF-OR,86.92758807194616
STRATCAP,0.75,0.25,100,rate,RA-OR/DIFF-OR,85.5131956147054
STRATCAP,0.75,0.25,100,dollars,EQ-P/HT,109.33224157553349
STRATCAP,0.75,0.25,100,dollars,SRSWOR/EXP,100.00000000000001
STRATCAP,0.75,0.25,100,dollars,ST-PROP/EXP,14.459740023656746
STRATCAP,0.75,0.25,100,dollars,ST-EQD/EXP,11.163407170787544
STRATCAP,0.75,0.25,100,dollars,PPS-A/HT,20.211945997180237
STRATCAP,0.75,0.25,100,dollars,RA-OR/HT,18.831280945659756
STRATCAP,0.75,0.25,100,dollars,EQ-P/DIFF-OR,30.829559048313225
STRATCAP,0.75,0.25,100,dollars,SRSWOR/DIFF-OR,30.82955904831322
STRATCAP,0.75,0.25,100,dollars,RA-OR/DIFF-OR,10.0
STRATCAP,0.75,0.25,400,rate,EQ-P/HT,529.7979385640122
STRATCAP,0.75,0.25,400,rate,SRSWOR/EXP,399.9999997776644
STRATCAP,0.75,0.25,400,rate,ST-PROP/EXP,348.3969435529356
STRATCAP,0.75,0.25,400,rate,ST-EQD/EXP,679.6721465636806
STRATCAP,0.75,0.25,400,rate,PPS-A/HT,1459.0999529835533
STRATCAP,0.75,0.25,400,rate,RA-OR/HT,491.53901306326793
STRATCAP,0.75,0.25,400,rate,EQ-P/DIFF-OR,348.396943649342
STRATCAP,0.75,0.25,400,rate,SRSWOR/DIFF-OR,348.39694364934195
STRATCAP,0.75,0.25,400,rate,RA-OR/DIFF-OR,342.7282022604428
STRATCAP,0.75,0.25,400,dollars,EQ-P/HT,436.71456533681953
STRATCAP,0.75,0.25,400,dollars,SRSWOR/EXP,399.99999977766424
STRATCAP,0.75,0.25,400,dollars,ST-PROP/EXP,174.12267687686446
STRATCAP,0.75,0.25,400,dollars,ST-EQD/EXP,45.03958136034881
STRATCAP,0.75,0.25,400,dollars,PPS-A/HT,80.73420138827497
STRATCAP,0.75,0.25,400,dollars,RA-OR/HT,75.21930044474945
STRATCAP,0.75,0.25,400,dollars,EQ-P/DIFF-OR,124.61771274507537
STRATCAP,0.75,0.25,400,dollars,SRSWOR/DIFF-OR,124.61771274507535
STRATCAP,0.75,0.25,400,dollars,RA-OR/DIFF-OR,34.17403716734345
STRATCAP,0.75,0.7,100,rate,EQ-P/HT,329.4882748197769
STRATCAP,0.75,0.7,100,rate,SRSWOR/EXP,100.00000000000001
STRATCAP,0.75,0.7,100,rate,ST-PROP/EXP,93.75415363788278
STRATCAP,0.75,0.7,100,rate,ST-EQD/EXP,243.9499852364144
STRATCAP,0.75,0.7,100,rate,PPS-A/HT,1226.0467610374342
STRATCAP,0.75,0.7,100,rate,RA-OR/HT,327.4192871267331
STRATCAP,0.75,0.7,100,rate,EQ-P/DIFF-OR,93.75415380578224
STRATCAP,0.75,0.7,100,rate,SRSWOR/DIFF-OR,93.75415380578222
STRATCAP,0.75,0.7,100,rate,RA-OR/DIFF-OR,90.63216049628366
STRATCAP,0.75,0.7,100,dollars,EQ-P/HT,125.13434624830472
STRATCAP,0.75,0.7,100,dollars,SRSWOR/EXP,100.00000000000001
STRATCAP,0.75,0.7,100,dollars,ST-PROP/EXP,10.0
STRATCAP,0.75,0.7,100,dollars,ST-EQD/EXP,10.0
STRATCAP,0.75,0.7,100,dollars,PPS-A/HT,30.187786190656496
STRATCAP,0.75,0.7,100,dollars,RA-OR/HT,30.000675089181627
STRATCAP,0.75,0.7,100,dollars,EQ-P/DIFF-OR,10.0
STRATCAP,0.75,0.7,100,dollars,SRSWOR/DIFF-OR,10.0
STRATCAP,0.75,0.7,100,dollars,RA-OR/DIFF-OR,10.0
STRATCAP,0.75,0.7,400,rate,EQ-P/HT,1273.881607920953
STRATCAP,0.75,0.7,400,rate,SRSWOR/EXP,399.9999997776643
STRATCAP,0.75,0.7,400,rate,ST-PROP/EXP,375.3700572743221
STRATCAP,0.75,0.7,400,rate,ST-EQD/EXP,976.7196053580612
STRATCAP,0.75,0.7,400,rate,PPS-A/HT,4232.5924916505
STRATCAP,0.75,0.7,400,rate,RA-OR/HT,1265.8823995496698
STRATCAP,0.75,0.7,400,rate,EQ-P/DIFF-OR,375.3700572743223
STRATCAP,0.75,0.7,400,rate,SRSWOR/DIFF-OR,375.3700572743222
STRATCAP,0.75,0.7,400,rate,RA-OR/DIFF-OR,362.8703149359174
STRATCAP,0.75,0.7,400,dollars,EQ-P/HT,498.6479592949665
STRATCAP,0.75,0.7,400,dollars,SRSWOR/EXP,399.99999977766436
STRATCAP,0.75,0.7,400,dollars,ST-PROP/EXP,97.1775076215236
STRATCAP,0.75,0.7,400,dollars,ST-EQD/EXP,34.26011550323596
STRATCAP,0.75,0.7,400,dollars,PPS-A/HT,120.29533354723428
STRATCAP,0.75,0.7,400,dollars,RA-OR/HT,119.5497142075389
STRATCAP,0.75,0.7,400,dollars,EQ-P/DIFF-OR,30.867344391380605
STRATCAP,0.75,0.7,400,dollars,SRSWOR/DIFF-OR,30.86734439138061
STRATCAP,0.75,0.7,400,dollars,RA-OR/DIFF-OR,15.744363190056232
STRATCAP,1.5,0.05,100,rate,EQ-P/HT,105.23385636364985
STRATCAP,1.5,0.05,100,rate,SRSWOR/EXP,99.99999999999999
STRATCAP,1.5,0.05,100,rate,ST-PROP/EXP,67.28819428854639
STRATCAP,1.5,0.05,100,rate,ST-EQD/EXP,47.591081127534125
STRATCAP,1.5,0.05,100,rate,PPS-A/HT,76.76075478478774
STRATCAP,1.5,0.05,100,rate,RA-OR/HT,50.398303405734396
STRATCAP,1.5,0.05,100,rate,EQ-P/DIFF-OR,69.38530814364803
STRATCAP,1.5,0.05,100,rate,SRSWOR/DIFF-OR,69.38530814364805
STRATCAP,1.5,0.05,100,rate,RA-OR/DIFF-OR,40.88992939910721
STRATCAP,1.5,0.05,100,dollars,EQ-P/HT,102.88569802488021
STRATCAP,1.5,0.05,100,dollars,SRSWOR/EXP,100.0
STRATCAP,1.5,0.05,100,dollars,ST-PROP/EXP,10.0
STRATCAP,1.5,0.05,100,dollars,ST-EQD/EXP,10.0
STRATCAP,1.5,0.05,100,dollars,PPS-A/HT,12.830599660747554
STRATCAP,1.5,0.05,100,dollars,RA-OR/HT,10.0
STRATCAP,1.5,0.05,100,dollars,EQ-P/DIFF-OR,39.324812199381945
STRATCAP,1.5,0.05,100,dollars,SRSWOR/DIFF-OR,39.32481219938195
STRATCAP,1.5,0.05,100,dollars,RA-OR/DIFF-OR,10.0
STRATCAP,1.5,0.05,400,rate,EQ-P/HT,420.60355919314924
STRATCAP,1.5,0.05,400,rate,SRSWOR/EXP,399.99999977766436
STRATCAP,1.5,0.05,400,rate,ST-PROP/EXP,278.828102388116
STRATCAP,1.5,0.05,400,rate,ST-EQD/EXP,191.24698283827726
STRATCAP,1.5,0.05,400,rate,PPS-A/HT,306.80094607612364
STRATCAP,1.5,0.05,400,rate,RA-OR/HT,201.43427688566484
STRATCAP,1.5,0.05,400,rate,EQ-P/DIFF-OR,278.8281023884247
STRATCAP,1.5,0.05,400,rate,SRSWOR/DIFF-OR,278.82810238842467
STRATCAP,1.5,0.05,400,rate,RA-OR/DIFF-OR,164.3180916293082
STRATCAP,1.5,0.05,400,dollars,EQ-P/HT,411.3638363871187
STRATCAP,1.5,0.05,400,dollars,SRSWOR/EXP,399.99999977766436
STRATCAP,1.5,0.05,400,dollars,ST-PROP/EXP,204.9190097084354
STRATCAP,1.5,0.05,400,dollars,ST-EQD/EXP,33.505889781637975
STRATCAP,1.5,0.05,400,dollars,PPS-A/HT,51.30008157539048
STRATCAP,1.5,0.05,400,dollars,RA-OR/HT,33.772549628016094
STRATCAP,1.5,0.05,400,dollars,EQ-P/DIFF-OR,158.75134924132848
STRATCAP,1.5,0.05,400,dollars,SRSWOR/DIFF-OR,158.75134924132846
STRATCAP,1.5,0.05,400,dollars,RA-OR/DIFF-OR,19.317870584937893
STRATCAP,1.5,0.25,100,rate,EQ-P/HT,133.1090612800225
STRATCAP,1.5,0.25,100,rate,SRSWOR/EXP,100.0
STRATCAP,1.5,0.25,100,rate,ST-PROP/EXP,64.0228128507564
STRATCAP,1.5,0.25,100,rate,ST-EQD/EXP,113.50313313729231
STRATCAP,1.5,0.25,100,rate,PPS-A/HT,240.43735811013767
STRATCAP,1.5,0.25,100,rate,RA-OR/HT,106.56769179416555
STRATCAP,1.5,0.25,100,rate,EQ-P/DIFF-OR,63.51790158397581
STRATCAP,1.5,0.25,100,rate,SRSWOR/DIFF-OR,63.517901583975814
STRATCAP,1.5,0.25,100,rate,RA-OR/DIFF-OR,59.61958617820426
STRATCAP,1.5,0.25,100,dollars,EQ-P/HT,111.89705892872128
STRATCAP,1.5,0.25,100,dollars,SRSWOR/EXP,100.00000000000001
STRATCAP,1.5,0.25,100,dollars,ST-PROP/EXP,10.0
STRATCAP,1.5,0.25,100,dollars,ST-EQD/EXP,10.0
STRATCAP,1.5,0.25,100,dollars,PPS-A/HT,20.42351938839439
STRATCAP,1.5,0.25,100,dollars,RA-OR/HT,18.05412600950196
STRATCAP,1.5,0.25,100,dollars,EQ-P/DIFF-OR,10.0
STRATCAP,1.5,0.25,100,dollars,SRSWOR/DIFF-OR,10.0
STRATCAP,1.5,0.25,100,dollars,RA-OR/DIFF-OR,10.0
STRATCAP,1.5,0.25,400,rate,EQ-P/HT,529.791886332509
STRATCAP,1.5,0.25,400,rate,SRSWOR/EXP,399.9999997776643
STRATCAP,1.5,0.25,400,rate,ST-PROP/EXP,255.4766798699255
STRATCAP,1.5,0.25,400,rate,ST-EQD/EXP,456.5233258278552
STRATCAP,1.5,0.25,400,rate,PPS-A/HT,953.8950448367001
STRATCAP,1.5,0.25,400,rate,RA-OR/HT,424.1536820869105
STRATCAP,1.5,0.25,400,rate,EQ-P/DIFF-OR,255.47667986992778
STRATCAP,1.5,0.25,400,rate,SRSWOR/DIFF-OR,255.47667986992778
STRATCAP,1.5,0.25,400,rate,RA-OR/DIFF-OR,239.79718459054735
STRATCAP,1.5,0.25,400,dollars,EQ-P/HT,446.78691150306383
STRATCAP,1.5,0.25,400,dollars,SRSWOR/EXP,399.9999997776643
STRATCAP,1.5,0.25,400,dollars,ST-PROP/EXP,100.06801884808971
STRATCAP,1.5,0.25,400,dollars,ST-EQD/EXP,27.32643307430983
STRATCAP,1.5,0.25,400,dollars,PPS-A/HT,81.54781932642392
STRATCAP,1.5,0.25,400,dollars,RA-OR/HT,72.0872138023578
STRATCAP,1.5,0.25,400,dollars,EQ-P/DIFF-OR,38.22750133760274
STRATCAP,1.5,0.25,400,dollars,SRSWOR/DIFF-OR,38.22750133760275
STRATCAP,1.5,0.25,400,dollars,RA-OR/DIFF-OR,15.918885824792817
STRATCAP,1.5,0.7,100,rate,EQ-P/HT,329.48711243888613
STRATCAP,1.5,0.7,100,rate,SRSWOR/EXP,100.00000000000001
STRATCAP,1.5,0.7,100,rate,ST-PROP/EXP,86.68141188457048
STRATCAP,1.5,0.7,100,rate,ST-EQD/EXP,245.61721127409743
STRATCAP,1.5,0.7,100,rate,PPS-A/HT,1157.3875073105974
STRATCAP,1.5,0.7,100,rate,RA-OR/HT,325.0358923855298
STRATCAP,1.5,0.7,100,rate,EQ-P/DIFF-OR,86.60914182898999
STRATCAP,1.5,0.7,100,rate,SRSWOR/DIFF-OR,86.60914182898999
STRATCAP,1.5,0.7,100,rate,RA-OR/DIFF-OR,77.61143558781107
STRATCAP,1.5,0.7,100,dollars,EQ-P/HT,126.87053087193303
STRATCAP,1.5,0.7,100,dollars,SRSWOR/EXP,100.0
STRATCAP,1.5,0.7,100,dollars,ST-PROP/EXP,10.0
STRATCAP,1.5,0.7,100,dollars,ST-EQD/EXP,10.0
STRATCAP,1.5,0.7,100,dollars,PPS-A/HT,30.764600690695712
STRATCAP,1.5,0.7,100,dollars,RA-OR/HT,30.4758069739823
STRATCAP,1.5,0.7,100,dollars,EQ-P/DIFF-OR,10.0
STRATCAP,1.5,0.7,100,dollars,SRSWOR/DIFF-OR,10.0
STRATCAP,1.5,0.7,100,dollars,RA-OR/DIFF-OR,10.0
STRATCAP,1.5,0.7,400,rate,EQ-P/HT,1273.8773296356349
STRATCAP,1.5,0.7,400,rate,SRSWOR/EXP,399.9999997776643
STRATCAP,1.5,0.7,400,rate,ST-PROP/EXP,347.13734124749993
STRATCAP,1.5,0.7,400,rate,ST-EQD/EXP,984.4561887960452
STRATCAP,1.5,0.7,400,rate,PPS-A/HT,4029.0177346701644
STRATCAP,1.5,0.7,400,rate,RA-OR/HT,1256.667830095261
STRATCAP,1.5,0.7,400,rate,EQ-P/DIFF-OR,347.137341348678
STRATCAP,1.5,0.7,400,rate,SRSWOR/DIFF-OR,347.13734134867804
STRATCAP,1.5,0.7,400,rate,RA-OR/DIFF-OR,311.07371333164554
STRATCAP,1.5,0.7,400,dollars,EQ-P/HT,505.4346915555897
STRATCAP,1.5,0.7,400,dollars,SRSWOR/EXP,399.99999977766424
STRATCAP,1.5,0.7,400,dollars,ST-PROP/EXP,55.73889124181397
STRATCAP,1.5,0.7,400,dollars,ST-EQD/EXP,27.757820722179027
STRATCAP,1.5,0.7,400,dollars,PPS-A/HT,122.5619245873546
STRATCAP,1.5,0.7,400,dollars,RA-OR/HT,121.41141014883958
STRATCAP,1.5,0.7,400,dollars,EQ-P/DIFF-OR,10.3176250380882
STRATCAP,1.5,0.7,400,dollars,SRSWOR/DIFF-OR,10.317625038088202
STRATCAP,1.5,0.7,400,dollars,RA-OR/DIFF-OR,10.0
