dgp,sigma,prevalence,n,estimand,design,estimator,AV,min_pi,max_pi,max_weight,cv_weights,n_certainty,sd_size,AV_fixed_hajek,nh
MAIN,1.5,0.25,100,rate,SRSWOR,EXP,746260.107192509,,,,,,,,
MAIN,1.5,0.25,100,rate,ST-PROP,EXP,715686.0049924352,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,1.5,0.25,100,rate,ST-EQD,EXP,1436046.103946849,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,1.5,0.25,100,rate,PPS-A,HT,2470399.6251034117,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,2219485.993441471,
MAIN,1.5,0.25,100,rate,RA-OR,HT,807629.9508139112,0.00016766072165545483,0.01109167934517289,5964.426194317678,0.5782496547579774,0.0,9.969188221372946,559616.8004507376,
MAIN,1.5,0.25,100,rate,DEF-0.25-OR,HT,909958.7995341575,0.0037919151804138634,0.0065229198362932225,263.7189790439501,0.11828546372537865,0.0,9.97460749162956,661426.659095031,
MAIN,1.5,0.25,100,rate,DEF-0.5-OR,HT,854620.9058976297,0.0025838303608277276,0.008045839672586446,387.0223119754855,0.240469900441614,0.0,9.973523873149864,606297.756806822,
MAIN,1.5,0.25,100,rate,DEF-0.75-OR,HT,820720.0344798225,0.001375745541241591,0.009568759508879667,726.8786051070999,0.3807553842929234,0.0,9.971717580670498,572569.8700506537,
MAIN,1.5,0.25,100,rate,EQ-P,DIFF-OR,544116.2570125265,0.005,0.005,200.0,0.0,0.0,9.974968671630002,544089.0511996759,
MAIN,1.5,0.25,100,rate,SRSWOR,DIFF-OR,544116.2570125265,,,,,,,,
MAIN,1.5,0.25,100,rate,RA-OR,DIFF-OR,490246.1296502594,0.00021523520888806468,0.007121232831567695,4646.080003202731,0.4396280868376715,0.0,9.972229580601809,490218.95867921587,
MAIN,1.5,0.25,100,dollars,EQ-P,HT,1895424879901.523,0.005,0.005,200.0,0.0,0.0,9.974968671630002,1747244538516.0532,
MAIN,1.5,0.25,100,dollars,SRSWOR,EXP,1747331905111.3088,,,,,,,,
MAIN,1.5,0.25,100,dollars,ST-PROP,EXP,1215426146658.017,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,1.5,0.25,100,dollars,ST-EQD,EXP,291061763185.42664,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,1.5,0.25,100,dollars,PPS-A,HT,383683478071.632,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,239205097263.91342,
MAIN,1.5,0.25,100,dollars,RA-OR,HT,335763319619.18823,2.456262551717848e-06,0.2996176177685099,407122.601490881,3.0906777375937673,0.0,9.861110825947295,192423929835.07663,
MAIN,1.5,0.25,100,dollars,DEF-0.25-OR,HT,654268071990.3025,0.0037506140656379293,0.07865440444212748,266.6230069261774,0.3201444065575308,0.0,9.967890658012903,507925097404.1367,
MAIN,1.5,0.25,100,dollars,DEF-0.5-OR,HT,459023858980.62244,0.002501228131275859,0.15230880888425496,399.803595480076,0.5974770755708559,0.0,9.946626396945032,314096837463.2046,
MAIN,1.5,0.25,100,dollars,DEF-0.75-OR,HT,373118569280.26447,0.0012518421969137884,0.22596321332638244,798.8227289871966,0.9867480824744733,0.0,9.91108457894031,229192845299.74838,
MAIN,1.5,0.25,100,dollars,EQ-P,DIFF-OR,709067237216.9038,0.005,0.005,200.0,0.0,0.0,9.974968671630002,709031783855.043,
MAIN,1.5,0.25,100,dollars,SRSWOR,DIFF-OR,709067237216.9038,,,,,,,,
MAIN,1.5,0.25,100,dollars,RA-OR,DIFF-OR,163937753800.47968,3.522463112233843e-06,0.227847035788932,283892.2561110453,2.6065930591778277,0.0,9.893066087412898,163905213488.70374,
MAIN,1.5,0.25,400,rate,EQ-P,HT,245000.0,0.02,0.02,50.0,0.0,0.0,19.798989873223334,183743.30108125784,
MAIN,1.5,0.25,400,rate,SRSWOR,EXP,183752.4887056932,,,,,,,,
MAIN,1.5,0.25,400,rate,ST-PROP,EXP,175533.81757991877,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,1.5,0.25,400,rate,ST-EQD,EXP,356324.6549022222,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,1.5,0.25,400,rate,PPS-A,HT,613849.906275853,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,550356.9771432135,
MAIN,1.5,0.25,400,rate,RA-OR,HT,198157.4877034778,0.0006706428866218193,0.04436671738069156,1491.1065485794195,0.5782496547579774,0.0,19.752352282464415,137664.14257174902,
MAIN,1.5,0.25,400,rate,DEF-0.25-OR,HT,223739.69988353938,0.015167660721655454,0.02609167934517289,65.92974476098753,0.11828546372537865,0.0,19.79607824275205,162727.90759377333,
MAIN,1.5,0.25,400,rate,DEF-0.5-OR,HT,209905.22647440742,0.01033532144331091,0.03218335869034578,96.75557799387137,0.240469900441614,0.0,19.78734078072757,149102.13427415077,
MAIN,1.5,0.25,400,rate,DEF-0.75-OR,HT,201430.00861995562,0.005502982164966364,0.03827503803551867,181.71965127677498,0.3807553842929234,0.0,19.772769763956934,140799.68312749855,
MAIN,1.5,0.25,400,rate,EQ-P,DIFF-OR,133978.3748422804,0.02,0.02,50.0,0.0,0.0,19.798989873223334,133971.67592353825,
MAIN,1.5,0.25,400,rate,SRSWOR,DIFF-OR,133978.3748422804,,,,,,,,
MAIN,1.5,0.25,400,rate,RA-OR,DIFF-OR,120510.8430017136,0.0008609408355522587,0.02848493132627078,1161.5200008006827,0.4396280868376715,0.0,19.776900791875246,120504.17879018332,
MAIN,1.5,0.25,400,dollars,EQ-P,HT,466712658870.2242,0.02,0.02,50.0,0.0,0.0,19.798989873223334,430226042147.1688,
MAIN,1.5,0.25,400,dollars,SRSWOR,EXP,430247554524.8951,,,,,,,,
MAIN,1.5,0.25,400,dollars,ST-PROP,EXP,271854064086.5462,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,1.5,0.25,400,dollars,ST-EQD,EXP,68561334272.84278,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,1.5,0.25,400,dollars,PPS-A,HT,88777308412.75151,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,55976580998.54202,
MAIN,1.5,0.25,400,dollars,RA-OR,HT,76805794267.07599,9.830039032460175e-06,1.0,101728.99585625845,3.0898112684070385,2.0,18.874987050766332,45124747279.84166,
MAIN,1.5,0.25,400,dollars,DEF-0.25-OR,HT,156560152389.70837,0.015002457509758114,0.265,66.65574619022021,0.3200284150491591,0.0,19.742506705340443,121884812149.32965,
MAIN,1.5,0.25,400,dollars,DEF-0.5-OR,HT,107668317038.23993,0.01000491501951623,0.51,99.95087395038696,0.5973441672918488,0.0,19.572079195671808,74383868996.92264,
MAIN,1.5,0.25,400,dollars,DEF-0.75-OR,HT,86162944751.43074,0.005007372529274345,0.755,199.70553302230886,0.9865694747639044,0.0,19.28468664753749,53876400945.33971,
MAIN,1.5,0.25,400,dollars,EQ-P,DIFF-OR,174594445344.86578,0.02,0.02,50.0,0.0,0.0,19.798989873223334,174585715622.59854,
MAIN,1.5,0.25,400,dollars,SRSWOR,DIFF-OR,174594445344.86575,,,,,,,,
MAIN,1.5,0.25,400,dollars,RA-OR,DIFF-OR,38312074490.75973,1.4089852448935372e-05,0.911388143155728,70973.06402776133,2.6065930591778277,0.0,19.130188335683115,38305823078.23813,
MAIN,1.5,0.7,100,rate,EQ-P,HT,2786000.0,0.005,0.005,200.0,0.0,0.0,9.974968671630002,835768.5506012931,
MAIN,1.5,0.7,100,rate,SRSWOR,EXP,835810.3411183495,,,,,,,,
MAIN,1.5,0.7,100,rate,ST-PROP,EXP,798154.7481141214,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,1.5,0.7,100,rate,ST-EQD,EXP,2026337.5852369906,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,1.5,0.7,100,rate,PPS-A,HT,9095860.222074507,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,7122041.381175622,
MAIN,1.5,0.7,100,rate,RA-OR,HT,2689713.9081299086,0.0003486880781228027,0.006081570322567036,2867.892717708046,0.23745862254669076,0.0,9.974076084287052,740327.0352092613,
MAIN,1.5,0.7,100,rate,DEF-0.25-OR,HT,2747539.1958177807,0.0038371720195307006,0.005270392580641759,260.6085927110204,0.04874805346680435,0.0,9.974912887261054,797584.3291750893,
MAIN,1.5,0.7,100,rate,DEF-0.5-OR,HT,2717724.6344406237,0.002674344039061401,0.005540785161283518,373.9234688559233,0.10178453982651188,0.0,9.974745532282352,768002.7182772195,
MAIN,1.5,0.7,100,rate,DEF-0.75-OR,HT,2697595.1881727623,0.0015115160585921022,0.005811177741925277,661.5874137198698,0.16197174716434823,0.0,9.974466601077982,748062.6014539506,
MAIN,1.5,0.7,100,rate,EQ-P,DIFF-OR,628987.974136671,0.005,0.005,200.0,0.0,0.0,9.974968671630002,628956.5247379644,
MAIN,1.5,0.7,100,rate,SRSWOR,DIFF-OR,628987.9741366712,,,,,,,,
MAIN,1.5,0.7,100,rate,RA-OR,DIFF-OR,577048.0003817765,5.563261608527025e-05,0.006564140520320665,17975.06697271366,0.5269778258725212,0.0,9.972724816705568,577016.5810266432,
MAIN,1.5,0.7,100,dollars,EQ-P,HT,3407957613077.3545,0.005,0.005,200.0,0.0,0.0,9.974968671630002,2715102768256.797,
MAIN,1.5,0.7,100,dollars,SRSWOR,EXP,2715238530183.306,,,,,,,,
MAIN,1.5,0.7,100,dollars,ST-PROP,EXP,892004829734.9875,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,1.5,0.7,100,dollars,ST-EQD,EXP,272486996593.86203,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,1.5,0.7,100,dollars,PPS-A,HT,833219910531.9635,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,152000613204.5464,
MAIN,1.5,0.7,100,dollars,RA-OR,HT,820859406550.7684,5.898037649643164e-06,0.2052998462570015,169547.91735866605,2.207200622822006,0.0,9.897290404904425,139943553913.88513,
MAIN,1.5,0.7,100,dollars,DEF-0.25-OR,HT,1449736904653.8774,0.0037514745094124106,0.055074961564250374,266.56185387665846,0.28876443068769225,0.0,9.970131510413406,761875604967.8064,
MAIN,1.5,0.7,100,dollars,DEF-0.5-OR,HT,1066864686425.8691,0.0025029490188248214,0.10514992312850076,399.52871292181476,0.5418188846306891,0.0,9.955605925294215,382653933852.1782,
MAIN,1.5,0.7,100,dollars,DEF-0.75-OR,HT,893392050091.9857,0.0012544235282372323,0.15522488469275114,797.1789252113608,0.8826122109075224,0.0,9.931349405516096,211498448529.04297,
MAIN,1.5,0.7,100,dollars,EQ-P,DIFF-OR,322916934622.8924,0.005,0.005,200.0,0.0,0.0,9.974968671630002,322900788776.16125,
MAIN,1.5,0.7,100,dollars,SRSWOR,DIFF-OR,322916934622.8924,,,,,,,,
MAIN,1.5,0.7,100,dollars,RA-OR,DIFF-OR,104671524297.64651,1.0420240040928786e-05,0.19967052801238808,95967.07907612338,1.6556252451509588,0.0,9.923375940762442,104656344478.32133,
MAIN,1.5,0.7,400,rate,EQ-P,HT,686000.0,0.02,0.02,50.0,0.0,0.0,19.798989873223334,205792.25617820793,
MAIN,1.5,0.7,400,rate,SRSWOR,EXP,205802.54630552322,,,,,,,,
MAIN,1.5,0.7,400,rate,ST-PROP,EXP,197275.84320214303,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,1.5,0.7,400,rate,ST-EQD,EXP,503565.6881155948,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,1.5,0.7,400,rate,PPS-A,HT,2263465.0555186267,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,1758623.019524171,
MAIN,1.5,0.7,400,rate,RA-OR,HT,661928.4770324772,0.0013947523124912108,0.024326281290268145,716.9731794270115,0.23745862254669076,0.0,19.79179374797421,182565.21311545238,
MAIN,1.5,0.7,400,rate,DEF-0.25-OR,HT,676384.7989544452,0.015348688078122803,0.021081570322567036,65.1521481777551,0.04874805346680435,0.0,19.79854019202292,196453.61240835692,
MAIN,1.5,0.7,400,rate,DEF-0.5-OR,HT,668931.1586101559,0.010697376156245605,0.022163140645134072,93.48086721398083,0.10178453982651188,0.0,19.79719108713627,189232.87799857568,
MAIN,1.5,0.7,400,rate,DEF-0.75-OR,HT,663898.7970431906,0.006046064234368409,0.02324471096770111,165.39685342996745,0.16197174716434823,0.0,19.794942374665364,184389.81667547917,
MAIN,1.5,0.7,400,rate,EQ-P,DIFF-OR,154876.43584269792,0.02,0.02,50.0,0.0,0.0,19.798989873223334,154868.6920209058,
MAIN,1.5,0.7,400,rate,SRSWOR,DIFF-OR,154876.43584269795,,,,,,,,
MAIN,1.5,0.7,400,rate,RA-OR,DIFF-OR,141891.44240397427,0.000222530464341081,0.02625656208128266,4493.766743178415,0.5269778258725212,0.0,19.780895943201404,141883.72852879352,
MAIN,1.5,0.7,400,dollars,EQ-P,HT,839145341913.5194,0.02,0.02,50.0,0.0,0.0,19.798989873223334,668542892686.3469,
MAIN,1.5,0.7,400,dollars,SRSWOR,EXP,668576321502.4221,,,,,,,,
MAIN,1.5,0.7,400,dollars,ST-PROP,EXP,199890813507.25146,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,1.5,0.7,400,dollars,ST-EQD,EXP,65032367757.80492,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,1.5,0.7,400,dollars,PPS-A,HT,195460916277.1717,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,36488222619.212494,
MAIN,1.5,0.7,400,dollars,RA-OR,HT,192370790281.87292,2.3592150598572655e-05,0.821199385028006,42386.97933966651,2.207200622822006,0.0,19.16511721185683,33705522879.59146,
MAIN,1.5,0.7,400,dollars,DEF-0.25-OR,HT,349590164807.65015,0.015005898037649642,0.2202998462570015,66.64046346916462,0.28876443068769225,0.0,19.759968556630174,183960457026.85748,
MAIN,1.5,0.7,400,dollars,DEF-0.5-OR,HT,253872110250.64813,0.010011796075299286,0.42059969251400303,99.88217823045369,0.5418188846306891,0.0,19.64243949808813,91873576144.86163,
MAIN,1.5,0.7,400,dollars,DEF-0.75-OR,HT,210503951167.17725,0.005017694112948929,0.6208995387710046,199.2947313028402,0.8826122109075224,0.0,19.444979203668968,50834676522.339325,
MAIN,1.5,0.7,400,dollars,EQ-P,DIFF-OR,79512210032.77249,0.02,0.02,50.0,0.0,0.0,19.798989873223334,79508234422.27086,
MAIN,1.5,0.7,400,dollars,SRSWOR,DIFF-OR,79512210032.7725,,,,,,,,
MAIN,1.5,0.7,400,dollars,RA-OR,DIFF-OR,24950857451.46103,4.1680960163715145e-05,0.7986821120495523,23991.769769030845,1.6556252451509588,0.0,19.379737897795373,24947713936.41376,
STRATCAP,0.0,0.05,100,rate,EQ-P,HT,199000.00000000003,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189040.54750000002,
STRATCAP,0.0,0.05,100,rate,SRSWOR,EXP,189050.0,,,,,,,,
STRATCAP,0.0,0.05,100,rate,ST-PROP,EXP,189170.27846874998,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
STRATCAP,0.0,0.05,100,rate,ST-EQD,EXP,428398.73325000005,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
STRATCAP,0.0,0.05,100,rate,PPS-A,HT,830885.1727287062,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,820788.0392026001,
STRATCAP,0.0,0.05,100,rate,RA-OR,HT,199000.00000000003,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189040.54750000002,
STRATCAP,0.0,0.05,100,rate,DEF-0.25-OR,HT,199000.00000000003,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189040.54750000002,
STRATCAP,0.0,0.05,100,rate,DEF-0.5-OR,HT,199000.00000000003,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189040.54750000002,
STRATCAP,0.0,0.05,100,rate,DEF-0.75-OR,HT,199000.00000000003,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189040.54750000002,
STRATCAP,0.0,0.05,100,rate,EQ-P,DIFF-OR,189050.00000000003,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189040.54750000002,
STRATCAP,0.0,0.05,100,rate,SRSWOR,DIFF-OR,189050.0,,,,,,,,
STRATCAP,0.0,0.05,100,rate,RA-OR,DIFF-OR,189050.00000000003,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189040.54750000002,
STRATCAP,0.0,0.05,100,dollars,EQ-P,HT,191847467020.9016,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189255233622.8249,
STRATCAP,0.0,0.05,100,dollars,SRSWOR,EXP,189264696857.6678,,,,,,,,
STRATCAP,0.0,0.05,100,dollars,ST-PROP,EXP,199042929186.24188,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
STRATCAP,0.0,0.05,100,dollars,ST-EQD,EXP,56057231900.257904,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
STRATCAP,0.0,0.05,100,dollars,PPS-A,HT,50957965359.55773,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,48401626052.021355,
STRATCAP,0.0,0.05,100,dollars,RA-OR,HT,50957965359.557724,1.629564361605836e-05,0.18870088778906785,61366.09412681075,1.777477387660256,0.0,9.906727953316151,48401626052.02135,
STRATCAP,0.0,0.05,100,dollars,DEF-0.25-OR,HT,86623018584.33667,0.0037540739109040142,0.050925221947266966,266.377280717734,0.2762640542931927,0.0,9.970717309768313,84046374168.44873,
STRATCAP,0.0,0.05,100,dollars,DEF-0.5-OR,HT,64866994429.29083,0.0025081478218080292,0.09685044389453393,398.7005834764307,0.5175741825262512,0.0,9.95795233395169,62301520623.331085,
STRATCAP,0.0,0.05,100,dollars,DEF-0.75-OR,HT,54968460281.23957,0.0012622217327120438,0.14277566584180088,792.2538283755999,0.8337664922857715,0.0,9.93664093352584,52409762122.69713,
STRATCAP,0.0,0.05,100,dollars,EQ-P,DIFF-OR,182255093669.85654,0.005,0.005,200.0,0.0,0.0,9.974968671630002,182245980915.17303,
STRATCAP,0.0,0.05,100,dollars,SRSWOR,DIFF-OR,182255093669.85654,,,,,,,,
STRATCAP,0.0,0.05,100,dollars,RA-OR,DIFF-OR,48410067091.57984,1.6295643616058356e-05,0.1887008877890678,61366.09412681076,1.7774773876602563,0.0,9.90672795331615,48401626052.02135,
STRATCAP,0.0,0.05,400,rate,EQ-P,HT,49000.00000000001,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.67249999999,
STRATCAP,0.0,0.05,400,rate,SRSWOR,EXP,46550.0,,,,,,,,
STRATCAP,0.0,0.05,400,rate,ST-PROP,EXP,46551.36524187943,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
STRATCAP,0.0,0.05,400,rate,ST-EQD,EXP,106387.1833125,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
STRATCAP,0.0,0.05,400,rate,PPS-A,HT,206971.29318217654,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,204375.19861885,
STRATCAP,0.0,0.05,400,rate,RA-OR,HT,49000.00000000001,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.67249999999,
STRATCAP,0.0,0.05,400,rate,DEF-0.25-OR,HT,49000.00000000001,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.67249999999,
STRATCAP,0.0,0.05,400,rate,DEF-0.5-OR,HT,49000.00000000001,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.67249999999,
STRATCAP,0.0,0.05,400,rate,DEF-0.75-OR,HT,49000.00000000001,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.67249999999,
STRATCAP,0.0,0.05,400,rate,EQ-P,DIFF-OR,46550.000000000015,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.6725,
STRATCAP,0.0,0.05,400,rate,SRSWOR,DIFF-OR,46550.0,,,,,,,,
STRATCAP,0.0,0.05,400,rate,RA-OR,DIFF-OR,46550.000000000015,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.6725,
STRATCAP,0.0,0.05,400,dollars,EQ-P,HT,47238823537.80994,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46600534912.152855,
STRATCAP,0.0,0.05,400,dollars,SRSWOR,EXP,46602865055.40563,,,,,,,,
STRATCAP,0.0,0.05,400,dollars,ST-PROP,EXP,44752584060.26318,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
STRATCAP,0.0,0.05,400,dollars,ST-EQD,EXP,13322528142.682436,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
STRATCAP,0.0,0.05,400,dollars,PPS-A,HT,12016448122.473976,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,11413962496.704485,
STRATCAP,0.0,0.05,400,dollars,RA-OR,HT,12016448122.473972,6.518257446423344e-05,0.7548035511562714,15341.523531702687,1.777477387660256,0.0,19.242976377272033,11413962496.704481,
STRATCAP,0.0,0.05,400,dollars,DEF-0.25-OR,HT,20932711428.66871,0.015016295643616057,0.20370088778906786,66.5943201794335,0.2762640542931927,0.0,19.764697284325294,20309953231.661373,
STRATCAP,0.0,0.05,400,dollars,DEF-0.5-OR,HT,15493705389.90725,0.010032591287232117,0.3874017755781357,99.67514586910768,0.5175741825262512,0.0,19.661460651845335,14882057882.448544,
STRATCAP,0.0,0.05,400,dollars,DEF-0.75-OR,HT,13019071852.894436,0.005048886930848175,0.5711026633672035,198.06345709389998,0.8337664922857715,0.0,19.48818433485122,12414211343.879528,
STRATCAP,0.0,0.05,400,dollars,EQ-P,DIFF-OR,44876882360.91945,0.02,0.02,50.0,0.0,0.0,19.798989873223334,44874638516.80139,
STRATCAP,0.0,0.05,400,dollars,SRSWOR,DIFF-OR,44876882360.91946,,,,,,,,
STRATCAP,0.0,0.05,400,dollars,RA-OR,DIFF-OR,11415625716.350273,6.518257446423343e-05,0.7548035511562712,15341.52353170269,1.7774773876602563,0.0,19.242976377272033,11413962496.704481,
STRATCAP,0.0,0.25,100,rate,EQ-P,HT,995000.0000000002,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746212.6875000003,
STRATCAP,0.0,0.25,100,rate,SRSWOR,EXP,746250.0000000001,,,,,,,,
STRATCAP,0.0,0.25,100,rate,ST-PROP,EXP,746724.7834292763,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
STRATCAP,0.0,0.25,100,rate,ST-EQD,EXP,1691047.6312499996,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
STRATCAP,0.0,0.25,100,rate,PPS-A,HT,4154425.8636435317,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,3902199.290308915,
STRATCAP,0.0,0.25,100,rate,RA-OR,HT,995000.0000000002,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746212.6875000003,
STRATCAP,0.0,0.25,100,rate,DEF-0.25-OR,HT,995000.0000000002,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746212.6875000003,
STRATCAP,0.0,0.25,100,rate,DEF-0.5-OR,HT,995000.0000000002,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746212.6875000003,
STRATCAP,0.0,0.25,100,rate,DEF-0.75-OR,HT,995000.0000000002,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746212.6875000003,
STRATCAP,0.0,0.25,100,rate,EQ-P,DIFF-OR,746250.0000000001,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746212.6875000001,
STRATCAP,0.0,0.25,100,rate,SRSWOR,DIFF-OR,746250.0000000001,,,,,,,,
STRATCAP,0.0,0.25,100,rate,RA-OR,DIFF-OR,746250.0000000001,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746212.6875000001,
STRATCAP,0.0,0.25,100,dollars,EQ-P,HT,959237335104.5082,0.005,0.005,200.0,0.0,0.0,9.974968671630002,894623347619.6112,
STRATCAP,0.0,0.25,100,dollars,SRSWOR,EXP,894668081023.6625,,,,,,,,
STRATCAP,0.0,0.25,100,dollars,ST-PROP,EXP,815755225417.6707,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
STRATCAP,0.0,0.25,100,dollars,ST-EQD,EXP,229204344706.45334,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
STRATCAP,0.0,0.25,100,dollars,PPS-A,HT,254789826797.7887,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,191059050205.34747,
STRATCAP,0.0,0.25,100,dollars,RA-OR,HT,254789826797.78864,1.629564361605836e-05,0.1887008877890678,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,191059050205.3474,
STRATCAP,0.0,0.25,100,dollars,DEF-0.25-OR,HT,433115092921.6834,0.0037540739109040142,0.05092522194726695,266.377280717734,0.2762640542931927,0.0,9.970717309768313,368886701736.4323,
STRATCAP,0.0,0.25,100,dollars,DEF-0.5-OR,HT,324334972146.4542,0.0025081478218080292,0.0968504438945339,398.7005834764307,0.5175741825262512,0.0,9.95795233395169,260382123293.9618,
STRATCAP,0.0,0.25,100,dollars,DEF-0.75-OR,HT,274842301406.1979,0.0012622217327120438,0.14277566584180085,792.2538283755999,0.8337664922857715,0.0,9.93664093352584,211055510112.61682,
STRATCAP,0.0,0.25,100,dollars,EQ-P,DIFF-OR,719428001328.3811,0.005,0.005,200.0,0.0,0.0,9.974968671630002,719392029928.3147,
STRATCAP,0.0,0.25,100,dollars,SRSWOR,DIFF-OR,719428001328.381,,,,,,,,
STRATCAP,0.0,0.25,100,dollars,RA-OR,DIFF-OR,191092370098.3415,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,191059050205.34744,
STRATCAP,0.0,0.25,400,rate,EQ-P,HT,245000.00000000006,0.02,0.02,50.0,0.0,0.0,19.798989873223334,183740.81250000003,
STRATCAP,0.0,0.25,400,rate,SRSWOR,EXP,183750.00000000003,,,,,,,,
STRATCAP,0.0,0.25,400,rate,ST-PROP,EXP,183755.389112682,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
STRATCAP,0.0,0.25,400,rate,ST-EQD,EXP,419949.4078124999,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
