dgp,sigma,prevalence,n,estimand,design,estimator,AV,min_pi,max_pi,max_weight,cv_weights,n_certainty,sd_size,AV_fixed_hajek,nh
MAIN,0.75,0.05,100,dollars,RA-OR,DIFF-OR,57609601897.43004,7.487372875629727e-06,0.2957294165997023,133558.1941237159,2.412438873129348,0.0,9.8696626346625,57596150596.86427,
MAIN,0.75,0.05,400,rate,EQ-P,HT,48999.99999999999,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.80380770725,
MAIN,0.75,0.05,400,rate,SRSWOR,EXP,46550.13131427296,,,,,,,,
MAIN,0.75,0.05,400,rate,ST-PROP,EXP,46304.29943090806,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,0.75,0.05,400,rate,ST-EQD,EXP,90517.29320327748,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,0.75,0.05,400,rate,PPS-A,HT,138427.82959076855,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,135879.57110323285,
MAIN,0.75,0.05,400,rate,RA-OR,HT,42095.53454502307,0.003410738734140145,0.08817067808512988,293.19161564337827,0.36732675438550033,0.0,19.766595455275894,39674.53185526472,
MAIN,0.75,0.05,400,rate,DEF-0.25-OR,HT,45454.96793384176,0.015852684683535036,0.03704266952128247,63.08079798235204,0.09306698108196378,0.0,19.796966775071464,43012.079397480185,
MAIN,0.75,0.05,400,rate,DEF-0.5-OR,HT,43497.2876383573,0.011705369367070072,0.05408533904256494,85.43087950844445,0.18035144471319098,0.0,19.790896239764724,41062.695426065875,
MAIN,0.75,0.05,400,rate,DEF-0.75-OR,HT,42443.00363939858,0.0075580540506051085,0.0711280085638474,132.3091887547349,0.2693786734521942,0.0,19.780774540941266,40015.70474689975,
MAIN,0.75,0.05,400,rate,EQ-P,DIFF-OR,43923.845854785126,0.02,0.02,50.0,0.0,0.0,19.798989873223334,43921.64966249238,
MAIN,0.75,0.05,400,rate,SRSWOR,DIFF-OR,43923.84585478513,,,,,,,,
MAIN,0.75,0.05,400,rate,RA-OR,DIFF-OR,39105.70885294715,0.0035379426456819043,0.04999682527917525,282.65014449019134,0.33987072147123876,0.0,19.774640920166593,39103.5304242861,
MAIN,0.75,0.05,400,dollars,EQ-P,HT,90172373615.76437,0.02,0.02,50.0,0.0,0.0,19.798989873223334,88827074690.75562,
MAIN,0.75,0.05,400,dollars,SRSWOR,EXP,88831516266.56894,,,,,,,,
MAIN,0.75,0.05,400,dollars,ST-PROP,EXP,82054477644.613,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,0.75,0.05,400,dollars,ST-EQD,EXP,18806109282.023304,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,0.75,0.05,400,dollars,PPS-A,HT,17011452120.84447,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,15804690560.002504,
MAIN,0.75,0.05,400,dollars,RA-OR,HT,14623919797.684082,2.8481432331195994e-05,1.0,35110.59375004431,2.4697957848144583,1.0,18.861563778794448,13497785772.648273,
MAIN,0.75,0.05,400,dollars,DEF-0.25-OR,HT,29230974710.555,0.015007120358082798,0.265,66.63503564568951,0.3135315850212035,0.0,19.74170488487111,27963419531.74916,
MAIN,0.75,0.05,400,dollars,DEF-0.5-OR,HT,20202398716.471966,0.010014240716165598,0.51,99.85779534795275,0.5813831311102414,0.0,19.568843784071152,18996532299.25578,
MAIN,0.75,0.05,400,dollars,DEF-0.75-OR,HT,16275214322.280752,0.005021361074248397,0.755,199.1491918652118,0.9486880327400031,0.0,19.27729768022762,15116357004.37951,
MAIN,0.75,0.05,400,dollars,EQ-P,DIFF-OR,75049148580.44176,0.02,0.02,50.0,0.0,0.0,19.798989873223334,75045396123.01273,
MAIN,0.75,0.05,400,dollars,SRSWOR,DIFF-OR,75049148580.44176,,,,,,,,
MAIN,0.75,0.05,400,dollars,RA-OR,DIFF-OR,13254928865.150383,2.996322785268505e-05,1.0,33374.241417397505,2.41179082272182,1.0,18.9453532108626,13252571242.043827,
MAIN,0.75,0.25,100,rate,EQ-P,HT,994999.9999999999,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746216.4594040959,
MAIN,0.75,0.25,100,rate,SRSWOR,EXP,746253.7720927006,,,,,,,,
MAIN,0.75,0.25,100,rate,ST-PROP,EXP,736472.8791008753,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,0.75,0.25,100,rate,ST-EQD,EXP,1547470.1942570226,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,0.75,0.25,100,rate,PPS-A,HT,3037815.361347657,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,2786369.5686294893,
MAIN,0.75,0.25,100,rate,RA-OR,HT,927544.8031071078,0.0009955777902896958,0.010222879660215685,1004.4418525136217,0.27689588499957796,0.0,9.973155605490367,679035.1432588138,
MAIN,0.75,0.25,100,rate,DEF-0.25-OR,HT,964511.7340824902,0.003998894447572424,0.006305719915053921,250.06911612959973,0.0663667560896896,0.0,9.974855364651045,715813.6214420752,
MAIN,0.75,0.25,100,rate,DEF-0.5-OR,HT,943973.2741121808,0.002997788895144848,0.007611439830107843,333.57919285763506,0.1327283573869124,0.0,9.974515435991414,695349.2795667078,
MAIN,0.75,0.25,100,rate,DEF-0.75-OR,HT,931760.7387990754,0.001996683342717272,0.008917159745161763,500.8305416316576,0.2017127686780683,0.0,9.973948862480182,683199.5602800887,
MAIN,0.75,0.25,100,rate,EQ-P,DIFF-OR,670811.9180805945,0.005,0.005,200.0,0.0,0.0,9.974968671630002,670778.3774846905,
MAIN,0.75,0.25,100,rate,SRSWOR,DIFF-OR,670811.9180805945,,,,,,,,
MAIN,0.75,0.25,100,rate,RA-OR,DIFF-OR,652196.7280720419,0.0011819111763322013,0.00617534528160902,846.0872695216216,0.18609522816850477,0.0,9.974256976611882,652163.2003512789,
MAIN,0.75,0.25,100,dollars,EQ-P,HT,1509510965701.5657,0.005,0.005,200.0,0.0,0.0,9.974968671630002,1399195292957.5203,
MAIN,0.75,0.25,100,dollars,SRSWOR,EXP,1399265256220.331,,,,,,,,
MAIN,0.75,0.25,100,dollars,ST-PROP,EXP,1101588372455.29,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,0.75,0.25,100,dollars,ST-EQD,EXP,273246049620.3993,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,0.75,0.25,100,dollars,PPS-A,HT,331662340207.391,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,223692459970.39124,
MAIN,0.75,0.25,100,dollars,RA-OR,HT,314216228671.25323,8.620234357940618e-06,0.26081065200248404,116006.12680313496,2.2787272231834703,0.0,9.881437577834639,206647717529.6639,
MAIN,0.75,0.25,100,dollars,DEF-0.25-OR,HT,576921923047.4946,0.003752155058589485,0.06895266300062101,266.5135060745388,0.3011752740529355,0.0,9.96914868671293,467677402151.133,
MAIN,0.75,0.25,100,dollars,DEF-0.5-OR,HT,415730950052.28326,0.0025043101171789706,0.13290532600124202,399.31156814015895,0.5616559177879263,0.0,9.951668309944852,307299922195.5339,
MAIN,0.75,0.25,100,dollars,DEF-0.75-OR,HT,344155694610.23303,0.0012564651757684556,0.19685798900186305,795.8835782204619,0.9150590169500359,0.0,9.922465915290987,236283521503.4129,
MAIN,0.75,0.25,100,dollars,EQ-P,DIFF-OR,820813581016.114,0.005,0.005,200.0,0.0,0.0,9.974968671630002,820772540337.0631,
MAIN,0.75,0.25,100,dollars,SRSWOR,DIFF-OR,820813581016.1139,,,,,,,,
MAIN,0.75,0.25,100,dollars,RA-OR,DIFF-OR,196977606945.76202,1.067925423100253e-05,0.20515465976086558,93639.497512564,2.088319895744064,0.0,9.8969166216699,196939966408.2881,
MAIN,0.75,0.25,400,rate,EQ-P,HT,244999.99999999997,0.02,0.02,50.0,0.0,0.0,19.798989873223334,183741.74126030502,
MAIN,0.75,0.25,400,rate,SRSWOR,EXP,183750.92880674536,,,,,,,,
MAIN,0.75,0.25,400,rate,ST-PROP,EXP,180803.69283746745,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,0.75,0.25,400,rate,ST-EQD,EXP,384099.96764848736,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,0.75,0.25,400,rate,PPS-A,HT,755703.8403369143,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,691663.7633582851,
MAIN,0.75,0.25,400,rate,RA-OR,HT,228136.20077677694,0.003982311161158783,0.04089151864086274,251.11046312840543,0.27689588499957796,0.0,19.784370692574047,167151.71884756646,
MAIN,0.75,0.25,400,rate,DEF-0.25-OR,HT,237377.93352062255,0.015995577790289695,0.025222879660215684,62.517279032399934,0.0663667560896896,0.0,19.798076490692825,176205.0831421208,
MAIN,0.75,0.25,400,rate,DEF-0.5-OR,HT,232243.31852804517,0.011991155580579392,0.03044575932043137,83.39479821440877,0.1327283573869124,0.0,19.79533609023337,171144.54806577042,
MAIN,0.75,0.25,400,rate,DEF-0.75-OR,HT,229190.18469976884,0.007986733370869088,0.03566863898064705,125.2076354079144,0.2017127686780683,0.0,19.790767912890985,168154.1973374143,
MAIN,0.75,0.25,400,rate,EQ-P,DIFF-OR,165174.79389924186,0.02,0.02,50.0,0.0,0.0,19.798989873223334,165166.5351595469,
MAIN,0.75,0.25,400,rate,SRSWOR,DIFF-OR,165174.79389924186,,,,,,,,
MAIN,0.75,0.25,400,rate,RA-OR,DIFF-OR,160520.9963971037,0.004727644705328805,0.02470138112643608,211.5218173804054,0.18609522816850477,0.0,19.793252278689646,160512.7504754298,
MAIN,0.75,0.25,400,dollars,EQ-P,HT,371688629745.6117,0.02,0.02,50.0,0.0,0.0,19.798989873223334,344525474145.31903,
MAIN,0.75,0.25,400,dollars,SRSWOR,EXP,344542701280.383,,,,,,,,
MAIN,0.75,0.25,400,dollars,ST-PROP,EXP,246596041793.507,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,0.75,0.25,400,dollars,ST-EQD,EXP,64498276937.119095,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,0.75,0.25,400,dollars,PPS-A,HT,77226473372.068,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,52403413081.91254,
MAIN,0.75,0.25,400,dollars,RA-OR,HT,72865322520.91019,3.448467479335174e-05,1.0,28998.388588335732,2.2785799659421513,1.0,19.035896419748166,48442871342.09659,
MAIN,0.75,0.25,400,dollars,DEF-0.25-OR,HT,138564588018.85855,0.015008621168698338,0.265,66.62837237077972,0.30114699057944816,0.0,19.752160249741284,112464759351.55293,
MAIN,0.75,0.25,400,dollars,DEF-0.5-OR,HT,98252669445.34464,0.010017242337396676,0.51,99.8278734125029,0.5616232854807022,0.0,19.611000436638694,72958152708.68341,
MAIN,0.75,0.25,400,dollars,DEF-0.75-OR,HT,80353636611.47609,0.005025863506095014,0.755,198.97078358520287,0.9150155548110973,0.0,19.373448603259828,55618801747.220985,
MAIN,0.75,0.25,400,dollars,EQ-P,DIFF-OR,202109876732.61096,0.02,0.02,50.0,0.0,0.0,19.798989873223334,202099771238.77432,
MAIN,0.75,0.25,400,dollars,SRSWOR,DIFF-OR,202109876732.61096,,,,,,,,
MAIN,0.75,0.25,400,dollars,RA-OR,DIFF-OR,46150883215.022995,4.271701692401012e-05,0.8206186390434623,23409.874378141,2.088319895744064,0.0,19.162028542421474,46143659014.09753,
MAIN,0.75,0.7,100,rate,EQ-P,HT,2786000.0,0.005,0.005,200.0,0.0,0.0,9.974968671630002,835761.95733588,
MAIN,0.75,0.7,100,rate,SRSWOR,EXP,835803.7475232562,,,,,,,,
MAIN,0.75,0.7,100,rate,ST-PROP,EXP,821339.8139385488,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,0.75,0.7,100,rate,ST-EQD,EXP,1986494.5993667347,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,0.75,0.7,100,rate,PPS-A,HT,10125972.956230797,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,8150901.219486177,
MAIN,0.75,0.7,100,rate,RA-OR,HT,2756616.8502009874,0.0016520673136511275,0.005998832276108264,605.3022124080189,0.10990594513454514,0.0,9.974702870922464,806669.3277146127,
MAIN,0.75,0.7,100,rate,DEF-0.25-OR,HT,2773528.5716214743,0.004163016828412781,0.005249708069027066,240.21041499879462,0.02604260463345132,0.0,9.974952059293283,823382.6467503386,
MAIN,0.75,0.7,100,rate,DEF-0.5-OR,HT,2764349.229605747,0.003326033656825564,0.005499416138054132,300.65841274571494,0.05282850760479043,0.0,9.974902222117128,814282.4299871945,
MAIN,0.75,0.7,100,rate,DEF-0.75-OR,HT,2758618.7365758247,0.0024890504852383456,0.005749124207081198,401.75962919620827,0.080640410705328,0.0,9.974819159603532,808618.0708613149,
MAIN,0.75,0.7,100,rate,EQ-P,DIFF-OR,760853.2823986663,0.005,0.005,200.0,0.0,0.0,9.974968671630002,760815.2397345463,
MAIN,0.75,0.7,100,rate,SRSWOR,DIFF-OR,760853.2823986661,,,,,,,,
MAIN,0.75,0.7,100,rate,RA-OR,DIFF-OR,742254.8897691434,0.000629590465839991,0.005788656882318996,1588.3340905834932,0.20134895360811983,0.0,9.974343883041653,742216.8586634763,
MAIN,0.75,0.7,100,dollars,EQ-P,HT,3164248628427.065,0.005,0.005,200.0,0.0,0.0,9.974968671630002,2543730692366.2715,
MAIN,0.75,0.7,100,dollars,SRSWOR,EXP,2543857885260.534,,,,,,,,
MAIN,0.75,0.7,100,dollars,ST-PROP,EXP,1015993233536.4877,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,0.75,0.7,100,dollars,ST-EQD,EXP,295089184424.2925,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,0.75,0.7,100,dollars,PPS-A,HT,788823899232.9089,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,178253968176.53418,
MAIN,0.75,0.7,100,dollars,RA-OR,HT,784059746614.5873,1.4104352429808834e-05,0.2040146862080238,70900.10016245415,1.9529666824395862,0.0,9.900116589313201,173652153829.90637,
MAIN,0.75,0.7,100,dollars,DEF-0.25-OR,HT,1365760848988.6702,0.003753526088107452,0.054753671552005945,266.4161581741411,0.2842460373068508,0.0,9.97030687993728,749504683923.3569,
MAIN,0.75,0.7,100,dollars,DEF-0.5-OR,HT,1010686211432.3877,0.0025070521762149043,0.1045073431040119,398.8748257763743,0.532256583914258,0.0,9.956308408265516,397532717117.72473,
MAIN,0.75,0.7,100,dollars,DEF-0.75-OR,HT,850050754042.7012,0.0012605782643223566,0.15426101465601785,793.2867226911654,0.8616469679396002,0.0,9.932933782177443,238848542995.9331,
MAIN,0.75,0.7,100,dollars,EQ-P,DIFF-OR,521618193506.01404,0.005,0.005,200.0,0.0,0.0,9.974968671630002,521592112596.33875,
MAIN,0.75,0.7,100,dollars,SRSWOR,DIFF-OR,521618193506.01404,,,,,,,,
MAIN,0.75,0.7,100,dollars,RA-OR,DIFF-OR,158706610087.80664,1.3930458483833115e-05,0.18839563115457075,71785.14627932326,1.6292362242371474,0.0,9.91842908382065,158682133408.75388,
MAIN,0.75,0.7,400,rate,EQ-P,HT,686000.0,0.02,0.02,50.0,0.0,0.0,19.798989873223334,205790.63271084498,
MAIN,0.75,0.7,400,rate,SRSWOR,EXP,205800.92275698268,,,,,,,,
MAIN,0.75,0.7,400,rate,ST-PROP,EXP,202623.14861497426,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,0.75,0.7,400,rate,ST-EQD,EXP,493522.7954674742,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,0.75,0.7,400,rate,PPS-A,HT,2520993.239057699,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,2014850.9753599665,
MAIN,0.75,0.7,400,rate,RA-OR,HT,678654.2125502469,0.00660826925460451,0.023995329104433055,151.32555310200473,0.10990594513454514,0.0,19.79684716845138,198735.35173843382,
MAIN,0.75,0.7,400,rate,DEF-0.25-OR,HT,682882.1429053686,0.016652067313651125,0.020998832276108263,60.052603749698655,0.02604260463345132,0.0,19.798855960968776,202764.890530092,
MAIN,0.75,0.7,400,rate,DEF-0.5-OR,HT,680587.3074014367,0.013304134627302256,0.02199766455221653,75.16460318642874,0.05282850760479043,0.0,19.798454218770598,200549.1748682839,
MAIN,0.75,0.7,400,rate,DEF-0.75-OR,HT,679154.684143956,0.009956201940953383,0.022996496828324792,100.43990729905207,0.080640410705328,0.0,19.79778463032416,199182.68122127553,
MAIN,0.75,0.7,400,rate,EQ-P,DIFF-OR,187345.78310318917,0.02,0.02,50.0,0.0,0.0,19.798989873223334,187336.415814034,
MAIN,0.75,0.7,400,rate,SRSWOR,DIFF-OR,187345.78310318914,,,,,,,,
MAIN,0.75,0.7,400,rate,RA-OR,DIFF-OR,182696.18494580846,0.002518361863359964,0.023154627529275985,397.0835226458733,0.20134895360811983,0.0,19.793952974449738,182686.82917237573,
MAIN,0.75,0.7,400,dollars,EQ-P,HT,779136596949.3777,0.02,0.02,50.0,0.0,0.0,19.798989873223334,626345748371.5945,
MAIN,0.75,0.7,400,dollars,SRSWOR,EXP,626377067224.9556,,,,,,,,
MAIN,0.75,0.7,400,dollars,ST-PROP,EXP,227619829786.03778,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,0.75,0.7,400,dollars,ST-EQD,EXP,70253731645.16716,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,0.75,0.7,400,dollars,PPS-A,HT,185280414650.8388,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,42434427900.8739,
MAIN,0.75,0.7,400,dollars,RA-OR,HT,184089376496.2584,5.641740971923534e-05,0.8160587448320952,17725.02504061354,1.9529666824395862,0.0,19.188458398524656,41407715361.93234,
MAIN,0.75,0.7,400,dollars,DEF-0.25-OR,HT,329514652089.77905,0.015014104352429808,0.21901468620802378,66.60403954353528,0.2842460373068508,0.0,19.761384275449796,180968711929.7954,
MAIN,0.75,0.7,400,dollars,DEF-0.5-OR,HT,240745992700.7085,0.010028208704859617,0.4180293724160476,99.71870644409357,0.532256583914258,0.0,19.648135634914013,95287405671.8169,
MAIN,0.75,0.7,400,dollars,DEF-0.75-OR,HT,200587128353.28687,0.005042313057289426,0.6170440586240714,198.32168067279136,0.8616469679396002,0.0,19.45792322777408,57090190897.562805,
MAIN,0.75,0.7,400,dollars,EQ-P,DIFF-OR,128438650662.28487,0.02,0.02,50.0,0.0,0.0,19.798989873223334,128432228729.75174,
MAIN,0.75,0.7,400,dollars,SRSWOR,DIFF-OR,128438650662.28487,,,,,,,,
MAIN,0.75,0.7,400,dollars,RA-OR,DIFF-OR,37710754807.73302,5.572183393533246e-05,0.753582524618283,17946.286569830816,1.6292362242371474,0.0,19.339177021074843,37705743361.90408,
MAIN,1.5,0.05,100,rate,EQ-P,HT,198999.99999999997,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189042.81523687067,
MAIN,1.5,0.05,100,rate,SRSWOR,EXP,189052.2678502632,,,,,,,,
MAIN,1.5,0.05,100,rate,ST-PROP,EXP,188364.84542134544,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,1.5,0.05,100,rate,ST-EQD,EXP,323718.1113753883,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,1.5,0.05,100,rate,PPS-A,HT,436671.8692151953,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,426657.6420035617,
MAIN,1.5,0.05,100,rate,RA-OR,HT,118727.13445322985,0.00012675887790358984,0.02885600494312779,7888.993785197272,0.7921433058348504,0.0,9.95815080466463,108898.41158251699,
MAIN,1.5,0.05,100,rate,DEF-0.25-OR,HT,152101.20439211983,0.0037816897194758972,0.010964001235781947,264.43205925910536,0.17598961330117266,0.0,9.97391838574628,142182.44911115477,
MAIN,1.5,0.05,100,rate,DEF-0.5-OR,HT,132329.00319070098,0.002563379438951795,0.016928002471563893,390.1100183626796,0.33705672418071936,0.0,9.970766864294376,122444.44630181773,
MAIN,1.5,0.05,100,rate,DEF-0.75-OR,HT,122312.65376420505,0.0013450691584276924,0.022892003707345843,743.4561960880449,0.5191597247945002,0.0,9.965512113772633,112458.09943313999,
MAIN,1.5,0.05,100,rate,EQ-P,DIFF-OR,143695.26258584484,0.005,0.005,200.0,0.0,0.0,9.974968671630002,143688.07782271554,
MAIN,1.5,0.05,100,rate,SRSWOR,DIFF-OR,143695.26258584484,,,,,,,,
MAIN,1.5,0.05,100,rate,RA-OR,DIFF-OR,100843.9463254251,0.0001376246595466599,0.015689009242522922,7266.139682336237,0.7188131844658113,0.0,9.964388943244469,100836.80700378022,
MAIN,1.5,0.05,100,dollars,EQ-P,HT,523843673414.87494,0.005,0.005,200.0,0.0,0.0,9.974968671630002,515493015032.51117,
MAIN,1.5,0.05,100,dollars,SRSWOR,EXP,515518790972.05975,,,,,,,,
MAIN,1.5,0.05,100,dollars,ST-PROP,EXP,508432768553.6178,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]"
MAIN,1.5,0.05,100,dollars,ST-EQD,EXP,98011479196.46783,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]"
MAIN,1.5,0.05,100,dollars,PPS-A,HT,90629066104.79427,1.629564361605836e-05,0.18870088778906777,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,82554638982.97731,
MAIN,1.5,0.05,100,dollars,RA-OR,HT,60142654762.16774,1.6733666193746417e-06,0.45075273634146923,597597.6743062513,3.7320416875797315,0.0,9.788086875598006,52453841839.09647,
MAIN,1.5,0.05,100,dollars,DEF-0.25-OR,HT,129206909886.11557,0.0037504183416548435,0.11643818408536731,266.6369212450997,0.34963260782748073,0.0,9.963391254626403,121079608012.46507,
MAIN,1.5,0.05,100,dollars,DEF-0.5-OR,HT,86154525476.77493,0.0025008366833096872,0.22787636817073462,399.86617545795434,0.6437130468185944,0.0,9.928578003473785,78210975807.83142,
MAIN,1.5,0.05,100,dollars,DEF-0.75-OR,HT,68060410940.80766,0.001251255024964531,0.3393145522561019,799.1975896587082,1.0654396006768094,0.0,9.870283057485882,60262776935.74934,
MAIN,1.5,0.05,100,dollars,EQ-P,DIFF-OR,336131669774.7241,0.005,0.005,200.0,0.0,0.0,9.974968671630002,336114863191.2354,
MAIN,1.5,0.05,100,dollars,SRSWOR,DIFF-OR,336131669774.7241,,,,,,,,
MAIN,1.5,0.05,100,dollars,RA-OR,DIFF-OR,47694011646.874344,1.8864804448977385e-06,0.4074017940684193,530087.657523642,3.507610854587002,0.0,9.827491660396381,47679945215.546844,
MAIN,1.5,0.05,400,rate,EQ-P,HT,48999.99999999999,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46548.23088747067,
MAIN,1.5,0.05,400,rate,SRSWOR,EXP,46550.55841539144,,,,,,,,
MAIN,1.5,0.05,400,rate,ST-PROP,EXP,45860.24242195983,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,1.5,0.05,400,rate,ST-EQD,EXP,80227.06036597432,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,1.5,0.05,400,rate,PPS-A,HT,108417.96730379883,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,105906.11505887567,
MAIN,1.5,0.05,400,rate,RA-OR,HT,28931.783613307467,0.0005070355116143594,0.11542401977251115,1972.248446299318,0.7921433058348504,0.0,19.663068915484306,26607.76761954213,
MAIN,1.5,0.05,400,rate,DEF-0.25-OR,HT,37275.30109802996,0.015126758877903589,0.04385600494312779,66.10801481477634,0.17598961330117266,0.0,19.790522162096757,34861.859652413055,
MAIN,1.5,0.05,400,rate,DEF-0.5-OR,HT,32332.25079767524,0.01025351775580718,0.06771200988625557,97.5275045906699,0.33705672418071936,0.0,19.765097262441472,29952.78973137752,
MAIN,1.5,0.05,400,rate,DEF-0.75-OR,HT,29828.163441051263,0.005380276633710769,0.09156801482938337,185.86404902201122,0.5191597247945002,0.0,19.722649594716867,27478.477456792614,
MAIN,1.5,0.05,400,rate,EQ-P,DIFF-OR,35382.2505864643,0.02,0.02,50.0,0.0,0.0,19.798989873223334,35380.48147393498,
MAIN,1.5,0.05,400,rate,SRSWOR,DIFF-OR,35382.25058646431,,,,,,,,
MAIN,1.5,0.05,400,rate,RA-OR,DIFF-OR,24669.42152135937,0.0005504986381866396,0.06275603697009169,1816.5349205840591,0.7188131844658113,0.0,19.71356771860541,24667.697396174328,
MAIN,1.5,0.05,400,dollars,EQ-P,HT,128986633152.4064,0.02,0.02,50.0,0.0,0.0,19.798989873223334,126930440887.40227,
MAIN,1.5,0.05,400,dollars,SRSWOR,EXP,126936787726.78859,,,,,,,,
MAIN,1.5,0.05,400,dollars,ST-PROP,EXP,113050335261.79811,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]"
MAIN,1.5,0.05,400,dollars,ST-EQD,EXP,22753693743.34077,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]"
MAIN,1.5,0.05,400,dollars,PPS-A,HT,20682981324.886223,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,18900203129.530933,
MAIN,1.5,0.05,400,dollars,RA-OR,HT,13101830079.239,6.731334477921892e-06,1.0,148558.9526534301,3.720773653515784,9.0,18.377336566411117,11660568120.373821,
MAIN,1.5,0.05,400,dollars,DEF-0.25-OR,HT,30670937507.0035,0.01500168283361948,0.265,66.65918824513159,0.34856809523541904,0.0,19.713140445010207,28821661695.857006,
MAIN,1.5,0.05,400,dollars,DEF-0.5-OR,HT,19714743866.622147,0.01000336566723896,0.51,99.9663546515151,0.6424538606571303,0.0,19.45331912087981,18033323494.75341,
MAIN,1.5,0.05,400,dollars,DEF-0.75-OR,HT,15122839570.33633,0.005005048500858441,0.755,199.79826365888061,1.0636728960593265,0.0,19.012394795034968,13576365706.676973,
MAIN,1.5,0.05,400,dollars,EQ-P,DIFF-OR,82766089542.52002,0.02,0.02,50.0,0.0,0.0,19.798989873223334,82761951238.0429,
MAIN,1.5,0.05,400,dollars,SRSWOR,DIFF-OR,82766089542.52,,,,,,,,
MAIN,1.5,0.05,400,dollars,RA-OR,DIFF-OR,10671524578.742832,7.565561652610598e-06,1.0,132177.89318456437,3.5026846488474583,3.0,18.64287376020008,10669284227.070517,
MAIN,1.5,0.25,100,rate,EQ-P,HT,995000.0,0.005,0.005,200.0,0.0,0.0,9.974968671630002,746222.7941871495,
