dgp,sigma,prevalence,n,estimand,design,estimator,AV,min_pi,max_pi,max_weight,cv_weights,n_certainty,sd_size,AV_fixed_hajek,nh,de,AV_srs,AV_eqp,rel_SRSWOR,rel_EQP,relfix_SRSWOR
MAIN,0.0,0.05,400,rate,DEF-0.5-OR,HT,49000.00000000001,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.67249999999,,DEF-0.5-OR/HT,46550.0,49000.00000000001,1.0526315789473686,1.0,0.9999499999999999
MAIN,0.0,0.05,400,rate,DEF-0.75-OR,HT,49000.00000000001,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.67249999999,,DEF-0.75-OR/HT,46550.0,49000.00000000001,1.0526315789473686,1.0,0.9999499999999999
MAIN,0.0,0.05,400,rate,EQ-P,DIFF-OR,46550.000000000015,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.6725,,EQ-P/DIFF-OR,46550.0,49000.00000000001,1.0000000000000002,0.9500000000000002,0.99995
MAIN,0.0,0.05,400,rate,SRSWOR,DIFF-OR,46550.0,,,,,,,,,SRSWOR/DIFF-OR,46550.0,49000.00000000001,1.0,0.9499999999999998,
MAIN,0.0,0.05,400,rate,RA-OR,DIFF-OR,46550.000000000015,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46547.6725,,RA-OR/DIFF-OR,46550.0,49000.00000000001,1.0000000000000002,0.9500000000000002,0.99995
MAIN,0.0,0.05,400,dollars,EQ-P,HT,47238823537.80994,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46600534912.152855,,EQ-P/HT,46602865055.40563,47238823537.80994,1.013646338731497,1.0,0.9999499999999999
MAIN,0.0,0.05,400,dollars,SRSWOR,EXP,46602865055.40563,,,,,,,,,SRSWOR/EXP,46602865055.40563,47238823537.80994,1.0,0.986537376785108,
MAIN,0.0,0.05,400,dollars,ST-PROP,EXP,44752584060.26318,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]",ST-PROP/EXP,46602865055.40563,47238823537.80994,0.9602968402705999,0.9473687257355855,
MAIN,0.0,0.05,400,dollars,ST-EQD,EXP,13322528142.682436,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]",ST-EQD/EXP,46602865055.40563,47238823537.80994,0.28587358581588124,0.28202497744295196,
MAIN,0.0,0.05,400,dollars,PPS-A,HT,12016448122.473976,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,11413962496.704485,,PPS-A/HT,46602865055.40563,47238823537.80994,0.2578478406464442,0.2543765323210477,0.24491975939965388
MAIN,0.0,0.05,400,dollars,RA-OR,HT,12016448122.473972,6.518257446423344e-05,0.7548035511562714,15341.523531702687,1.777477387660256,0.0,19.242976377272033,11413962496.70448,,RA-OR/HT,46602865055.40563,47238823537.80994,0.25784784064644417,0.25437653232104757,0.24491975939965377
MAIN,0.0,0.05,400,dollars,DEF-0.25-OR,HT,20932711428.66871,0.015016295643616,0.2037008877890678,66.5943201794335,0.2762640542931927,0.0,19.764697284325297,20309953231.661373,,DEF-0.25-OR/HT,46602865055.40563,47238823537.80994,0.44917220011649583,0.4431251640277234,0.43580911189719973
MAIN,0.0,0.05,400,dollars,DEF-0.5-OR,HT,15493705389.90725,0.0100325912872321,0.3874017755781357,99.67514586910768,0.5175741825262512,0.0,19.661460651845335,14882057882.448544,,DEF-0.5-OR/HT,46602865055.40563,47238823537.80994,0.3324625078627023,0.3279866903862687,0.31933783179972797
