dgp,sigma,prevalence,n,estimand,design,estimator,AV,min_pi,max_pi,max_weight,cv_weights,n_certainty,sd_size,AV_fixed_hajek,nh,de,AV_srs,AV_eqp,rel_SRSWOR,rel_EQP,relfix_SRSWOR
MAIN,0.75,0.25,100,dollars,DEF-0.75-OR,HT,344155694610.23303,0.0012564651757684,0.196857989001863,795.8835782204619,0.915059016950036,0.0,9.922465915290989,236283521503.4129,,DEF-0.75-OR/HT,1399265256220.331,1509510965701.5657,0.24595457728998424,0.22799151674282936,0.16886256587379114
MAIN,0.75,0.25,100,dollars,EQ-P,DIFF-OR,820813581016.114,0.005,0.005,200.0,0.0,0.0,9.974968671630002,820772540337.0631,,EQ-P/DIFF-OR,1399265256220.331,1509510965701.5657,0.5866032743736382,0.5437612575637235,0.5865739442099195
MAIN,0.75,0.25,100,dollars,SRSWOR,DIFF-OR,820813581016.1139,,,,,,,,,SRSWOR/DIFF-OR,1399265256220.331,1509510965701.5657,0.5866032743736381,0.5437612575637234,
MAIN,0.75,0.25,100,dollars,RA-OR,DIFF-OR,196977606945.762,1.067925423100253e-05,0.2051546597608655,93639.497512564,2.088319895744064,0.0,9.8969166216699,196939966408.2881,,RA-OR/DIFF-OR,1399265256220.331,1509510965701.5657,0.14077217030160113,0.130491007631875,0.14074527008571527
MAIN,0.75,0.25,400,rate,EQ-P,HT,244999.99999999997,0.02,0.02,50.0,0.0,0.0,19.798989873223334,183741.74126030505,,EQ-P/HT,183750.92880674536,244999.99999999997,1.3333265937266174,1.0,0.9999500000000001
MAIN,0.75,0.25,400,rate,SRSWOR,EXP,183750.92880674536,,,,,,,,,SRSWOR/EXP,183750.92880674536,244999.99999999997,1.0,0.7500037910479403,
MAIN,0.75,0.25,400,rate,ST-PROP,EXP,180803.69283746745,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]",ST-PROP/EXP,183750.92880674536,244999.99999999997,0.9839607016496903,0.737974256479459,
MAIN,0.75,0.25,400,rate,ST-EQD,EXP,384099.96764848736,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]",ST-EQD/EXP,183750.92880674536,244999.99999999997,2.0903293939398435,1.5677549699938262,
MAIN,0.75,0.25,400,rate,PPS-A,HT,755703.8403369143,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,691663.7633582851,,PPS-A/HT,183750.92880674536,244999.99999999997,4.112653172663435,3.084505470762916,3.764137508582186
MAIN,0.75,0.25,400,rate,RA-OR,HT,228136.20077677697,0.0039823111611587,0.0408915186408627,251.11046312840543,0.2768958849995779,0.0,19.784370692574047,167151.71884756646,,RA-OR/HT,183750.92880674536,244999.99999999997,1.241551279540538,0.9311681664358245,0.9096646201084696
MAIN,0.75,0.25,400,rate,DEF-0.25-OR,HT,237377.93352062255,0.0159955777902896,0.0252228796602156,62.517279032399934,0.0663667560896896,0.0,19.798076490692825,176205.0831421208,,DEF-0.25-OR/HT,183750.92880674536,244999.99999999997,1.2918461694976129,0.9688895245739697,0.9589343808293852
MAIN,0.75,0.25,400,rate,DEF-0.5-OR,HT,232243.31852804517,0.0119911555805793,0.0304457593204313,83.39479821440877,0.1327283573869124,0.0,19.79533609023337,171144.54806577042,,DEF-0.5-OR/HT,183750.92880674536,244999.99999999997,1.2639028277908748,0.9479319123593681,0.93139419309149
MAIN,0.75,0.25,400,rate,DEF-0.75-OR,HT,229190.18469976884,0.007986733370869,0.035668638980647,125.2076354079144,0.2017127686780683,0.0,19.790767912890985,168154.1973374143,,DEF-0.75-OR/HT,183750.92880674536,244999.99999999997,1.2472872174747638,0.9354701416317097,0.9151202577825637
MAIN,0.75,0.25,400,rate,EQ-P,DIFF-OR,165174.79389924186,0.02,0.02,50.0,0.0,0.0,19.798989873223334,165166.5351595469,,EQ-P/DIFF-OR,183750.92880674536,244999.99999999997,0.8989058992619275,0.6741828322418036,0.8988609539669645
MAIN,0.75,0.25,400,rate,SRSWOR,DIFF-OR,165174.79389924186,,,,,,,,,SRSWOR/DIFF-OR,183750.92880674536,244999.99999999997,0.8989058992619275,0.6741828322418036,
MAIN,0.75,0.25,400,rate,RA-OR,DIFF-OR,160520.9963971037,0.0047276447053288,0.024701381126436,211.5218173804054,0.1860952281685047,0.0,19.793252278689646,160512.7504754298,,RA-OR/DIFF-OR,183750.92880674536,244999.99999999997,0.8735792381540937,0.6551877403963418,0.8735343626167157
MAIN,0.75,0.25,400,dollars,EQ-P,HT,371688629745.6117,0.02,0.02,50.0,0.0,0.0,19.798989873223334,344525474145.31903,,EQ-P/HT,344542701280.383,371688629745.6117,1.0787882847738453,1.0,0.9999500000000001
MAIN,0.75,0.25,400,dollars,SRSWOR,EXP,344542701280.383,,,,,,,,,SRSWOR/EXP,344542701280.383,371688629745.6117,1.0,0.9269659432848196,
MAIN,0.75,0.25,400,dollars,ST-PROP,EXP,246596041793.507,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]",ST-PROP/EXP,344542701280.383,371688629745.6117,0.7157198247912712,0.6634479025152864,
MAIN,0.75,0.25,400,dollars,ST-EQD,EXP,64498276937.119095,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]",ST-EQD/EXP,344542701280.383,371688629745.6117,0.18719966116661835,0.17352771049591298,
MAIN,0.75,0.25,400,dollars,PPS-A,HT,77226473372.068,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,52403413081.91254,,PPS-A/HT,344542701280.383,371688629745.6117,0.224141951302641,0.2077719553189527,0.15209555415677642
MAIN,0.75,0.25,400,dollars,RA-OR,HT,72865322520.91019,3.448467479335174e-05,1.0,28998.388588335732,2.2785799659421513,1.0,19.03589641974817,48442871342.09659,,RA-OR/HT,344542701280.383,371688629745.6117,0.2114841563908609,0.19603861051864868,0.14060048627375973
MAIN,0.75,0.25,400,dollars,DEF-0.25-OR,HT,138564588018.85855,0.0150086211686983,0.265,66.62837237077972,0.3011469905794481,0.0,19.752160249741284,112464759351.55292,,DEF-0.25-OR/HT,344542701280.383,371688629745.6117,0.40216956419023675,0.3727974894300476,0.3264174772346462
MAIN,0.75,0.25,400,dollars,DEF-0.5-OR,HT,98252669445.34464,0.0100172423373966,0.51,99.8278734125029,0.5616232854807022,0.0,19.611000436638697,72958152708.68341,,DEF-0.5-OR/HT,344542701280.383,371688629745.6117,0.28516833785832624,0.2643413372978075,0.21175358652950046
MAIN,0.75,0.25,400,dollars,DEF-0.75-OR,HT,80353636611.47609,0.005025863506095,0.755,198.97078358520287,0.9150155548110972,0.0,19.373448603259828,55618801747.220985,,DEF-0.75-OR/HT,344542701280.383,371688629745.6117,0.23321822320678234,0.2161853502660846,0.16142789134853666
MAIN,0.75,0.25,400,dollars,EQ-P,DIFF-OR,202109876732.61096,0.02,0.02,50.0,0.0,0.0,19.798989873223334,202099771238.77432,,EQ-P/DIFF-OR,344542701280.383,371688629745.6117,0.5866032743736381,0.5437612575637233,0.5865739442099195
MAIN,0.75,0.25,400,dollars,SRSWOR,DIFF-OR,202109876732.61096,,,,,,,,,SRSWOR/DIFF-OR,344542701280.383,371688629745.6117,0.5866032743736381,0.5437612575637233,
MAIN,0.75,0.25,400,dollars,RA-OR,DIFF-OR,46150883215.022995,4.271701692401012e-05,0.8206186390434623,23409.874378141,2.088319895744064,0.0,19.16202854242147,46143659014.09753,,RA-OR/DIFF-OR,344542701280.383,371688629745.6117,0.13394822483111082,0.12416544258189774,0.13392725732578092
MAIN,0.75,0.7,100,rate,EQ-P,HT,2786000.0,0.005,0.005,200.0,0.0,0.0,9.974968671630002,835761.95733588,,EQ-P/HT,835803.7475232562,2786000.0,3.3333183875470476,1.0,0.99995
MAIN,0.75,0.7,100,rate,SRSWOR,EXP,835803.7475232562,,,,,,,,,SRSWOR/EXP,835803.7475232562,2786000.0,1.0,0.30000134512679694,
MAIN,0.75,0.7,100,rate,ST-PROP,EXP,821339.8139385488,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]",ST-PROP/EXP,835803.7475232562,2786000.0,0.9826945815598835,0.2948096963167799,
MAIN,0.75,0.7,100,rate,ST-EQD,EXP,1986494.5993667347,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]",ST-EQD/EXP,835803.7475232562,2786000.0,2.3767476578722335,0.7130274943886341,
MAIN,0.75,0.7,100,rate,PPS-A,HT,10125972.956230797,1.629564361605836e-05,0.1887008877890677,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,8150901.219486177,,PPS-A/HT,835803.7475232562,2786000.0,12.115251919170225,3.6345918723010757,9.752171180901984
MAIN,0.75,0.7,100,rate,RA-OR,HT,2756616.8502009874,0.0016520673136511,0.0059988322761082,605.3022124080189,0.1099059451345451,0.0,9.974702870922464,806669.3277146127,,RA-OR/HT,835803.7475232562,2786000.0,3.2981628263449303,0.9894532843506775,0.9651420325704715
MAIN,0.75,0.7,100,rate,DEF-0.25-OR,HT,2773528.5716214743,0.0041630168284127,0.005249708069027,240.21041499879465,0.0260426046334513,0.0,9.974952059293283,823382.6467503386,,DEF-0.25-OR/HT,835803.7475232562,2786000.0,3.3183969081740696,0.995523536116825,0.985138735247688
MAIN,0.75,0.7,100,rate,DEF-0.5-OR,HT,2764349.229605747,0.0033260336568255,0.0054994161380541,300.65841274571494,0.0528285076047904,0.0,9.974902222117128,814282.4299871945,,DEF-0.5-OR/HT,835803.7475232562,2786000.0,3.3074142557955315,0.9922287256302035,0.9742507525243383
MAIN,0.75,0.7,100,rate,DEF-0.75-OR,HT,2758618.7365758247,0.0024890504852383,0.0057491242070811,401.75962919620827,0.080640410705328,0.0,9.974819159603532,808618.0708613149,,DEF-0.75-OR/HT,835803.7475232562,2786000.0,3.3005579895405606,0.9901718365311646,0.9674736123850833
MAIN,0.75,0.7,100,rate,EQ-P,DIFF-OR,760853.2823986663,0.005,0.005,200.0,0.0,0.0,9.974968671630002,760815.2397345463,,EQ-P/DIFF-OR,835803.7475232562,2786000.0,0.9103252822846377,0.2730988091883224,0.9102797660205234
MAIN,0.75,0.7,100,rate,SRSWOR,DIFF-OR,760853.2823986661,,,,,,,,,SRSWOR/DIFF-OR,835803.7475232562,2786000.0,0.9103252822846375,0.27309880918832236,
MAIN,0.75,0.7,100,rate,RA-OR,DIFF-OR,742254.8897691434,0.0006295904658399,0.0057886568823189,1588.3340905834932,0.2013489536081198,0.0,9.974343883041652,742216.8586634763,,RA-OR/DIFF-OR,835803.7475232562,2786000.0,0.8880731774279227,0.2664231477994054,0.8880276749929553
MAIN,0.75,0.7,100,dollars,EQ-P,HT,3164248628427.065,0.005,0.005,200.0,0.0,0.0,9.974968671630002,2543730692366.2715,,EQ-P/HT,2543857885260.534,3164248628427.065,1.2438779095173362,1.0,0.9999500000000001
MAIN,0.75,0.7,100,dollars,SRSWOR,EXP,2543857885260.534,,,,,,,,,SRSWOR/EXP,2543857885260.534,3164248628427.065,1.0,0.8039374221124576,
MAIN,0.75,0.7,100,dollars,ST-PROP,EXP,1015993233536.4875,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]",ST-PROP/EXP,2543857885260.534,3164248628427.065,0.3993907204578107,0.3210851462204895,
MAIN,0.75,0.7,100,dollars,ST-EQD,EXP,295089184424.2925,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]",ST-EQD/EXP,2543857885260.534,3164248628427.065,0.11600065637867595,0.09325726865242574,
MAIN,0.75,0.7,100,dollars,PPS-A,HT,788823899232.9089,1.629564361605836e-05,0.1887008877890677,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,178253968176.53418,,PPS-A/HT,2543857885260.534,3164248628427.065,0.31008960988090734,0.24929264159151426,0.0700722981458054
MAIN,0.75,0.7,100,dollars,RA-OR,HT,784059746614.5873,1.4104352429808834e-05,0.2040146862080238,70900.10016245415,1.9529666824395864,0.0,9.9001165893132,173652153829.90637,,RA-OR/HT,2543857885260.534,3164248628427.065,0.30821680375996563,0.247787022666528,0.06826330780350233
MAIN,0.75,0.7,100,dollars,DEF-0.25-OR,HT,1365760848988.6702,0.0037535260881074,0.0547536715520059,266.4161581741411,0.2842460373068508,0.0,9.97030687993728,749504683923.3569,,DEF-0.25-OR/HT,2543857885260.534,3164248628427.065,0.5368856715235856,0.43162248273378706,0.2946330800419674
MAIN,0.75,0.7,100,dollars,DEF-0.5-OR,HT,1010686211432.3876,0.0025070521762149,0.1045073431040119,398.8748257763743,0.532256583914258,0.0,9.956308408265516,397532717117.72473,,DEF-0.5-OR/HT,2543857885260.534,3164248628427.065,0.3973045103220757,0.31940796382198183,0.15627159025709908
MAIN,0.75,0.7,100,dollars,DEF-0.75-OR,HT,850050754042.7012,0.0012605782643223,0.1542610146560178,793.2867226911654,0.8616469679396002,0.0,9.932933782177445,238848542995.9331,,DEF-0.75-OR/HT,2543857885260.534,3164248628427.065,0.33415811432235004,0.26864221300626995,0.09389225097040788
MAIN,0.75,0.7,100,dollars,EQ-P,DIFF-OR,521618193506.0141,0.005,0.005,200.0,0.0,0.0,9.974968671630002,521592112596.33875,,EQ-P/DIFF-OR,2543857885260.534,3164248628427.065,0.20505005272831567,0.16484741079442558,0.20503980022567922
MAIN,0.75,0.7,100,dollars,SRSWOR,DIFF-OR,521618193506.0141,,,,,,,,,SRSWOR/DIFF-OR,2543857885260.534,3164248628427.065,0.20505005272831567,0.16484741079442558,
MAIN,0.75,0.7,100,dollars,RA-OR,DIFF-OR,158706610087.80664,1.3930458483833115e-05,0.1883956311545707,71785.14627932326,1.6292362242371474,0.0,9.91842908382065,158682133408.75388,,RA-OR/DIFF-OR,2543857885260.534,3164248628427.065,0.06238815894841248,0.05015617567532898,0.06237853707480288
MAIN,0.75,0.7,400,rate,EQ-P,HT,686000.0,0.02,0.02,50.0,0.0,0.0,19.798989873223334,205790.63271084495,,EQ-P/HT,205800.92275698268,686000.0,3.3333183875470476,1.0,0.9999500000000006
MAIN,0.75,0.7,400,rate,SRSWOR,EXP,205800.92275698268,,,,,,,,,SRSWOR/EXP,205800.92275698268,686000.0,1.0,0.3000013451267969,
MAIN,0.75,0.7,400,rate,ST-PROP,EXP,202623.14861497423,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]",ST-PROP/EXP,205800.92275698268,686000.0,0.9845589898264894,0.29536902130462717,
MAIN,0.75,0.7,400,rate,ST-EQD,EXP,493522.7954674742,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]",ST-EQD/EXP,205800.92275698268,686000.0,2.3980591965092604,0.7194209846464639,
MAIN,0.75,0.7,400,rate,PPS-A,HT,2520993.239057699,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,2014850.9753599665,,PPS-A/HT,205800.92275698268,686000.0,12.24966926914405,3.6749172581016025,9.790291259962798
MAIN,0.75,0.7,400,rate,RA-OR,HT,678654.2125502469,0.0066082692546045,0.023995329104433,151.32555310200473,0.1099059451345451,0.0,19.79684716845138,198735.35173843385,,RA-OR/HT,205800.92275698268,686000.0,3.2976247310204085,0.9892918550295143,0.9656679332439528
MAIN,0.75,0.7,400,rate,DEF-0.25-OR,HT,682882.1429053686,0.0166520673136511,0.0209988322761082,60.052603749698655,0.0260426046334513,0.0,19.798855960968776,202764.890530092,,DEF-0.25-OR/HT,205800.92275698268,686000.0,3.3181685181836675,0.9954550188124907,0.9852477229634401
MAIN,0.75,0.7,400,rate,DEF-0.5-OR,HT,680587.3074014367,0.0133041346273022,0.0219976645522165,75.16460318642874,0.0528285076047904,0.0,19.7984542187706,200549.1748682839,,DEF-0.5-OR/HT,205800.92275698268,686000.0,3.3070177639830085,0.9921097775531148,0.9744814171951006
MAIN,0.75,0.7,400,rate,DEF-0.75-OR,HT,679154.684143956,0.0099562019409533,0.0229964968283247,100.43990729905208,0.080640410705328,0.0,19.79778463032416,199182.68122127553,,DEF-0.75-OR/HT,205800.92275698268,686000.0,3.3000565548771954,0.9900214054576619,0.9678415361454807
MAIN,0.75,0.7,400,rate,EQ-P,DIFF-OR,187345.78310318917,0.02,0.02,50.0,0.0,0.0,19.798989873223334,187336.415814034,,EQ-P/DIFF-OR,205800.92275698268,686000.0,0.9103252822846377,0.2730988091883224,0.9102797660205234
MAIN,0.75,0.7,400,rate,SRSWOR,DIFF-OR,187345.7831031891,,,,,,,,,SRSWOR/DIFF-OR,205800.92275698268,686000.0,0.9103252822846374,0.2730988091883223,
MAIN,0.75,0.7,400,rate,RA-OR,DIFF-OR,182696.1849458085,0.0025183618633599,0.0231546275292759,397.0835226458733,0.2013489536081198,0.0,19.793952974449734,182686.82917237573,,RA-OR/DIFF-OR,205800.92275698268,686000.0,0.8877325839862384,0.26632096930875876,0.8876871236777645
MAIN,0.75,0.7,400,dollars,EQ-P,HT,779136596949.3777,0.02,0.02,50.0,0.0,0.0,19.798989873223334,626345748371.5945,,EQ-P/HT,626377067224.9556,779136596949.3777,1.2438779095173362,1.0,0.9999500000000002
MAIN,0.75,0.7,400,dollars,SRSWOR,EXP,626377067224.9556,,,,,,,,,SRSWOR/EXP,626377067224.9556,779136596949.3777,1.0,0.8039374221124576,
MAIN,0.75,0.7,400,dollars,ST-PROP,EXP,227619829786.03775,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]",ST-PROP/EXP,626377067224.9556,779136596949.3777,0.3633910653761066,0.2921436763171667,
MAIN,0.75,0.7,400,dollars,ST-EQD,EXP,70253731645.16716,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]",ST-EQD/EXP,626377067224.9556,779136596949.3777,0.11215885018973148,0.09016869688863005,
MAIN,0.75,0.7,400,dollars,PPS-A,HT,185280414650.8388,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,42434427900.8739,,PPS-A/HT,626377067224.9556,779136596949.3777,0.29579693182524774,0.23780222284036404,0.06774581976455742
MAIN,0.75,0.7,400,dollars,RA-OR,HT,184089376496.2584,5.641740971923534e-05,0.8160587448320952,17725.02504061354,1.9529666824395864,0.0,19.188458398524656,41407715361.93234,,RA-OR/HT,626377067224.9556,779136596949.3777,0.29389546030449576,0.2362735587277504,0.06610669120659438
MAIN,0.75,0.7,400,dollars,DEF-0.25-OR,HT,329514652089.77905,0.0150141043524298,0.2190146862080237,66.60403954353528,0.2842460373068508,0.0,19.761384275449796,180968711929.7954,,DEF-0.25-OR/HT,626377067224.9556,779136596949.3777,0.5260643617583751,0.42292282685726335,0.28891337406642753
MAIN,0.75,0.7,400,dollars,DEF-0.5-OR,HT,240745992700.7085,0.0100282087048596,0.4180293724160476,99.71870644409356,0.532256583914258,0.0,19.648135634914013,95287405671.8169,,DEF-0.5-OR/HT,626377067224.9556,779136596949.3777,0.38434675421194425,0.3089907387784408,0.1521246716358401
MAIN,0.75,0.7,400,dollars,DEF-0.75-OR,HT,200587128353.28687,0.0050423130572894,0.6170440586240714,198.32168067279136,0.8616469679396002,0.0,19.45792322777408,57090190897.562805,,DEF-0.75-OR/HT,626377067224.9556,779136596949.3777,0.320233831742835,0.2574479611645292,0.09114348829929236
MAIN,0.75,0.7,400,dollars,EQ-P,DIFF-OR,128438650662.28488,0.02,0.02,50.0,0.0,0.0,19.798989873223334,128432228729.75174,,EQ-P/DIFF-OR,626377067224.9556,779136596949.3777,0.2050500527283157,0.1648474107944256,0.20503980022567922
MAIN,0.75,0.7,400,dollars,SRSWOR,DIFF-OR,128438650662.28488,,,,,,,,,SRSWOR/DIFF-OR,626377067224.9556,779136596949.3777,0.2050500527283157,0.1648474107944256,
MAIN,0.75,0.7,400,dollars,RA-OR,DIFF-OR,37710754807.73302,5.572183393533246e-05,0.753582524618283,17946.286569830816,1.6292362242371474,0.0,19.339177021074843,37705743361.90408,,RA-OR/DIFF-OR,626377067224.9556,779136596949.3777,0.06020455853341397,0.04840069758677139,0.06019655784805821
MAIN,1.5,0.05,100,rate,EQ-P,HT,198999.99999999997,0.005,0.005,200.0,0.0,0.0,9.974968671630002,189042.8152368707,,EQ-P/HT,189052.2678502632,198999.99999999997,1.052618951694437,1.0,0.9999500000000001
MAIN,1.5,0.05,100,rate,SRSWOR,EXP,189052.2678502632,,,,,,,,,SRSWOR/EXP,189052.2678502632,198999.99999999997,1.0,0.9500113962324784,
MAIN,1.5,0.05,100,rate,ST-PROP,EXP,188364.84542134544,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]",ST-PROP/EXP,189052.2678502632,198999.99999999997,0.996363849866841,0.9465570121675652,
MAIN,1.5,0.05,100,rate,ST-EQD,EXP,323718.1113753883,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]",ST-EQD/EXP,189052.2678502632,198999.99999999997,1.7123206986958004,1.6267241777657706,
MAIN,1.5,0.05,100,rate,PPS-A,HT,436671.8692151953,1.629564361605836e-05,0.1887008877890677,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,426657.6420035617,,PPS-A/HT,189052.2678502632,198999.99999999997,2.309794398028891,2.194331001081384,2.2568237178804504
MAIN,1.5,0.05,100,rate,RA-OR,HT,118727.13445322984,0.0001267588779035,0.0288560049431277,7888.993785197272,0.7921433058348504,0.0,9.95815080466463,108898.411582517,,RA-OR/HT,189052.2678502632,198999.99999999997,0.6280122201298658,0.5966187660966324,0.5760227730712483
MAIN,1.5,0.05,100,rate,DEF-0.25-OR,HT,152101.20439211983,0.0037816897194758,0.0109640012357819,264.43205925910536,0.1759896133011726,0.0,9.97391838574628,142182.44911115477,,DEF-0.25-OR/HT,189052.2678502632,198999.99999999997,0.8045457804959524,0.7643276602619088,0.7520801031795548
MAIN,1.5,0.05,100,rate,DEF-0.5-OR,HT,132329.00319070098,0.0025633794389517,0.0169280024715638,390.1100183626796,0.3370567241807193,0.0,9.970766864294376,122444.44630181772,,DEF-0.5-OR/HT,189052.2678502632,198999.99999999997,0.6999598824993242,0.6649698652799045,0.6476750990302773
MAIN,1.5,0.05,100,rate,DEF-0.75-OR,HT,122312.65376420504,0.0013450691584276,0.0228920037073458,743.4561960880449,0.5191597247945002,0.0,9.965512113772633,112458.09943314,,DEF-0.75-OR/HT,189052.2678502632,198999.99999999997,0.646977976805237,0.6146364510764073,0.5948518931400031
MAIN,1.5,0.05,100,rate,EQ-P,DIFF-OR,143695.26258584484,0.005,0.005,200.0,0.0,0.0,9.974968671630002,143688.07782271554,,EQ-P/DIFF-OR,189052.2678502632,198999.99999999997,0.7600821943043663,0.722086746662537,0.760044190194651
MAIN,1.5,0.05,100,rate,SRSWOR,DIFF-OR,143695.26258584484,,,,,,,,,SRSWOR/DIFF-OR,189052.2678502632,198999.99999999997,0.7600821943043663,0.722086746662537,
MAIN,1.5,0.05,100,rate,RA-OR,DIFF-OR,100843.9463254251,0.0001376246595466,0.0156890092425229,7266.139682336237,0.7188131844658113,0.0,9.964388943244469,100836.80700378022,,RA-OR/DIFF-OR,189052.2678502632,198999.99999999997,0.5334183370140657,0.5067534991227393,0.5333805732690122
MAIN,1.5,0.05,100,dollars,EQ-P,HT,523843673414.87494,0.005,0.005,200.0,0.0,0.0,9.974968671630002,515493015032.5112,,EQ-P/HT,515518790972.05975,523843673414.87494,1.016148552853171,1.0,0.9999500000000001
MAIN,1.5,0.05,100,dollars,SRSWOR,EXP,515518790972.05975,,,,,,,,,SRSWOR/EXP,515518790972.05975,523843673414.87494,1.0,0.9841080786782319,
MAIN,1.5,0.05,100,dollars,ST-PROP,EXP,508432768553.6178,,,,,,,,"[np.int64(64), np.int64(19), np.int64(10), np.int64(5), np.int64(2)]",ST-PROP/EXP,515518790972.05975,523843673414.87494,0.9862545797698653,0.9705810995849291,
MAIN,1.5,0.05,100,dollars,ST-EQD,EXP,98011479196.46783,,,,,,,,"[np.int64(20), np.int64(20), np.int64(20), np.int64(20), np.int64(20)]",ST-EQD/EXP,515518790972.05975,523843673414.87494,0.19012203029817373,0.18710062595114033,
MAIN,1.5,0.05,100,dollars,PPS-A,HT,90629066104.79428,1.629564361605836e-05,0.1887008877890677,61366.09412681075,1.7774773876602563,0.0,9.90672795331615,82554638982.97731,,PPS-A/HT,515518790972.05975,523843673414.87494,0.1758016733665606,0.17300784700518404,0.16013895211717244
MAIN,1.5,0.05,100,dollars,RA-OR,HT,60142654762.16774,1.6733666193746417e-06,0.4507527363414692,597597.6743062513,3.732041687579731,0.0,9.788086875598006,52453841839.09647,,RA-OR/HT,515518790972.05975,523843673414.87494,0.11666433079725967,0.11481031043117289,0.10174962146421426
MAIN,1.5,0.05,100,dollars,DEF-0.25-OR,HT,129206909886.11555,0.0037504183416548,0.1164381840853673,266.6369212450997,0.3496326078274807,0.0,9.963391254626403,121079608012.46507,,DEF-0.25-OR/HT,515518790972.05975,523843673414.87494,0.25063472398839937,0.2466516566742727,0.23486943663907564
MAIN,1.5,0.05,100,dollars,DEF-0.5-OR,HT,86154525476.77493,0.0025008366833096,0.2278763681707346,399.86617545795434,0.6437130468185944,0.0,9.928578003473785,78210975807.83142,,DEF-0.5-OR/HT,515518790972.05975,523843673414.87494,0.1671219885395882,0.16446609904657963,0.15171314252261722
MAIN,1.5,0.05,100,dollars,DEF-0.75-OR,HT,68060410940.80766,0.0012512550249645,0.3393145522561019,799.1975896587082,1.0654396006768094,0.0,9.870283057485882,60262776935.74934,,DEF-0.75-OR/HT,515518790972.05975,523843673414.87494,0.1320231427693902,0.1299250413718465,0.1168973430088128
MAIN,1.5,0.05,100,dollars,EQ-P,DIFF-OR,336131669774.7241,0.005,0.005,200.0,0.0,0.0,9.974968671630002,336114863191.2354,,EQ-P/DIFF-OR,515518790972.05975,523843673414.87494,0.6520260282674001,0.6416640819264295,0.6519934269659867
MAIN,1.5,0.05,100,dollars,SRSWOR,DIFF-OR,336131669774.7241,,,,,,,,,SRSWOR/DIFF-OR,515518790972.05975,523843673414.87494,0.6520260282674001,0.6416640819264295,
MAIN,1.5,0.05,100,dollars,RA-OR,DIFF-OR,47694011646.874344,1.8864804448977383e-06,0.4074017940684193,530087.657523642,3.507610854587002,0.0,9.82749166039638,47679945215.546844,,RA-OR/DIFF-OR,515518790972.05975,523843673414.87494,0.09251653379490347,0.09104626831887216,0.09248924782284225
MAIN,1.5,0.05,400,rate,EQ-P,HT,48999.99999999999,0.02,0.02,50.0,0.0,0.0,19.798989873223334,46548.23088747067,,EQ-P/HT,46550.55841539144,48999.99999999999,1.052618951694437,1.0,0.9999500000000001
MAIN,1.5,0.05,400,rate,SRSWOR,EXP,46550.55841539144,,,,,,,,,SRSWOR/EXP,46550.55841539144,48999.99999999999,1.0,0.9500113962324784,
MAIN,1.5,0.05,400,rate,ST-PROP,EXP,45860.24242195983,,,,,,,,"[np.int64(254), np.int64(75), np.int64(40), np.int64(22), np.int64(9)]",ST-PROP/EXP,46550.55841539144,48999.99999999999,0.9851706184215534,0.9359233147338742,
MAIN,1.5,0.05,400,rate,ST-EQD,EXP,80227.06036597432,,,,,,,,"[np.int64(80), np.int64(80), np.int64(80), np.int64(80), np.int64(80)]",ST-EQD/EXP,46550.55841539144,48999.99999999999,1.7234392689787392,1.6372869462443742,
MAIN,1.5,0.05,400,rate,PPS-A,HT,108417.96730379884,6.518257446423344e-05,0.7548035511562711,15341.523531702687,1.7774773876602563,0.0,19.242976377272033,105906.11505887569,,PPS-A/HT,46550.55841539144,48999.99999999999,2.329036879350337,2.212611577628548,2.275077220638861
