dgp,sigma,prevalence,n,estimand,estimator,info,design,rel_fixed_equal_mean,rel_fixed_equal_median,rel_fixed_equal_p90,share_worse_than_equal,rel_bestconv_mean,rel_bestconv_median,rel_bestconv_p90,share_worse_than_bestconv,rel_srswor_exp_mean,rel_srswor_exp_p90,rel_poisson_equal_mean,rel_poisson_equal_p90,max_weight_median,max_weight_p90,cv_weights_median,min_pi_median
MAIN,0.0,0.05,100,dollars,HT,COR-10000,DEF-0.5,0.33011047580133956,0.3299627110819577,0.3340098162101733,0.0,1.290829755697263,1.2902519518691435,1.3060773318764098,1.0,0.33011047580133956,0.3340098162101733,0.33903935251891454,0.34288961197143675,398.6827770571932,398.9751733104082,0.5166055787816966,0.002508259843621671
MAIN,0.0,0.05,100,dollars,HT,COR-10000,DEF-0.75,0.27771577321195645,0.27756194040413934,0.27997775228003363,0.0,1.0859509466285515,1.0853494147769776,1.0947959548966186,1.0,0.27771577321195645,0.27997775228003363,0.2873148463966291,0.2895493683090859,792.1483742212608,793.882387334882,0.8321173524501464,0.001262389765432506
MAIN,0.0,0.05,100,dollars,HT,COR-10000,RA-EST,0.25644246271278986,0.2563420321480852,0.25707575821831324,0.0,1.0027660003530605,1.0023732870924844,1.0052423733936147,1.0,0.25644246271278986,0.25707575821831324,0.2663156884391155,0.26694093636134353,60534.03535443933,77862.00140761057,1.7688152882932684,1.651968724334155e-05
MAIN,0.0,0.05,100,dollars,HT,COR-2000,DEF-0.0,0.9999499999999999,0.9999499999999999,0.9999499999999999,0.0,3.910100735446701,3.910100735446701,3.910100735446701,1.0,0.9999499999999999,0.9999499999999999,1.0,1.0,200.0,200.0,0.0,0.005
MAIN,0.0,0.05,100,dollars,HT,COR-2000,DEF-0.25,0.4462964713503219,0.44520094205367916,0.45924639199880735,0.0,1.7451514184250825,1.7408675743243711,1.7957894445780096,1.0,0.4462964713503219,0.45924639199880735,0.453719017733599,0.46649968440427986,266.38375337944564,266.51089045651975,0.27742334424149384,0.003753982693440997
MAIN,0.0,0.05,100,dollars,HT,COR-2000,DEF-0.5,0.33170361158048706,0.3312080986820167,0.3406934806939768,0.0,1.2970593885606172,1.2951217863317737,1.3322124400454174,1.0,0.33170361158048706,0.3406934806939768,0.34061128165241145,0.349487257656045,398.7295858360593,399.2998251652036,0.5195677944977208,0.0025079653868819935
MAIN,0.0,0.05,100,dollars,HT,COR-2000,DEF-0.75,0.27970175982908235,0.27954567902827976,0.28540879728003726,0.0,1.093716742650564,1.0931064204804484,1.116032949795122,1.0,0.27970175982908235,0.28540879728003726,0.28927528430392757,0.294912187685791,792.4256279762504,795.8136084747247,0.8374573309147431,0.0012619480803229902
MAIN,0.0,0.05,100,dollars,HT,COR-2000,RA-EST,0.25930835597304297,0.25850808163759864,0.2623193377783842,0.0,1.0139724920222712,1.0108431822892046,1.0257463228852957,1.0,0.25930835597304297,0.2623193377783842,0.2691457055527303,0.27211929287699654,62771.60642099315,114068.85909380512,1.795032861321461,1.5930773763987007e-05
MAIN,0.0,0.05,100,dollars,HT,COR-500,DEF-0.0,0.9999499999999999,0.9999499999999999,0.9999499999999999,0.0,3.910100735446701,3.910100735446701,3.910100735446701,1.0,0.9999499999999999,0.9999499999999999,1.0,1.0,200.0,200.0,0.0,0.005
MAIN,0.0,0.05,100,dollars,HT,COR-500,DEF-0.25,0.4601016689049113,0.45503034790447305,0.49722633306424496,0.0,1.799133830656881,1.7793034631650066,1.944302265711256,1.0,0.4601016689049113,0.49722633306424496,0.46733913226688806,0.5039616798474059,266.45834844853374,266.6664574003662,0.2793939434591809,0.0037529317652251863
