dgp,sigma,prevalence,n,estimand,estimator,info,design,rel_bestconv_mean,rel_bestconv_median,rel_bestconv_p90,share_worse_than_bestconv,rel_fixed_equal_mean,rel_fixed_equal_p90,max_weight_median,max_weight_p90,cv_weights_median,lambda
MAIN,0.0,0.05,100,dollars,DIFF,COR-500,DEF-0.0,3.8728536610607978,3.816049935709079,4.017197210895222,1.0,0.99995,0.9999500000000002,200.0,200.0,0.0,0.0
MAIN,0.0,0.05,100,dollars,DIFF,COR-500,DEF-0.25,1.7883058541645094,1.7623922815610231,1.940204754996783,1.0,0.462424126364022,0.500693562384384,266.4529956790169,266.66645391743447,0.2791887935696489,0.25
MAIN,0.0,0.05,100,dollars,DIFF,COR-500,DEF-0.5,1.3893990026278564,1.327765145454543,1.8127850927708906,1.0,0.35925882291480293,0.45751671474167344,399.04001897299946,399.99904262998626,0.5231852449422315,0.5
MAIN,0.0,0.05,100,dollars,DIFF,COR-500,DEF-0.75,1.281738145148407,1.1309193113558342,2.42164226978045,1.0,0.3313844973036749,0.6116165415368633,794.2676289722161,799.9942558074799,0.8444708423788714,0.75
MAIN,0.0,0.05,100,dollars,DIFF,COR-500,RA-EST,23.202945608686782,1.0566629470221653,109.64807285708173,0.98,6.0296978380114785,28.126041296514014,83135.88445310263,83791558.49883223,1.845386786866909,1.0
MAIN,0.0,0.05,100,dollars,DIFF,KS-2000,DEF-0.0,3.7901095469182082,3.7820888014455765,3.811611499078639,1.0,0.99995,0.9999500000000002,200.0,200.0,0.0,0.0
MAIN,0.0,0.05,100,dollars,DIFF,KS-2000,DEF-0.25,1.7165027872293848,1.7111064365883553,1.7629516243881347,1.0,0.4529165043671641,0.465876184343817,266.3829438556713,266.520125227128,0.277559099188495,0.25
MAIN,0.0,0.05,100,dollars,DIFF,KS-2000,DEF-0.5,1.2885711828376674,1.2850072558813272,1.3195998537544682,1.0,0.340000214272915,0.3487121798812131,398.7259584129583,399.3412875276778,0.5199631683209686,0.5
MAIN,0.0,0.05,100,dollars,DIFF,KS-2000,DEF-0.75,1.094694964477926,1.0914190800399337,1.1182316430134671,1.0,0.28883813678450126,0.29491154537318764,792.4041377437406,796.0607002190958,0.8381683186124157,0.75
MAIN,0.0,0.05,100,dollars,DIFF,KS-2000,RA-EST,1.0197367098788623,1.015079550739016,1.0360942706348713,1.0,0.2690442267721723,0.27211948610183084,62592.35621190942,121255.97734137745,1.8015515165497642,1.0
MAIN,0.0,0.05,100,dollars,DIFF,MIS-G-10000,DEF-0.0,3.7677626196863914,3.766697009675661,3.7710154239865283,1.0,0.99995,0.9999500000000002,200.0,200.0,0.0,0.0
MAIN,0.0,0.05,100,dollars,DIFF,MIS-G-10000,DEF-0.25,1.7009784805673964,1.6997810219062792,1.7208334549677191,1.0,0.4514345318978242,0.4566678944678599,266.37784312888,266.4151013313193,0.2763431623967558,0.25
MAIN,0.0,0.05,100,dollars,DIFF,MIS-G-10000,DEF-0.5,1.2738206585635914,1.2729873762455988,1.2867521212640352,1.0,0.3380680453313185,0.34147939111497205,398.70310338908723,398.87008784172076,0.5176965188810088,0.5
MAIN,0.0,0.05,100,dollars,DIFF,MIS-G-10000,DEF-0.75,1.079534705482677,1.0789311883792456,1.0871129487958733,1.0,0.28650496519675384,0.28852333913401906,792.2687535089387,793.2586129317258,0.8340123604021314,0.75
MAIN,0.0,0.05,100,dollars,DIFF,MIS-G-10000,RA-EST,1.0010841725459647,1.00069639246998,1.002614523918893,1.0,0.2656840149337483,0.26594157817860264,61485.76557370919,70601.9740353843,1.7787619338833165,1.0
MAIN,0.0,0.05,100,dollars,DIFF,MIS-G-2000,DEF-0.0,3.7775962156910343,3.7726426316688615,3.792771960438024,1.0,0.99995,0.9999500000000002,200.0,200.0,0.0,0.0
