dgp,sigma,prevalence,n,estimand,estimator,info,design,rel_bestconv_mean,rel_bestconv_median,rel_bestconv_p90,share_worse_than_bestconv,rel_fixed_equal_mean,rel_fixed_equal_p90,max_weight_median,max_weight_p90,cv_weights_median,lambda
MAIN,0.0,0.25,400,dollars,DIFF,MIS-I-2000,DEF-0.0,3.9468878314334965,3.9423075240109116,3.965884426871209,1.0,0.9999499999999999,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,dollars,DIFF,MIS-I-2000,DEF-0.25,1.7493103073887935,1.7461232756644116,1.7649923072825335,1.0,0.44319045286447106,0.44625368693199985,66.59385273504972,66.59994868189622,0.27598985785023,0.25
MAIN,0.0,0.25,400,dollars,DIFF,MIS-I-2000,DEF-0.5,1.2940919181703194,1.2921472715555054,1.304287078904968,1.0,0.3278611122885837,0.3297820337576534,99.67305150104215,99.70036879225391,0.5171378394462594,0.5
MAIN,0.0,0.25,400,dollars,DIFF,MIS-I-2000,DEF-0.75,1.0868219278884361,1.0856157569611673,1.0930521184770274,1.0,0.27534957624912443,0.2764260037897476,198.05105313164256,198.21292204025394,0.8329598599317856,0.75
MAIN,0.0,0.25,400,dollars,DIFF,MIS-I-2000,RA-EST,1.0024508362587226,1.0020434582220594,1.0047011637092107,1.0,0.2539748526834078,0.25451369693952736,15242.952996978143,16637.180628541835,1.7736523249450318,1.0
MAIN,0.0,0.25,400,dollars,HT,COR-10000,DEF-0.0,4.889214915807999,4.889214915807999,4.889214915807999,1.0,0.99995,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,dollars,HT,COR-10000,DEF-0.25,1.9785654105491588,1.9786558054296521,1.989920005853246,1.0,0.4046593402719477,0.4069816001377621,66.59435108521393,66.60162373227368,0.2763143283259982,0.25
MAIN,0.0,0.25,400,dollars,HT,COR-10000,DEF-0.5,1.3811751607123224,1.3811415589385678,1.3885435606376955,1.0,0.28248013755518114,0.2839871344109655,99.67528434352752,99.70787681189056,0.5176788454176457,0.5
MAIN,0.0,0.25,400,dollars,HT,COR-10000,DEF-0.75,1.1103489603109906,1.110283848509002,1.1145831845959184,1.0,0.22709033290255484,0.2279563231784218,198.06427725117635,198.25744170817518,0.8339615237324335,0.75
MAIN,0.0,0.25,400,dollars,HT,COR-10000,RA-EST,1.0005508438933355,1.0004710018129956,1.0010838944663079,1.0,0.2046342477431873,0.2047432680930026,15348.087649449124,17066.072143515867,1.7780704194517574,1.0
MAIN,0.0,0.25,400,dollars,HT,COR-2000,DEF-0.0,4.889214915807999,4.889214915807999,4.889214915807999,1.0,0.99995,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,dollars,HT,COR-2000,DEF-0.25,1.979742748951118,1.9779725909411416,2.0087615315776564,1.0,0.40490013139185377,0.4108350989044471,66.59467597247695,66.60843142705329,0.27685238059562284,0.25
MAIN,0.0,0.25,400,dollars,HT,COR-2000,DEF-0.5,1.3826453767387756,1.381326349208601,1.4013936869559147,1.0,0.282780828472019,0.28661526265510506,99.67674004878316,99.73839847336102,0.5185703439898883,0.5
MAIN,0.0,0.25,400,dollars,HT,COR-2000,DEF-0.75,1.1120675148354338,1.1112149800333393,1.1229361313994815,1.0,0.22744181440343147,0.22966468112546504,198.07289975772423,198.4385606720515,0.8354624427795629,0.75
MAIN,0.0,0.25,400,dollars,HT,COR-2000,RA-EST,1.0029228350337709,1.0023556182198687,1.0061801385961275,1.0,0.20511937113860396,0.20578556003667167,15417.900778795381,19063.836579639366,1.7850688190160626,1.0
MAIN,0.0,0.25,400,dollars,HT,COR-500,DEF-0.0,4.889214915807999,4.889214915807999,4.889214915807999,1.0,0.99995,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,dollars,HT,COR-500,DEF-0.25,1.985030640805587,1.9865431892495813,2.0385170986550847,1.0,0.40598161943255756,0.41692075474315293,66.59529973350024,66.62405562148915,0.27612921806082,0.25
MAIN,0.0,0.25,400,dollars,HT,COR-500,DEF-0.5,1.3888156990136764,1.388431533205643,1.424805483085321,1.0,0.2840427925838518,0.2914034803838671,99.67953491999349,99.8084951096017,0.5173198488328301,0.5
MAIN,0.0,0.25,400,dollars,HT,COR-500,DEF-0.75,1.1190459792028558,1.1176964665742886,1.140230238495343,1.0,0.22886906101957874,0.23320169937651258,198.08945479709146,198.85535487078707,0.833288411974425,0.75
MAIN,0.0,0.25,400,dollars,HT,COR-500,RA-EST,1.0123686575976019,1.008910869579306,1.0232931943063648,1.0,0.20705124577192469,0.20928554937077193,15552.34539249501,26059.662620821517,1.7755472585668968,1.0
MAIN,0.0,0.25,400,dollars,HT,KS-2000,DEF-0.0,4.889214915807999,4.889214915807999,4.889214915807999,1.0,0.99995,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,dollars,HT,KS-2000,DEF-0.25,1.9804820150257776,1.9797487850364888,2.0094443155546866,1.0,0.4050513272636012,0.4109747429678782,66.59255031076935,66.60894143305843,0.27646296562944206,0.25
MAIN,0.0,0.25,400,dollars,HT,KS-2000,DEF-0.5,1.3831872418006734,1.382397022133812,1.4016446456951583,1.0,0.2828916515751092,0.28666658913504667,99.66721636377846,99.7406855206819,0.5179634305841432,0.5
MAIN,0.0,0.25,400,dollars,HT,KS-2000,DEF-0.75,1.1124755400815123,1.1118938321058722,1.1235806735658571,1.0,0.22752526437481588,0.22979650391304254,198.0165001331183,198.45214081007197,0.834445590912881,0.75
MAIN,0.0,0.25,400,dollars,HT,KS-2000,RA-EST,1.0031843872234887,1.0027685184918318,1.0057725940192477,1.0,0.20517286420786185,0.20570220837251524,14975.263570754281,19231.704573756248,1.7800213686296495,1.0
MAIN,0.0,0.25,400,dollars,HT,MIS-G-10000,DEF-0.0,4.889214915807999,4.889214915807999,4.889214915807999,1.0,0.99995,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,dollars,HT,MIS-G-10000,DEF-0.25,1.978498985609772,1.9785200758183954,1.9904741027745423,1.0,0.4046457549378432,0.407094924920164,66.59435053292191,66.59880959285728,0.27626164412465976,0.25
MAIN,0.0,0.25,400,dollars,HT,MIS-G-10000,DEF-0.5,1.3810186345282494,1.3809758452215921,1.3887434928596494,1.0,0.28244812457140783,0.2840280248665468,99.67528186895949,99.69526352366296,0.5175880951179943,0.5
MAIN,0.0,0.25,400,dollars,HT,MIS-G-10000,DEF-0.75,1.1101218009707159,1.1100393732799652,1.1145903479328638,1.0,0.22704387391349026,0.22795778823547122,198.0642625947071,198.18265735453605,0.8337914896166431,0.75
MAIN,0.0,0.25,400,dollars,HT,MIS-G-10000,RA-EST,1.0001953769306575,1.000153268734372,1.0004169386569957,1.0,0.20456154707540106,0.20460686123157273,15347.97024786971,16357.620011957319,1.7775751629896426,1.0
MAIN,0.0,0.25,400,dollars,HT,MIS-G-2000,DEF-0.0,4.889214915807999,4.889214915807999,4.889214915807999,1.0,0.99995,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,dollars,HT,MIS-G-2000,DEF-0.25,1.9798203681495032,1.9809230619491425,2.0014818879792218,1.0,0.4049160061935882,0.40934625463361773,66.59420189920843,66.60299068241345,0.27588083666360697,0.25
MAIN,0.0,0.25,400,dollars,HT,MIS-G-2000,DEF-0.5,1.382099012076115,1.3828930866080071,1.3961460327712993,1.0,0.2826690851034342,0.28554200408654834,99.67461591416651,99.7140044024074,0.5168678616236377,0.5
MAIN,0.0,0.25,400,dollars,HT,MIS-G-2000,DEF-0.75,1.1110146335645594,1.1115179205578696,1.1193943339131465,1.0,0.22722647745364705,0.22894030707821056,198.0603183382661,198.29378580959502,0.8324585359837906,0.75
MAIN,0.0,0.25,400,dollars,HT,MIS-G-2000,RA-EST,1.0009541696199302,1.0005927956076297,1.0023489696789327,1.0,0.20471673656138276,0.20500200328477627,15316.48269107901,17432.78697486349,1.771055993063323,1.0
MAIN,0.0,0.25,400,dollars,HT,MIS-I-2000,DEF-0.0,4.889214915807999,4.889214915807999,4.889214915807999,1.0,0.99995,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,dollars,HT,MIS-I-2000,DEF-0.25,1.9830235495325486,1.9818147374688313,2.00996459865676,1.0,0.40557112593758227,0.41108115209426704,66.59365226191551,66.60224908298692,0.27589650556950224,0.25
MAIN,0.0,0.25,400,dollars,HT,MIS-I-2000,DEF-0.5,1.3844308052563479,1.38353675138947,1.4018279616835116,1.0,0.2831459871481848,0.2867040812121409,99.6721533070704,99.71067999292183,0.5169728144608527,0.5
MAIN,0.0,0.25,400,dollars,HT,MIS-I-2000,DEF-0.75,1.1127245432122597,1.1120884631093775,1.1230318195861793,1.0,0.22757619089060183,0.22968425142538768,198.0457338806255,198.27406690779242,0.8326283051427834,0.75
MAIN,0.0,0.25,400,dollars,HT,MIS-I-2000,RA-EST,1.0019476206121476,1.0015928113314292,1.0037008304967756,1.0,0.20491991873618465,0.20527848800636858,15201.084094904068,17231.920769774122,1.7718987658847314,1.0
MAIN,0.0,0.25,400,rate,DIFF,COR-10000,DEF-0.0,1.0004608471773904,1.0003834303450776,1.0009299770037978,0.995,0.9999499999999999,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,DIFF,COR-10000,DEF-0.25,1.0004721123731308,1.0003947472573302,1.000953176787843,0.995,0.9999612566045554,0.9999759481065058,50.74761830533305,51.84106110590179,0.003026273391856654,0.25
MAIN,0.0,0.25,400,rate,DIFF,COR-10000,DEF-0.5,1.0005055493378436,1.00042227343559,1.0010301421214047,0.995,0.999994668254428,1.0000441946316938,51.51793333610139,53.82289463802828,0.0060503965841089465,0.5
MAIN,0.0,0.25,400,rate,DIFF,COR-10000,DEF-0.75,1.0005613260290271,1.0004718332741265,1.0011427490740077,0.995,1.0000504027379984,1.0001518777163607,52.31199458931593,55.9622893584904,0.009072729135883544,0.75
MAIN,0.0,0.25,400,rate,DIFF,COR-10000,RA-EST,1.0006396456023943,1.000538472256686,1.001309886203088,0.995,1.0001286630061188,1.0003014125079182,53.1309172800312,58.278814449333545,0.012106590723552574,1.0
MAIN,0.0,0.25,400,rate,DIFF,COR-2000,DEF-0.0,1.0025849656365684,1.0021158868087683,1.0051264311186925,1.0,0.9999499999999999,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,DIFF,COR-2000,DEF-0.25,1.002647419324141,1.0021605062636927,1.0051828643330916,1.0,1.0000122173534018,1.0001011600666811,51.88752491942033,54.57650810002506,0.006704336481753014,0.25
MAIN,0.0,0.25,400,rate,DIFF,COR-2000,DEF-0.5,1.0028311311693254,1.0022951260029591,1.0056388128827787,1.0,1.0001952221713117,1.000482600253393,53.92315918668395,60.07520243764224,0.013466818577140265,0.5
MAIN,0.0,0.25,400,rate,DIFF,COR-2000,DEF-0.75,1.0031402831149345,1.002514965197249,1.0062995155946588,1.0,1.0005031768402657,1.0011622622163772,56.125048455150974,66.80605022094159,0.020169431059052254,0.75
MAIN,0.0,0.25,400,rate,DIFF,COR-2000,RA-EST,1.0035807666380034,1.002876857249042,1.0072876283807886,1.0,1.000941944697845,1.002103495340021,58.51442895030444,75.23546291886983,0.02687427455824702,1.0
MAIN,0.0,0.25,400,rate,DIFF,COR-500,DEF-0.0,1.0100756319068944,1.0082857592713368,1.0188118490918059,1.0,0.9999499999999999,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,DIFF,COR-500,DEF-0.25,1.0103637326519668,1.0083600723302846,1.0191109002478385,1.0,1.0002340509099255,1.0007243151486314,54.319548533782296,58.607005493773435,0.01308569025630796,0.25
MAIN,0.0,0.25,400,rate,DIFF,COR-500,DEF-0.5,1.0111983457242801,1.0091930132778608,1.02102105574296,1.0,1.0010568469668537,1.002491045508711,59.456011251884746,70.79341263373794,0.0261921166270983,0.5
MAIN,0.0,0.25,400,rate,DIFF,COR-500,DEF-0.75,1.0126726833349364,1.0103226105462364,1.0230645675226442,1.0,1.0025100358114025,1.0054746217515826,65.66533294833934,89.37828224233283,0.039379107815042266,0.75
MAIN,0.0,0.25,400,rate,DIFF,COR-500,RA-EST,1.0149925364786947,1.0118916767438737,1.0272348850939947,1.0,1.0047956415013903,1.0102527901325202,73.32284575145471,121.19488419972623,0.053090346610944576,1.0
MAIN,0.0,0.25,400,rate,DIFF,KS-2000,DEF-0.0,1.0028077813732819,1.0024828777909438,1.0053653581657687,1.0,0.9999499999999999,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,DIFF,KS-2000,DEF-0.25,1.0028784097839167,1.0025587147218031,1.0055144510395642,1.0,1.000020348014453,1.0000822953120403,51.89719676836073,54.09796822508089,0.007296907180605928,0.25
MAIN,0.0,0.25,400,rate,DIFF,KS-2000,DEF-0.5,1.003082203111492,1.0027230555106152,1.0058641919063538,1.0,1.000223339597767,1.0004472076539699,53.944050974463195,58.92766340158729,0.01461817755877148,0.5
MAIN,0.0,0.25,400,rate,DIFF,KS-2000,DEF-0.75,1.0034236912289338,1.0029687599392876,1.0064545361520767,1.0,1.000563482651937,1.0010729253133734,56.15899862630698,64.704290570101,0.02195478669793654,0.75
MAIN,0.0,0.25,400,rate,DIFF,KS-2000,RA-EST,1.0039091902706492,1.00337010052483,1.0072437838142538,1.0,1.0010470624901526,1.001964028387379,58.56363364675303,71.73662251075102,0.029231850261587037,1.0
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-10000,DEF-0.0,1.0001413734303926,1.0001091847136383,1.0003814334632855,0.81,0.9999499999999999,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-10000,DEF-0.25,1.0001453435737722,1.0001122315297546,1.0003896028114396,0.815,0.9999539687892799,0.999958301069322,50.38257512441451,50.643681083983,0.001796947630704491,0.25
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-10000,DEF-0.5,1.0001574096420507,1.0001217733825456,1.0004190209224928,0.82,0.9999660306815937,0.9999848357689282,50.771052019559136,51.304151382732904,0.0035941689821294993,0.5
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-10000,DEF-0.75,1.0001775787973977,1.0001379484330337,1.0004612328456333,0.825,0.9999861928355561,1.0000299371797832,51.16556836114256,51.982076451522346,0.005391715704485177,0.75
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-10000,RA-EST,1.0002058603042956,1.0001609889881165,1.0005209388423733,0.855,1.0000144645110283,1.0000920008845442,51.566266142238696,52.678157495282164,0.007189639552818559,1.0
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-2000,DEF-0.0,1.0008688719370478,1.0005243049703347,1.002179089664553,0.955,0.9999499999999999,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-2000,DEF-0.25,1.0008891808429718,1.0005349445563818,1.0022274156677298,0.96,0.9999702695465505,1.00000067807271,50.731545330454324,51.541817516041554,0.0034405155630949343,0.25
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-2000,DEF-0.5,1.0009495165965558,1.0005766731706043,1.0023732366591607,0.96,1.0000304879904645,1.000151936852382,51.48481504902412,53.18175589336503,0.00688239364431115,0.5
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-2000,DEF-0.75,1.0010500839142626,1.0006424413636352,1.0026268796842128,0.96,1.0001308594597689,1.0004017374838154,52.260791460223935,54.92949034065232,0.010326001587247637,0.75
MAIN,0.0,0.25,400,rate,DIFF,MIS-G-2000,RA-EST,1.00119115150968,1.0007165050887632,1.002983880783997,0.97,1.0002716518924253,1.000751592781156,53.060516997479525,56.79601144697331,0.01377170876084925,1.0
MAIN,0.0,0.25,400,rate,DIFF,MIS-I-2000,DEF-0.0,1.0017656341717256,1.0014646382879553,1.0034696835038064,1.0,0.9999499999999999,0.9999500000000001,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,DIFF,MIS-I-2000,DEF-0.25,1.0018060917765996,1.0015074295007038,1.0035766575868568,1.0,0.999990346665361,1.0000446423618348,51.018736170149396,51.91869702533379,0.005512057345097191,0.25
MAIN,0.0,0.25,400,rate,DIFF,MIS-I-2000,DEF-0.5,1.0019262993297078,1.0016012688779992,1.0038250508131121,1.0,1.0001102211598767,1.000289227487687,52.079848691741226,53.990528483675334,0.011014862887018646,0.5
MAIN,0.0,0.25,400,rate,DIFF,MIS-I-2000,DEF-0.75,1.0021269860573567,1.0017404021692422,1.004229741188251,1.0,1.0003103501297688,1.000678053619936,53.18603781920834,56.23458954930206,0.016509780711623127,0.75
MAIN,0.0,0.25,400,rate,DIFF,MIS-I-2000,RA-EST,1.0024090844266438,1.001978742385748,1.0047354365532954,1.0,1.0005916627183566,1.0012409294576603,54.34023820210268,58.673287913564145,0.021991281450268796,1.0
MAIN,0.0,0.25,400,rate,HT,COR-10000,DEF-0.0,0.99995,0.99995,0.99995,0.0,0.99995,0.99995,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,HT,COR-10000,DEF-0.25,0.9999825717837504,0.999977753537222,1.0000141453137905,0.16,0.9999825717837504,1.0000141453137905,51.06088641962465,52.441380129886014,0.004527844227079449,0.25
MAIN,0.0,0.25,400,rate,HT,COR-10000,DEF-0.5,1.0000804699173016,1.00006098237249,1.0002100269739402,0.835,1.0000804699173016,1.0002100269739402,52.1677684025495,55.1334326023243,0.009054405946087276,0.5
MAIN,0.0,0.25,400,rate,HT,COR-10000,DEF-0.75,1.0002441164392202,1.0002003404351845,1.0005380844031666,0.98,1.0002441164392202,1.0005380844031666,53.3237035218214,58.116857659927845,0.013598387705502766,0.75
MAIN,0.0,0.25,400,rate,HT,COR-10000,RA-EST,1.0004741405497146,1.0003951441522072,1.0009960754939937,0.995,1.0004741405497146,1.0009960754939937,54.53202649906616,61.441671695172836,0.018134330799738176,1.0
MAIN,0.0,0.25,400,rate,HT,COR-2000,DEF-0.0,0.99995,0.99995,0.99995,0.0,0.99995,0.99995,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,HT,COR-2000,DEF-0.25,1.0001203355204724,1.000088641163242,1.0002891441570005,0.87,1.0001203355204724,1.0002891441570005,52.52907347114028,55.499828392987276,0.010120093749174483,0.25
MAIN,0.0,0.25,400,rate,HT,COR-2000,DEF-0.5,1.0006341325392594,1.0005071948007762,1.0013299054966085,0.995,1.0006341325392594,1.0013299054966085,55.32762794850693,62.359144181785055,0.020287012197697615,0.5
MAIN,0.0,0.25,400,rate,HT,COR-2000,DEF-0.75,1.0014996748223828,1.001211062888066,1.0031398498971238,1.0,1.0014996748223828,1.0031398498971238,58.441158713953186,71.15312012125798,0.030518831425373347,0.75
MAIN,0.0,0.25,400,rate,HT,COR-2000,RA-EST,1.0027319824870777,1.002197923843665,1.0058083861070117,1.0,1.0027319824870777,1.0058083861070117,61.92601284620967,82.8346717722851,0.0407504300322995,1.0
MAIN,0.0,0.25,400,rate,HT,COR-500,DEF-0.0,0.99995,0.99995,0.99995,0.0,0.99995,0.99995,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,HT,COR-500,DEF-0.25,1.0006133662910213,1.000480256452985,1.0011703627534778,0.995,1.0006133662910213,1.0011703627534778,55.2151424061114,59.53592457345294,0.01979044953537127,0.25
MAIN,0.0,0.25,400,rate,HT,COR-500,DEF-0.5,1.002655999344052,1.0020740497712395,1.004911477395088,1.0,1.002655999344052,1.004911477395088,61.644905606065564,73.56639681257724,0.03961279772207811,0.5
MAIN,0.0,0.25,400,rate,HT,COR-500,DEF-0.75,1.0062387853548476,1.0047073557808326,1.0117367849105454,1.0,1.0062387853548476,1.0117367849105454,69.76956274490426,96.248762073614,0.059285187388122634,0.75
MAIN,0.0,0.25,400,rate,HT,COR-500,RA-EST,1.011757878146535,1.0086335766550474,1.0222114493177779,1.0,1.011757878146535,1.0222114493177779,80.3610442123809,139.15317682075494,0.08007918630930178,1.0
MAIN,0.0,0.25,400,rate,HT,KS-2000,DEF-0.0,0.99995,0.99995,0.99995,0.0,0.99995,0.99995,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,HT,KS-2000,DEF-0.25,1.0001360644634372,1.0001126726088065,1.0002902400992186,0.945,1.0001360644634372,1.0002902400992186,52.53228078355106,54.98111139222493,0.010961967843963253,0.25
MAIN,0.0,0.25,400,rate,HT,KS-2000,DEF-0.5,1.0006977191490893,1.0006010430030816,1.001324235174642,1.0,1.0006977191490893,1.001324235174642,55.33474315873067,61.064504249083626,0.021929876229051633,0.5
MAIN,0.0,0.25,400,rate,HT,KS-2000,DEF-0.75,1.0016443447360104,1.0014244981319922,1.003026132367156,1.0,1.0016443447360104,1.003026132367156,58.453064461722214,68.6615948850494,0.03300597257848489,0.75
MAIN,0.0,0.25,400,rate,HT,KS-2000,RA-EST,1.0029922511028642,1.0025703006118565,1.0054932902002671,1.0,1.0029922511028642,1.0054932902002671,61.943833312838535,78.41763932423594,0.043994515721156514,1.0
MAIN,0.0,0.25,400,rate,HT,MIS-G-10000,DEF-0.0,0.99995,0.99995,0.99995,0.0,0.99995,0.99995,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,HT,MIS-G-10000,DEF-0.25,0.999962095278254,0.9999599683498144,0.9999766307282658,0.01,0.999962095278254,0.9999766307282658,50.55988705177114,50.931295223759825,0.002713584570969024,0.25
MAIN,0.0,0.25,400,rate,HT,MIS-G-10000,DEF-0.5,0.9999983846351925,0.9999898776066356,1.0000565441480465,0.395,0.9999983846351925,1.0000565441480465,51.13245673995448,51.89794132812992,0.005427454058053279,0.5
MAIN,0.0,0.25,400,rate,HT,MIS-G-10000,DEF-0.75,1.0000588839691391,1.0000397380109574,1.0001898002513876,0.66,1.0000588839691391,1.0001898002513876,51.7181449940955,52.90199007200639,0.008141785809812037,0.75
MAIN,0.0,0.25,400,rate,HT,MIS-G-10000,RA-EST,1.0001436233777958,1.0001095650536325,1.0003764967175734,0.805,1.0001436233777958,1.0003764967175734,52.317407956574286,53.94565512504353,0.010856757498800378,1.0
MAIN,0.0,0.25,400,rate,HT,MIS-G-2000,DEF-0.0,0.99995,0.99995,0.99995,0.0,0.99995,0.99995,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,HT,MIS-G-2000,DEF-0.25,1.0000088208594562,0.9999858628108922,1.0000986079667393,0.375,1.0000088208594562,1.0000986079667393,51.03173983590804,52.111849660961184,0.005146695663618282,0.25
MAIN,0.0,0.25,400,rate,HT,MIS-G-2000,DEF-0.5,1.000185386968888,1.0000934685053213,1.0005447898675317,0.8,1.000185386968888,1.0005447898675317,52.106956464198326,54.409963675847656,0.010294010326234032,0.5
MAIN,0.0,0.25,400,rate,HT,MIS-G-2000,DEF-0.75,1.0004801474941811,1.0002728941042953,1.0012899675703946,0.925,1.0004801474941811,1.0012899675703946,53.22845716731251,56.92012170670194,0.015443160277691294,0.75
MAIN,0.0,0.25,400,rate,HT,MIS-G-2000,RA-EST,1.0008939512649473,1.0005242850561245,1.0023367620954087,0.955,1.0008939512649473,1.0023367620954087,54.399296232196754,59.673090865162195,0.020595365700264462,1.0
MAIN,0.0,0.25,400,rate,HT,MIS-I-2000,DEF-0.0,0.99995,0.99995,0.99995,0.0,0.99995,0.99995,50.0,50.0,0.0,0.0
MAIN,0.0,0.25,400,rate,HT,MIS-I-2000,DEF-0.25,1.0000662895348809,1.0000452190766107,1.0001667709933135,0.77,1.0000662895348809,1.0001667709933135,51.42786152276746,52.54834796326213,0.008386609614959722,0.25
MAIN,0.0,0.25,400,rate,HT,MIS-I-2000,DEF-0.5,1.0004157555439506,1.0003314186481722,1.0008158664675404,0.99,1.0004157555439506,1.0008158664675404,52.93967550769456,55.37040956209348,0.01678503405606098,0.5
MAIN,0.0,0.25,400,rate,HT,MIS-I-2000,DEF-0.75,1.0010001834211502,1.0008097055785958,1.0019053420569795,1.0,1.0010001834211502,1.0019053420569795,54.543070653580735,58.512786179939475,0.025199534345247302,0.75
MAIN,0.0,0.25,400,rate,HT,MIS-I-2000,RA-EST,1.001822589689996,1.0014822962776693,1.0034478549429675,1.0,1.001822589689996,1.0034478549429675,56.2466288615908,62.03329459147786,0.033642102296997364,1.0
MAIN,0.0,0.7,100,dollars,DIFF,COR-10000,DEF-0.0,3.769260884815387,3.768434646298083,3.7732730580373475,1.0,0.99995,0.9999500000000002,200.0,200.0,0.0,0.0
MAIN,0.0,0.7,100,dollars,DIFF,COR-10000,DEF-0.25,1.7016412985482197,1.7012948743994256,1.7061009927642714,1.0,0.45142995328638685,0.45244382502870406,266.3763624959761,266.39030525477745,0.2761778706015075,0.25
MAIN,0.0,0.7,100,dollars,DIFF,COR-10000,DEF-0.5,1.2740512561177195,1.273893343331855,1.276873152020026,1.0,0.33799423489618263,0.33864569693821145,398.69646938494043,398.75894599356707,0.517426601635278,0.5
MAIN,0.0,0.7,100,dollars,DIFF,COR-10000,DEF-0.75,1.079489573495959,1.0794210947656249,1.0810794996423083,1.0,0.28637878772223774,0.28673878833853506,792.2294619849107,792.5995974801828,0.8335054239365545,0.75
MAIN,0.0,0.7,100,dollars,DIFF,COR-10000,RA-EST,1.0006071266873315,1.0005173416430067,1.0010696862501738,1.0,0.26545195693614704,0.265587971812233,61171.78971923726,64261.36882349983,1.7761187849442304,1.0
MAIN,0.0,0.7,100,dollars,DIFF,COR-2000,DEF-0.0,3.781901331855621,3.779344842853396,3.800497340890286,1.0,0.99995,0.9999500000000002,200.0,200.0,0.0,0.0
MAIN,0.0,0.7,100,dollars,DIFF,COR-2000,DEF-0.25,1.707103323362154,1.704825595050539,1.7189099590918058,1.0,0.45136516791457326,0.45337937542702056,266.3742317581286,266.40700998239026,0.2761834580366511,0.25
MAIN,0.0,0.7,100,dollars,DIFF,COR-2000,DEF-0.5,1.2777681600784014,1.2764032131249161,1.2853096472690884,1.0,0.33784775796845695,0.3390277278274729,398.6869228337413,398.8338159926154,0.5174448953346844,0.5
MAIN,0.0,0.7,100,dollars,DIFF,COR-2000,DEF-0.75,1.082365620563792,1.0816097371731308,1.086840666391514,1.0,0.28618290376664474,0.2869007430695148,792.1729247739797,793.0434592687238,0.8335446513610086,0.75
MAIN,0.0,0.7,100,dollars,DIFF,COR-2000,RA-EST,1.0030203529733235,1.0026478325285968,1.0056673338849453,1.0,0.26520417292745385,0.26568099881481616,60725.592458467254,68400.28901136096,1.776099217123661,1.0
MAIN,0.0,0.7,100,dollars,DIFF,COR-500,DEF-0.0,3.837146925285862,3.8196058775251034,3.9147310372410944,1.0,0.99995,0.9999500000000001,200.0,200.0,0.0,0.0
MAIN,0.0,0.7,100,dollars,DIFF,COR-500,DEF-0.25,1.729490157985707,1.7209347269208717,1.7628931563196601,1.0,0.45071979302248794,0.45614578432950365,266.37432374325476,266.4377548348291,0.27658860657476714,0.25
MAIN,0.0,0.7,100,dollars,DIFF,COR-500,DEF-0.5,1.2932881482974894,1.287350605299673,1.3173904774051883,1.0,0.33705010813902114,0.3408479343154526,398.6873349573226,398.9716622555439,0.5181357477632658,0.5
MAIN,0.0,0.7,100,dollars,DIFF,COR-500,DEF-0.75,1.0948645694733028,1.0907911393193779,1.112242159271879,1.0,0.2853429730436621,0.2879435169562058,792.1753653684556,793.861535760744,0.8347253593298125,0.75
MAIN,0.0,0.7,100,dollars,DIFF,COR-500,RA-EST,1.0146380733089273,1.0121503354408574,1.0270177403203733,1.0,0.2644369248916478,0.26669714203433526,60744.72064273621,77595.83896882451,1.7818447470701964,1.0
MAIN,0.0,0.7,100,dollars,DIFF,KS-2000,DEF-0.0,3.7840673101134645,3.779392440867177,3.8046484212023537,1.0,0.99995,0.9999500000000002,200.0,200.0,0.0,0.0
