dgp,sigma,prevalence,info,estimand,fail_rate,n_pos_plan_mean,n_pos_plan_min,brier,logloss,calib_in_large,calib_slope,auc,score_pearson_HT,score_spearman_HT,score_pearson_DIFF,score_spearman_DIFF
MAIN,1.5,0.7,MIS-I-2000,rate,0.0,1401.88,1353,0.15953689341337296,0.4840595801672334,8.557597379369398e-05,1.0657042930842422,0.7983755632779801,0.9841196951642941,0.9870813690570007,0.9611589165966954,0.9747167768678218
STRATCAP,0.0,0.05,STRAT-2000,dollars,0.0,99.68,76,0.04761219391959288,0.20147675682380242,-0.00015523992748492994,,0.5048951675465139,0.9256382768481308,0.9847839360250447,0.9269096385402631,0.9848792006148454
STRATCAP,0.0,0.05,STRAT-2000,rate,0.0,99.68,76,0.04761219391959288,0.20147675682380242,-0.00015523992748492994,,0.5048951675465139,,,,
STRATCAP,0.0,0.25,STRAT-2000,dollars,0.0,500.005,441,0.18794685681395346,0.5635517183951214,-2.2036696332008442e-05,,0.5038839507019157,0.9965954618190257,0.9999633539946907,0.9983536885230722,0.9999875165602511
STRATCAP,0.0,0.25,STRAT-2000,rate,0.0,500.005,441,0.18794685681395346,0.5635517183951214,-2.2036696332008442e-05,,0.5038839507019157,,,,
STRATCAP,0.0,0.7,STRAT-2000,dollars,0.0,1399.77,1339,0.2105239647631911,0.6121297620983307,-0.00014934789065027375,,0.5028790216136436,0.9995522850988648,0.9999980168522674,0.9991846775902988,0.9999929320068821
STRATCAP,0.0,0.7,STRAT-2000,rate,0.0,1399.77,1339,0.2105239647631911,0.6121297620983307,-0.00014934789065027375,,0.5028790216136436,,,,
STRATCAP,0.75,0.05,STRAT-2000,dollars,0.0,99.31,73,0.044492004627570456,0.1776133142115901,-0.00038853097487628023,0.9763920353054192,0.7325709408367338,0.997669537816853,0.9999910933130352,0.9985615464837787,0.9999918797788396
STRATCAP,0.75,0.05,STRAT-2000,rate,0.0,99.31,73,0.044492004627570456,0.1776133142115901,-0.00038853097487628023,0.9763920353054192,0.7325709408367338,0.9799327929779907,0.9912048925757466,0.981060196266804,0.9912048925757466
STRATCAP,0.75,0.25,STRAT-2000,dollars,0.0,498.24,446,0.1633936403671762,0.5044570099060798,6.121664403289165e-05,0.9859413080505262,0.6910988325032702,0.999654502091962,0.9999999998753424,0.9976582109792553,0.9999948137902394
STRATCAP,0.75,0.25,STRAT-2000,rate,0.0,498.24,446,0.1633936403671762,0.5044570099060798,6.121664403289165e-05,0.9859413080505262,0.6910988325032702,0.9952418902188889,0.9999813094624046,0.9865306466475603,0.9805953985582316
STRATCAP,0.75,0.7,STRAT-2000,dollars,0.0,1396.75,1331,0.197173471352969,0.5778161220401604,-0.0009494454082934134,0.7872681799437484,0.6381129292343379,0.9999473469911153,0.9999999995916924,0.8995915981843666,0.9679042364747454
STRATCAP,0.75,0.7,STRAT-2000,rate,0.0,1396.75,1331,0.197173471352969,0.5778161220401604,-0.0009494454082934134,0.7872681799437484,0.6381129292343379,0.9948901339024286,0.9997423920965638,0.9809906827810893,0.9997423920965638
STRATCAP,1.5,0.05,STRAT-2000,dollars,0.0,99.825,73,0.03318411773870188,0.12250219946165736,-0.0003933382415921746,0.9690160582201144,0.9091185463622687,0.9993179620981002,0.9999999999999999,0.9990449098143351,0.9999998483268919
STRATCAP,1.5,0.05,STRAT-2000,rate,0.0,99.825,73,0.03318411773870188,0.12250219946165736,-0.0003933382415921746,0.9690160582201144,0.9091185463622687,0.9937463568125143,1.0,0.9917747333076793,0.9996598322157648
STRATCAP,1.5,0.25,STRAT-2000,dollars,0.22,495.525,436,0.13425754309100627,0.42870679558505925,-0.00035264032806149814,1.0119696558737765,0.7552100633569039,0.998886181134543,0.9999999999999999,0.9601220945114397,0.9993866463909964
STRATCAP,1.5,0.25,STRAT-2000,rate,0.22,495.525,436,0.13425754309100627,0.42870679558505925,-0.00035264032806149814,1.0119696558737765,0.7552100633569039,0.9988217372816701,0.9999904151089254,0.9895707752463452,0.9297252521267754
STRATCAP,1.5,0.7,STRAT-2000,dollars,0.3,1398.335,1341,0.1904017789851637,0.5538824981906493,0.00015547718087114638,0.4820114368663928,0.6405904521597443,0.9998953878772209,0.9999999999548873,0.7546931483359393,0.9083040916666576
STRATCAP,1.5,0.7,STRAT-2000,rate,0.3,1398.335,1341,0.1904017789851637,0.5538824981906493,0.00015547718087114638,0.4820114368663928,0.6405904521597443,0.9992821946620497,0.9991941515880575,0.9929669866834069,0.9991941515880575
