dgp,sigma,prevalence,n,estimand,estimator_family,info,baseline,oracle_gain_vs_srswor,oracle_gain_vs_bestconv,raest_rel_bestconv_mean,raest_rel_bestconv_p90,raest_share_worse,def_reliable,region
MAIN,0.75,0.7,100,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.11197232500704468,0.02298257893759148,0.9806799583499799,0.9822587289217698,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,HT,COR-10000,PPS-A/HT(fixed),0.9338933087934056,0.024195272323216943,0.9759943578219409,0.9762274897827693,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,HT,COR-2000,PPS-A/HT(fixed),0.9338933087934056,0.024195272323216943,0.9767394811444378,0.9777081548464639,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,HT,COR-500,PPS-A/HT(fixed),0.9338933087934056,0.024195272323216943,0.9812529424655804,0.9884184816145256,0.02,,A-conv
MAIN,0.75,0.7,400,dollars,HT,KS-2000,PPS-A/HT(fixed),0.9338933087934056,0.024195272323216943,0.9768881933298263,0.977891597414435,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.9338933087934056,0.024195272323216943,0.9801699439619226,0.9802754541698806,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.9338933087934056,0.024195272323216943,0.980460485952196,0.9809502948473109,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.9338933087934056,0.024195272323216943,0.9776795963620712,0.978545564872546,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.9398034421519418,0.03971742935806244,0.9605880185052247,0.9609097393990533,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.9398034421519418,0.03971742935806244,0.9620520640804351,0.9641006793570066,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.9398034421519418,0.03971742935806244,0.97939041372974,0.9826664884265117,0.05,,A-conv
MAIN,0.75,0.7,400,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.9398034421519418,0.03971742935806244,0.9620822363545547,0.9635828631154603,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.9398034421519418,0.03971742935806244,0.9725102600025504,0.9726472608376859,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.9398034421519418,0.03971742935806244,0.9729712139217223,0.9737149071207489,0.0,,A-conv
MAIN,0.75,0.7,400,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.9398034421519418,0.03971742935806244,0.9644713645375144,0.966235529583148,0.0,,A-conv
MAIN,0.75,0.7,400,rate,HT,COR-10000,ST-PROP/EXP,0.034332066756047164,0.019187328314239083,0.9810430145170401,0.9812280306070498,0.0,,A
MAIN,0.75,0.7,400,rate,HT,COR-2000,ST-PROP/EXP,0.034332066756047164,0.019187328314239083,0.9819715616436732,0.9830365824249406,0.0,,A
MAIN,0.75,0.7,400,rate,HT,COR-500,ST-PROP/EXP,0.034332066756047164,0.019187328314239083,0.9869024094687886,0.9933888641527074,0.035,,A
MAIN,0.75,0.7,400,rate,HT,KS-2000,ST-PROP/EXP,0.034332066756047164,0.019187328314239083,0.9821453891658131,0.9834401029512502,0.0,,A
MAIN,0.75,0.7,400,rate,HT,MIS-G-10000,ST-PROP/EXP,0.034332066756047164,0.019187328314239083,0.9868041916263449,0.9869168915642783,0.0,,A
MAIN,0.75,0.7,400,rate,HT,MIS-G-2000,ST-PROP/EXP,0.034332066756047164,0.019187328314239083,0.9872215397305992,0.9879111904653031,0.0,,A
MAIN,0.75,0.7,400,rate,HT,MIS-I-2000,ST-PROP/EXP,0.034332066756047164,0.019187328314239083,0.9831396699029458,0.9841388455921921,0.0,,A
MAIN,0.75,0.7,400,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.11231287632223552,0.02486820815308799,0.9753732275395984,0.9756338686371677,0.0,,A-conv
MAIN,0.75,0.7,400,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.11231287632223552,0.02486820815308799,0.976727184029317,0.9787999729725996,0.0,,A-conv
MAIN,0.75,0.7,400,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.11231287632223552,0.02486820815308799,0.9938658036003869,0.9948894024991604,0.08,,A-conv
MAIN,0.75,0.7,400,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.11231287632223552,0.02486820815308799,0.9767233509386373,0.9785613334453979,0.0,,A-conv
MAIN,0.75,0.7,400,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.11231287632223552,0.02486820815308799,0.9844085449180795,0.9845228019551572,0.0,,A-conv
MAIN,0.75,0.7,400,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.11231287632223552,0.02486820815308799,0.9848663104677908,0.9855349505181084,0.0,,A-conv
MAIN,0.75,0.7,400,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.11231287632223552,0.02486820815308799,0.9787302952010549,0.9803125931596702,0.0,,A-conv
MAIN,1.5,0.05,100,dollars,HT,COR-10000,PPS-A/HT(fixed),0.8982503785357857,0.36461666497127543,0.6372321741395675,0.6387739816750296,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,HT,COR-2000,PPS-A/HT(fixed),0.8982503785357857,0.36461666497127543,0.6460340864500992,0.6565400340436147,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,HT,COR-500,PPS-A/HT(fixed),0.8982503785357857,0.36461666497127543,1.1113614455495122,0.7711369944075827,0.025,DEF-0.75,C
MAIN,1.5,0.05,100,dollars,HT,KS-2000,PPS-A/HT(fixed),0.8982503785357857,0.36461666497127543,0.6483068423285065,0.6603377672749882,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.8982503785357857,0.36461666497127543,0.7340356371503186,0.7352988618320508,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.8982503785357857,0.36461666497127543,0.7368675987590061,0.7423570540568801,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.8982503785357857,0.36461666497127543,0.6650202638497406,0.679912920354682,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.9075107521771577,0.2255424340919483,0.7756934455858244,0.7769633529330618,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.9075107521771577,0.2255424340919483,0.7822664440892236,0.792456662035243,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.9075107521771577,0.2255424340919483,1.2209755083895801,0.8860337756860437,0.035,,A-info
MAIN,1.5,0.05,100,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.9075107521771577,0.2255424340919483,0.7839001750428747,0.7941051521587796,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.9075107521771577,0.2255424340919483,0.8078172458990689,0.808955120096395,0.0,,B
MAIN,1.5,0.05,100,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.9075107521771577,0.2255424340919483,0.8090077449188289,0.813574840678122,0.0,,B
MAIN,1.5,0.05,100,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.9075107521771577,0.2255424340919483,0.7969622109887676,0.8137849170769482,0.0,DEF-0.75,B
MAIN,1.5,0.05,100,rate,HT,COR-10000,ST-PROP/EXP,0.4239772269287517,0.4218750779163346,0.5799024965139636,0.5814289443998522,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,HT,COR-2000,ST-PROP/EXP,0.4239772269287517,0.4218750779163346,0.588253682654432,0.5986559138103772,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,HT,COR-500,ST-PROP/EXP,0.4239772269287517,0.4218750779163346,0.8784447943939874,0.7073374853982839,0.03,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,HT,KS-2000,ST-PROP/EXP,0.4239772269287517,0.4218750779163346,0.590302212105217,0.6015136797989662,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,HT,MIS-G-10000,ST-PROP/EXP,0.4239772269287517,0.4218750779163346,0.7000082795743019,0.7024134802866344,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,HT,MIS-G-2000,ST-PROP/EXP,0.4239772269287517,0.4218750779163346,0.7031436255984995,0.7098611861756644,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,HT,MIS-I-2000,ST-PROP/EXP,0.4239772269287517,0.4218750779163346,0.6048985207528562,0.61663644869657,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.4666194267309878,0.29825934975734214,0.7030614138584903,0.7044204972671857,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.4666194267309878,0.29825934975734214,0.7100039433357253,0.7199856124032202,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.4666194267309878,0.29825934975734214,1.0134600359601165,0.8217360792879631,0.03,DEF-0.25;DEF-0.5;DEF-0.75,C
MAIN,1.5,0.05,100,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.4666194267309878,0.29825934975734214,0.7114859494564265,0.7217774427635912,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.4666194267309878,0.29825934975734214,0.746494688076245,0.7491054144789324,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.4666194267309878,0.29825934975734214,0.7485339506993018,0.7546882354538756,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,100,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.4666194267309878,0.29825934975734214,0.7204266457451538,0.7374004675373039,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,dollars,HT,COR-10000,PPS-A/HT(fixed),0.9081387804970191,0.383045354567932,0.6189218352821207,0.6205550340098938,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,HT,COR-2000,PPS-A/HT(fixed),0.9081387804970191,0.383045354567932,0.6282097090360225,0.6390953261275796,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,HT,COR-500,PPS-A/HT(fixed),0.9081387804970191,0.383045354567932,1.1287247679386203,0.7625767646935309,0.025,DEF-0.75,C
MAIN,1.5,0.05,400,dollars,HT,KS-2000,PPS-A/HT(fixed),0.9081387804970191,0.383045354567932,0.6307221291716837,0.6430154584970621,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.9081387804970191,0.383045354567932,0.7195817071113746,0.7208195504390215,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.9081387804970191,0.383045354567932,0.7225384842939753,0.7278891018152011,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.9081387804970191,0.383045354567932,0.6487400088153836,0.6654425297022338,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.9159480524272091,0.24468436141196115,0.7566801824108934,0.7580395616472543,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.9159480524272091,0.24468436141196115,0.7639015787430646,0.7748037161600333,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.9159480524272091,0.24468436141196115,1.2409274266298214,0.8765858829019857,0.035,,A-info
MAIN,1.5,0.05,400,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.9159480524272091,0.24468436141196115,0.7656612125804911,0.7767083683698867,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.9159480524272091,0.24468436141196115,0.7916873865725748,0.7928985920542481,0.0,,B
MAIN,1.5,0.05,400,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.9159480524272091,0.24468436141196115,0.793053661762898,0.7978988133640503,0.0,,B
MAIN,1.5,0.05,400,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.9159480524272091,0.24468436141196115,0.7797637742711296,0.7978098744867811,0.0,DEF-0.75,B
MAIN,1.5,0.05,400,rate,HT,COR-10000,ST-PROP/EXP,0.42841141921200754,0.41980752359038553,0.582024506882065,0.5835615219340919,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,HT,COR-2000,ST-PROP/EXP,0.42841141921200754,0.41980752359038553,0.5905869708954838,0.6013852686802393,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,HT,COR-500,ST-PROP/EXP,0.42841141921200754,0.41980752359038553,0.8885796623316286,0.7129631359342202,0.03,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,HT,KS-2000,ST-PROP/EXP,0.42841141921200754,0.41980752359038553,0.5927084771482596,0.6041104032591877,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,HT,MIS-G-10000,ST-PROP/EXP,0.42841141921200754,0.41980752359038553,0.7041977616794662,0.7066403086492076,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,HT,MIS-G-2000,ST-PROP/EXP,0.42841141921200754,0.41980752359038553,0.707412033404503,0.714285562602519,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,HT,MIS-I-2000,ST-PROP/EXP,0.42841141921200754,0.41980752359038553,0.6075714291887132,0.6198420087232264,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.4700880454310894,0.30233298534884767,0.6991064610082546,0.7004870161797062,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.4700880454310894,0.30233298534884767,0.7066106077309665,0.7168995117540254,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.4700880454310894,0.30233298534884767,1.0173624211484555,0.8204325480015523,0.035,DEF-0.25;DEF-0.5;DEF-0.75,C
MAIN,1.5,0.05,400,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.4700880454310894,0.30233298534884767,0.7081525712416338,0.7191893166545872,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.4700880454310894,0.30233298534884767,0.7432206914647103,0.7460210894753767,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.4700880454310894,0.30233298534884767,0.7456900398617585,0.7520180155268095,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.05,400,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.4700880454310894,0.30233298534884767,0.7171920574761214,0.7340139056415894,0.0,DEF-0.25;DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,100,dollars,HT,COR-10000,PPS-A/HT(fixed),0.889875570135132,0.19556927491901843,0.8048721330275367,0.8052576486099955,0.0,,B
MAIN,1.5,0.25,100,dollars,HT,COR-2000,PPS-A/HT(fixed),0.889875570135132,0.19556927491901843,0.8066265723291017,0.8084470926773802,0.0,,B
MAIN,1.5,0.25,100,dollars,HT,COR-500,PPS-A/HT(fixed),0.889875570135132,0.19556927491901843,0.8211808509169924,0.8262358530597333,0.01,,B
MAIN,1.5,0.25,100,dollars,HT,KS-2000,PPS-A/HT(fixed),0.889875570135132,0.19556927491901843,0.8072364212473387,0.8098975783602071,0.0,,B
MAIN,1.5,0.25,100,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.889875570135132,0.19556927491901843,0.8470151326552268,0.8473314878795113,0.0,,B
MAIN,1.5,0.25,100,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.889875570135132,0.19556927491901843,0.8476129989696433,0.8487497941798257,0.0,,B
MAIN,1.5,0.25,100,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.889875570135132,0.19556927491901843,0.8141381870551686,0.8171845492906745,0.0,,B
MAIN,1.5,0.25,100,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.906196863338186,0.05945311760985694,0.9408736442979699,0.9411131686077427,0.0,,A-modest
MAIN,1.5,0.25,100,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.906196863338186,0.05945311760985694,0.9422730197211112,0.9439178896844956,0.0,,A-modest
MAIN,1.5,0.25,100,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.906196863338186,0.05945311760985694,0.9578699270782555,0.9643206859306381,0.045,,A-modest
MAIN,1.5,0.25,100,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.906196863338186,0.05945311760985694,0.9425795092195248,0.944628464595814,0.0,,A-modest
MAIN,1.5,0.25,100,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.906196863338186,0.05945311760985694,0.961425712797439,0.96168465846618,0.0,,A-modest
MAIN,1.5,0.25,100,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.906196863338186,0.05945311760985694,0.9617857647188385,0.96263456464059,0.0,,A-modest
MAIN,1.5,0.25,100,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.906196863338186,0.05945311760985694,0.9490552244905693,0.951086390100588,0.0,,A-modest
MAIN,1.5,0.25,100,rate,HT,COR-10000,ST-PROP/EXP,0.25010489632621347,0.21806938161847567,0.7824091590672461,0.7827691031788634,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,100,rate,HT,COR-2000,ST-PROP/EXP,0.25010489632621347,0.21806938161847567,0.7843879171775651,0.7863180031721853,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,100,rate,HT,COR-500,ST-PROP/EXP,0.25010489632621347,0.21806938161847567,0.7976644036497228,0.8044973925433353,0.005,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,100,rate,HT,KS-2000,ST-PROP/EXP,0.25010489632621347,0.21806938161847567,0.785157677324571,0.7882565678353146,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,100,rate,HT,MIS-G-10000,ST-PROP/EXP,0.25010489632621347,0.21806938161847567,0.8405515398086895,0.8411285385111172,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,100,rate,HT,MIS-G-2000,ST-PROP/EXP,0.25010489632621347,0.21806938161847567,0.8412691358832819,0.842772423106946,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,100,rate,HT,MIS-I-2000,ST-PROP/EXP,0.25010489632621347,0.21806938161847567,0.791937906827682,0.7944041450775647,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,100,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.34309906967496984,0.09905474728734276,0.9012921733309871,0.9015770065048775,0.0,,A-modest
MAIN,1.5,0.25,100,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.34309906967496984,0.09905474728734276,0.9027812293387278,0.9044519282095487,0.0,,A-modest
MAIN,1.5,0.25,100,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.34309906967496984,0.09905474728734276,0.9197093542456908,0.927604521683262,0.02,,A-modest
MAIN,1.5,0.25,100,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.34309906967496984,0.09905474728734276,0.9032374527156887,0.9057428607796421,0.0,,A-modest
MAIN,1.5,0.25,100,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.34309906967496984,0.09905474728734276,0.9211568790097613,0.9216843149275668,0.0,,A-modest
MAIN,1.5,0.25,100,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.34309906967496984,0.09905474728734276,0.9215101558812975,0.9226807538149158,0.0,,A-modest
MAIN,1.5,0.25,100,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.34309906967496984,0.09905474728734276,0.909591225312425,0.9111057706364447,0.0,,A-modest
MAIN,1.5,0.25,400,dollars,HT,COR-10000,PPS-A/HT(fixed),0.8951191080454343,0.19386381813821407,0.8065817275419771,0.8071631540237052,0.0,,B
MAIN,1.5,0.25,400,dollars,HT,COR-2000,PPS-A/HT(fixed),0.8951191080454343,0.19386381813821407,0.8083940397767775,0.8104323564568893,0.0,,B
MAIN,1.5,0.25,400,dollars,HT,COR-500,PPS-A/HT(fixed),0.8951191080454343,0.19386381813821407,0.8237586117781173,0.8294799614873873,0.01,,B
MAIN,1.5,0.25,400,dollars,HT,KS-2000,PPS-A/HT(fixed),0.8951191080454343,0.19386381813821407,0.8090367233101212,0.8118119000770339,0.0,,B
MAIN,1.5,0.25,400,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.8951191080454343,0.19386381813821407,0.8489784340630512,0.8493579645879709,0.0,,B
MAIN,1.5,0.25,400,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.8951191080454343,0.19386381813821407,0.8496029535265768,0.8506972063215277,0.0,,B
MAIN,1.5,0.25,400,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.8951191080454343,0.19386381813821407,0.8164324937525792,0.8199947054286353,0.0,,B
MAIN,1.5,0.25,400,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.9109679469984723,0.06333216919144535,0.9370191280202371,0.9372902685474289,0.0,,A-modest
MAIN,1.5,0.25,400,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.9109679469984723,0.06333216919144535,0.9385225180335044,0.9403910280952122,0.0,,A-modest
MAIN,1.5,0.25,400,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.9109679469984723,0.06333216919144535,0.9551842976248701,0.9620603598209065,0.045,,A-modest
MAIN,1.5,0.25,400,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.9109679469984723,0.06333216919144535,0.9388454888200893,0.941020568037242,0.0,,A-modest
MAIN,1.5,0.25,400,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.9109679469984723,0.06333216919144535,0.9589625184112822,0.9592350297610066,0.0,,A-modest
MAIN,1.5,0.25,400,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.9109679469984723,0.06333216919144535,0.9593526594033299,0.9602670752917832,0.0,,A-modest
MAIN,1.5,0.25,400,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.9109679469984723,0.06333216919144535,0.9457310729045675,0.9478966414625144,0.0,,A-modest
MAIN,1.5,0.25,400,rate,HT,COR-10000,ST-PROP/EXP,0.25081753427438735,0.2157400524313674,0.7847453411029196,0.7851331990534042,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,400,rate,HT,COR-2000,ST-PROP/EXP,0.25081753427438735,0.2157400524313674,0.7867602258065228,0.7886807577893671,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,400,rate,HT,COR-500,ST-PROP/EXP,0.25081753427438735,0.2157400524313674,0.800263967789368,0.8075298212748163,0.005,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,400,rate,HT,KS-2000,ST-PROP/EXP,0.25081753427438735,0.2157400524313674,0.7875355126609108,0.7905697187853774,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,400,rate,HT,MIS-G-10000,ST-PROP/EXP,0.25081753427438735,0.2157400524313674,0.8430557037828585,0.8436027351735793,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,400,rate,HT,MIS-G-2000,ST-PROP/EXP,0.25081753427438735,0.2157400524313674,0.8437874298876197,0.8452107918810841,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,400,rate,HT,MIS-I-2000,ST-PROP/EXP,0.25081753427438735,0.2157400524313674,0.7943581743390089,0.7969290028181193,0.0,DEF-0.5;DEF-0.75,B
MAIN,1.5,0.25,400,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.34420382744753686,0.10051013379015317,0.8999286706298842,0.9002959064456376,0.0,,B
MAIN,1.5,0.25,400,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.34420382744753686,0.10051013379015317,0.9018041201607222,0.9039392506119187,0.0,,A-info
MAIN,1.5,0.25,400,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.34420382744753686,0.10051013379015317,0.9198539205473933,0.9267398510202276,0.02,,A-info
MAIN,1.5,0.25,400,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.34420382744753686,0.10051013379015317,0.902196325264938,0.9046943068435734,0.0,,A-info
MAIN,1.5,0.25,400,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.34420382744753686,0.10051013379015317,0.920079686122122,0.9206595392755339,0.0,,A-info
MAIN,1.5,0.25,400,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.34420382744753686,0.10051013379015317,0.9207203113826704,0.9223209751788328,0.0,,A-info
MAIN,1.5,0.25,400,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.34420382744753686,0.10051013379015317,0.9087454443528824,0.9108169002693258,0.0,,A-info
MAIN,1.5,0.7,100,dollars,HT,COR-10000,PPS-A/HT(fixed),0.9484599410481858,0.07932243848540355,0.9210112364450169,0.9213153894098732,0.0,,A-modest
MAIN,1.5,0.7,100,dollars,HT,COR-2000,PPS-A/HT(fixed),0.9484599410481858,0.07932243848540355,0.9224879821001432,0.9240831848498087,0.0,,A-modest
MAIN,1.5,0.7,100,dollars,HT,COR-500,PPS-A/HT(fixed),0.9484599410481858,0.07932243848540355,0.9411676166593245,0.9386753605544389,0.015,,A-modest
MAIN,1.5,0.7,100,dollars,HT,KS-2000,PPS-A/HT(fixed),0.9484599410481858,0.07932243848540355,0.9225945818284162,0.9241158028381073,0.0,,A-modest
MAIN,1.5,0.7,100,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.9484599410481858,0.07932243848540355,0.9350291318868603,0.9351815367792108,0.0,,A-modest
MAIN,1.5,0.7,100,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.9484599410481858,0.07932243848540355,0.9354618089659482,0.936118736244198,0.0,,A-modest
MAIN,1.5,0.7,100,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.9484599410481858,0.07932243848540355,0.9255547561537446,0.9269770024570713,0.0,,A-modest
MAIN,1.5,0.7,100,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.961455929814293,0.13582771936103966,0.8646764441708581,0.8653007398663928,0.0,,B
