dgp,sigma,prevalence,n,estimand,estimator_family,info,baseline,oracle_gain_vs_srswor,oracle_gain_vs_bestconv,raest_rel_bestconv_mean,raest_rel_bestconv_p90,raest_share_worse,def_reliable,region
MAIN,0.0,0.7,400,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.9059770144653351,3.3306690738754696e-16,1.0002178540549953,1.0005247125300265,1.0,,A-conv
MAIN,0.0,0.7,400,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.9059770144653351,3.3306690738754696e-16,1.0009976096984357,1.0023190550159713,1.0,,A-conv
MAIN,0.0,0.7,400,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.9059770144653351,3.3306690738754696e-16,1.0023087187864386,1.0046091377516195,1.0,,A-conv
MAIN,0.0,0.7,400,rate,HT,COR-10000,SRSWOR/EXP,4.9999999998662226e-05,4.9999999998662226e-05,1.0001319594499296,1.0002713582563059,0.925,,A
MAIN,0.0,0.7,400,rate,HT,COR-2000,SRSWOR/EXP,4.9999999998662226e-05,4.9999999998662226e-05,1.0008256890508487,1.001639525204859,1.0,,A
MAIN,0.0,0.7,400,rate,HT,COR-500,SRSWOR/EXP,4.9999999998662226e-05,4.9999999998662226e-05,1.0042756144262746,1.0082657983948211,1.0,,A
MAIN,0.0,0.7,400,rate,HT,KS-2000,SRSWOR/EXP,4.9999999998662226e-05,4.9999999998662226e-05,1.0010193205727849,1.0019002050382484,1.0,,A
MAIN,0.0,0.7,400,rate,HT,MIS-G-10000,SRSWOR/EXP,4.9999999998662226e-05,4.9999999998662226e-05,1.000018400265992,1.000119924096659,0.48,,A
MAIN,0.0,0.7,400,rate,HT,MIS-G-2000,SRSWOR/EXP,4.9999999998662226e-05,4.9999999998662226e-05,1.0002708463068248,1.0007271457178102,0.825,,A
MAIN,0.0,0.7,400,rate,HT,MIS-I-2000,SRSWOR/EXP,4.9999999998662226e-05,4.9999999998662226e-05,1.0006665746411723,1.001326147992,0.985,,A
MAIN,0.0,0.7,400,rate,DIFF,COR-10000,best conventional (EXP or DIFF),5.000000000032756e-05,5.000000000032756e-05,1.000552738879466,1.0010072898277254,0.995,,A
MAIN,0.0,0.7,400,rate,DIFF,COR-2000,best conventional (EXP or DIFF),5.000000000032756e-05,5.000000000032756e-05,1.00294043212587,1.0055900399284112,1.0,,A
MAIN,0.0,0.7,400,rate,DIFF,COR-500,best conventional (EXP or DIFF),5.000000000032756e-05,5.000000000032756e-05,1.0143380063557847,1.0263936150071644,1.0,,A
MAIN,0.0,0.7,400,rate,DIFF,KS-2000,best conventional (EXP or DIFF),5.000000000032756e-05,5.000000000032756e-05,1.0034799385338595,1.006366325203777,1.0,,A
MAIN,0.0,0.7,400,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),5.000000000032756e-05,5.000000000032756e-05,1.0001780657502775,1.0005021887888603,0.725,,A
MAIN,0.0,0.7,400,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),5.000000000032756e-05,5.000000000032756e-05,1.0010046128696046,1.0024080284414338,0.955,,A
MAIN,0.0,0.7,400,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),5.000000000032756e-05,5.000000000032756e-05,1.0022883258724316,1.0046281594433444,1.0,,A
MAIN,0.75,0.05,100,dollars,HT,COR-10000,PPS-A/HT(fixed),0.8371075074460768,0.13886505609184108,0.863178438805232,0.8648937229700483,0.0,,B
MAIN,0.75,0.05,100,dollars,HT,COR-2000,PPS-A/HT(fixed),0.8371075074460768,0.13886505609184108,0.8718185160058753,0.8820372567057194,0.0,,B
MAIN,0.75,0.05,100,dollars,HT,COR-500,PPS-A/HT(fixed),0.8371075074460768,0.13886505609184108,4.171087381932133,1.0014017668064654,0.105,,A-info
MAIN,0.75,0.05,100,dollars,HT,KS-2000,PPS-A/HT(fixed),0.8371075074460768,0.13886505609184108,0.8751486085217955,0.8856677131714036,0.0,,B
MAIN,0.75,0.05,100,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.8371075074460768,0.13886505609184108,0.8992211377823474,0.9005200366875072,0.0,,B
MAIN,0.75,0.05,100,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.8371075074460768,0.13886505609184108,0.9023268160971234,0.9074082652885775,0.0,,A-info
MAIN,0.75,0.05,100,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.8371075074460768,0.13886505609184108,0.877708768867971,0.8872160164313712,0.0,,B
MAIN,0.75,0.05,100,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.8403498293632254,0.0909121862479717,0.9103869531469916,0.9117853562696588,0.0,,A-modest
MAIN,0.75,0.05,100,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.8403498293632254,0.0909121862479717,0.9162224207341158,0.9244029114892764,0.0,,A-modest
MAIN,0.75,0.05,100,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.8403498293632254,0.0909121862479717,4.1458362460714815,1.0215216393064943,0.145,,A-modest
MAIN,0.75,0.05,100,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.8403498293632254,0.0909121862479717,0.9181743456172478,0.9269251897636307,0.0,,A-modest
MAIN,0.75,0.05,100,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.8403498293632254,0.0909121862479717,0.923939975224663,0.9249654081188557,0.0,,A-modest
MAIN,0.75,0.05,100,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.8403498293632254,0.0909121862479717,0.9258031347353036,0.9290259739039812,0.0,,A-modest
MAIN,0.75,0.05,100,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.8403498293632254,0.0909121862479717,0.9178505407955717,0.9258755585527876,0.0,,A-modest
MAIN,0.75,0.05,100,rate,HT,COR-10000,SRSWOR/EXP,0.14597197099884895,0.14597197099884895,0.8561279429282977,0.8578180075182233,0.0,DEF-0.5;DEF-0.75,B
MAIN,0.75,0.05,100,rate,HT,COR-2000,SRSWOR/EXP,0.14597197099884895,0.14597197099884895,0.8649036743750357,0.8753927908643973,0.0,DEF-0.5;DEF-0.75,B
MAIN,0.75,0.05,100,rate,HT,COR-500,SRSWOR/EXP,0.14597197099884895,0.14597197099884895,3.4811349942174314,1.0096767427766307,0.11,DEF-0.5;DEF-0.75,C
MAIN,0.75,0.05,100,rate,HT,KS-2000,SRSWOR/EXP,0.14597197099884895,0.14597197099884895,0.8683479167633159,0.8787488201230611,0.0,DEF-0.5;DEF-0.75,B
MAIN,0.75,0.05,100,rate,HT,MIS-G-10000,SRSWOR/EXP,0.14597197099884895,0.14597197099884895,0.8950768497243453,0.8963325902111722,0.0,,B
MAIN,0.75,0.05,100,rate,HT,MIS-G-2000,SRSWOR/EXP,0.14597197099884895,0.14597197099884895,0.8983370478135084,0.9039882175608006,0.0,,B
MAIN,0.75,0.05,100,rate,HT,MIS-I-2000,SRSWOR/EXP,0.14597197099884895,0.14597197099884895,0.8709976249835263,0.8809781218775803,0.0,DEF-0.5;DEF-0.75,B
MAIN,0.75,0.05,100,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.15840941374332473,0.10808920437834824,0.8933868107186217,0.8949112206874675,0.0,DEF-0.75,B
MAIN,0.75,0.05,100,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.15840941374332473,0.10808920437834824,0.8998226866422925,0.9090477810831672,0.0,,B
MAIN,0.75,0.05,100,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.15840941374332473,0.10808920437834824,3.48693907788907,1.023129423513962,0.115,,A-info
MAIN,0.75,0.05,100,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.15840941374332473,0.10808920437834824,0.9022080880275439,0.9110696929283936,0.0,,A-info
MAIN,0.75,0.05,100,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.15840941374332473,0.10808920437834824,0.9128367875212362,0.9139747931957284,0.0,,A-info
MAIN,0.75,0.05,100,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.15840941374332473,0.10808920437834824,0.9152792590449929,0.9201773393069792,0.0,,A-info
MAIN,0.75,0.05,100,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.15840941374332473,0.10808920437834824,0.9022886392450118,0.9109829139339447,0.0,,A-info
MAIN,0.75,0.05,400,dollars,HT,COR-10000,PPS-A/HT(fixed),0.848051836330885,0.1459632998568412,0.8562023663173365,0.8580593927967938,0.0,,B
MAIN,0.75,0.05,400,dollars,HT,COR-2000,PPS-A/HT(fixed),0.848051836330885,0.1459632998568412,0.8654748484107637,0.8767347753675142,0.0,,B
MAIN,0.75,0.05,400,dollars,HT,COR-500,PPS-A/HT(fixed),0.848051836330885,0.1459632998568412,4.416590328915154,1.0035814195830108,0.11,,A-info
MAIN,0.75,0.05,400,dollars,HT,KS-2000,PPS-A/HT(fixed),0.848051836330885,0.1459632998568412,0.8690022155951947,0.8800789797547255,0.0,,B
MAIN,0.75,0.05,400,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.848051836330885,0.1459632998568412,0.8937228842018993,0.8951742385827016,0.0,,B
MAIN,0.75,0.05,400,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.848051836330885,0.1459632998568412,0.897038680054711,0.9020813113248585,0.0,,B
MAIN,0.75,0.05,400,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.848051836330885,0.1459632998568412,0.8715518742617949,0.8820547949910384,0.0,,B
MAIN,0.75,0.05,400,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.8508122815074437,0.09792100884943233,0.9034872009329235,0.9049979977915964,0.0,,A-modest
MAIN,0.75,0.05,400,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.8508122815074437,0.09792100884943233,0.9097907555981899,0.9185220544353313,0.0,,A-modest
MAIN,0.75,0.05,400,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.8508122815074437,0.09792100884943233,4.390333711677422,1.0227399721845067,0.14,,A-modest
MAIN,0.75,0.05,400,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.8508122815074437,0.09792100884943233,0.9119135340444344,0.9213271077719497,0.0,,A-modest
MAIN,0.75,0.05,400,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.8508122815074437,0.09792100884943233,0.9180490490995358,0.9191406548833941,0.0,,A-modest
MAIN,0.75,0.05,400,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.8508122815074437,0.09792100884943233,0.9200879981564749,0.9235528089147158,0.0,,A-modest
MAIN,0.75,0.05,400,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.8508122815074437,0.09792100884943233,0.9115543445579466,0.9201521194802607,0.0,,A-modest
MAIN,0.75,0.05,400,rate,HT,COR-10000,ST-PROP/EXP,0.1477031162938971,0.14317822874171326,0.8589614452299424,0.8607073407142225,0.0,DEF-0.5;DEF-0.75,B
MAIN,0.75,0.05,400,rate,HT,COR-2000,ST-PROP/EXP,0.1477031162938971,0.14317822874171326,0.8679215301985131,0.8786672879370271,0.0,DEF-0.5;DEF-0.75,B
MAIN,0.75,0.05,400,rate,HT,COR-500,ST-PROP/EXP,0.1477031162938971,0.14317822874171326,3.5382645461114026,1.0158059082394164,0.115,,A-info
MAIN,0.75,0.05,400,rate,HT,KS-2000,ST-PROP/EXP,0.1477031162938971,0.14317822874171326,0.8714327277776046,0.8820800208392922,0.0,DEF-0.5;DEF-0.75,B
MAIN,0.75,0.05,400,rate,HT,MIS-G-10000,ST-PROP/EXP,0.1477031162938971,0.14317822874171326,0.8984929504993311,0.8997734149816605,0.0,,B
MAIN,0.75,0.05,400,rate,HT,MIS-G-2000,ST-PROP/EXP,0.1477031162938971,0.14317822874171326,0.901821762345174,0.9075910837158719,0.0,,A-info
MAIN,0.75,0.05,400,rate,HT,MIS-I-2000,ST-PROP/EXP,0.1477031162938971,0.14317822874171326,0.8740866813302814,0.8841982964669576,0.0,DEF-0.5;DEF-0.75,B
MAIN,0.75,0.05,400,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.1599694926682972,0.10943978494683859,0.8921619013871601,0.8937578407204393,0.0,DEF-0.75,B
MAIN,0.75,0.05,400,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.1599694926682972,0.10943978494683859,0.8990276993368695,0.9084621112131285,0.0,,B
MAIN,0.75,0.05,400,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.1599694926682972,0.10943978494683859,3.5301466838407562,1.0286436693919194,0.12,,A-info
MAIN,0.75,0.05,400,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.1599694926682972,0.10943978494683859,0.9016032559570129,0.9105003582087129,0.0,,A-info
MAIN,0.75,0.05,400,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.1599694926682972,0.10943978494683859,0.911934930546505,0.9132080237714275,0.0,,A-info
MAIN,0.75,0.05,400,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.1599694926682972,0.10943978494683859,0.914805946794705,0.9200733467527134,0.0,,A-info
MAIN,0.75,0.05,400,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.1599694926682972,0.10943978494683859,0.9015244548953298,0.9108298040752053,0.0,DEF-0.75,C
MAIN,0.75,0.25,100,dollars,HT,COR-10000,PPS-A/HT(fixed),0.8523169809219326,0.076197214885935,0.9241815937955634,0.9245049682759281,0.0,,A-modest
MAIN,0.75,0.25,100,dollars,HT,COR-2000,PPS-A/HT(fixed),0.8523169809219326,0.076197214885935,0.925858531049911,0.9274959557790964,0.0,,A-modest
MAIN,0.75,0.25,100,dollars,HT,COR-500,PPS-A/HT(fixed),0.8523169809219326,0.076197214885935,0.9357601291150598,0.9432087229585185,0.01,,A-modest
MAIN,0.75,0.25,100,dollars,HT,KS-2000,PPS-A/HT(fixed),0.8523169809219326,0.076197214885935,0.9265294892980133,0.9287478291944044,0.0,,A-modest
MAIN,0.75,0.25,100,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.8523169809219326,0.076197214885935,0.9407571730290054,0.9409990677918159,0.0,,A-modest
MAIN,0.75,0.25,100,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.8523169809219326,0.076197214885935,0.9414136609359237,0.9425479329347594,0.0,,A-modest
MAIN,0.75,0.25,100,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.8523169809219326,0.076197214885935,0.9288675355825358,0.9311334612913785,0.0,,A-modest
MAIN,0.75,0.25,100,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.8592547299142848,0.016284634808807374,0.9838597760247231,0.9839930266299509,0.0,,A-conv
MAIN,0.75,0.25,100,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.8592547299142848,0.016284634808807374,0.9846174788623362,0.9853414542696801,0.0,,A-conv
MAIN,0.75,0.25,100,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.8592547299142848,0.016284634808807374,0.9904033491240462,0.9987288918041591,0.07,,A-conv
MAIN,0.75,0.25,100,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.8592547299142848,0.016284634808807374,0.9848667696820848,0.9858656385408184,0.005,,A-conv
MAIN,0.75,0.25,100,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.8592547299142848,0.016284634808807374,0.9870356179792593,0.9871324721634964,0.0,,A-conv
MAIN,0.75,0.25,100,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.8592547299142848,0.016284634808807374,0.9872424059291022,0.9876293188071549,0.0,,A-conv
MAIN,0.75,0.25,100,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.8592547299142848,0.016284634808807374,0.9860434321089957,0.9870465781439909,0.0,,A-conv
MAIN,0.75,0.25,100,rate,HT,COR-10000,ST-PROP/EXP,0.09007475921413077,0.07799029329115903,0.9224474636917208,0.9228681382869378,0.0,,A-modest
MAIN,0.75,0.25,100,rate,HT,COR-2000,ST-PROP/EXP,0.09007475921413077,0.07799029329115903,0.9243235305315655,0.9261020870853885,0.0,,A-modest
MAIN,0.75,0.25,100,rate,HT,COR-500,ST-PROP/EXP,0.09007475921413077,0.07799029329115903,0.9346262918477855,0.9428689365481587,0.01,,A-modest
MAIN,0.75,0.25,100,rate,HT,KS-2000,ST-PROP/EXP,0.09007475921413077,0.07799029329115903,0.9250676041116843,0.9274321049682718,0.0,,A-modest
MAIN,0.75,0.25,100,rate,HT,MIS-G-10000,ST-PROP/EXP,0.09007475921413077,0.07799029329115903,0.9426505139982412,0.9429390277162921,0.0,,A-modest
MAIN,0.75,0.25,100,rate,HT,MIS-G-2000,ST-PROP/EXP,0.09007475921413077,0.07799029329115903,0.9434210101057129,0.9446682855636799,0.0,,A-modest
MAIN,0.75,0.25,100,rate,HT,MIS-I-2000,ST-PROP/EXP,0.09007475921413077,0.07799029329115903,0.9276541769587462,0.9297497629596798,0.0,,A-modest
MAIN,0.75,0.25,100,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.12608388092641176,0.027800218252942654,0.9723813488466024,0.9725682293247937,0.0,,A-conv
MAIN,0.75,0.25,100,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.12608388092641176,0.027800218252942654,0.973283248693833,0.9742371130234749,0.0,,A-conv
MAIN,0.75,0.25,100,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.12608388092641176,0.027800218252942654,0.9797983512550305,0.9880308621356152,0.025,,A-conv
MAIN,0.75,0.25,100,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.12608388092641176,0.027800218252942654,0.9736150634270331,0.9746214796700402,0.0,,A-conv
MAIN,0.75,0.25,100,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.12608388092641176,0.027800218252942654,0.9755021452613011,0.9756480134387184,0.0,,A-conv
MAIN,0.75,0.25,100,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.12608388092641176,0.027800218252942654,0.9758084308701125,0.9762996516977369,0.0,,A-conv
MAIN,0.75,0.25,100,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.12608388092641176,0.027800218252942654,0.9743994422279044,0.9755362174819544,0.0,,A-conv
MAIN,0.75,0.25,400,dollars,HT,COR-10000,PPS-A/HT(fixed),0.8593995137262402,0.0755779348498764,0.9248137025758824,0.925226138993856,0.0,,A-modest
MAIN,0.75,0.25,400,dollars,HT,COR-2000,PPS-A/HT(fixed),0.8593995137262402,0.0755779348498764,0.9265342394570532,0.9285026335027429,0.0,,A-modest
MAIN,0.75,0.25,400,dollars,HT,COR-500,PPS-A/HT(fixed),0.8593995137262402,0.0755779348498764,0.936983225269425,0.9453531725996381,0.01,,A-modest
MAIN,0.75,0.25,400,dollars,HT,KS-2000,PPS-A/HT(fixed),0.8593995137262402,0.0755779348498764,0.9272398617571063,0.9294162277779907,0.0,,A-modest
MAIN,0.75,0.25,400,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.8593995137262402,0.0755779348498764,0.9414067270803443,0.9417072495317209,0.0,,A-modest
MAIN,0.75,0.25,400,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.8593995137262402,0.0755779348498764,0.9420753059094545,0.9432370874856746,0.0,,A-modest
MAIN,0.75,0.25,400,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.8593995137262402,0.0755779348498764,0.929661680236462,0.9320641438471032,0.0,,A-modest
MAIN,0.75,0.25,400,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.8660727426742191,0.017354761703172183,0.9828008101288758,0.9829419297054685,0.0,,A-conv
MAIN,0.75,0.25,400,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.8660727426742191,0.017354761703172183,0.983613767715663,0.9843765067833418,0.0,,A-conv
MAIN,0.75,0.25,400,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.8660727426742191,0.017354761703172183,0.9897886533790065,0.9986540998900255,0.07,,A-conv
MAIN,0.75,0.25,400,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.8660727426742191,0.017354761703172183,0.9838799871621506,0.9849480545025002,0.005,,A-conv
MAIN,0.75,0.25,400,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.8660727426742191,0.017354761703172183,0.9861888188017826,0.9862904790993516,0.0,,A-conv
MAIN,0.75,0.25,400,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.8660727426742191,0.017354761703172183,0.9864146814546166,0.9868332299842236,0.0,,A-conv
MAIN,0.75,0.25,400,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.8660727426742191,0.017354761703172183,0.985132293964886,0.986197656419245,0.0,,A-conv
MAIN,0.75,0.25,400,rate,HT,COR-10000,ST-PROP/EXP,0.0903353798915304,0.07550716346359898,0.9249354973070746,0.9253181111708403,0.0,,A-modest
MAIN,0.75,0.25,400,rate,HT,COR-2000,ST-PROP/EXP,0.0903353798915304,0.07550716346359898,0.9268363231527933,0.9286436735447875,0.0,,A-modest
MAIN,0.75,0.25,400,rate,HT,COR-500,ST-PROP/EXP,0.0903353798915304,0.07550716346359898,0.9373070906258849,0.9456028273611379,0.01,,A-modest
MAIN,0.75,0.25,400,rate,HT,KS-2000,ST-PROP/EXP,0.0903353798915304,0.07550716346359898,0.9275889387841328,0.9299534462998003,0.0,,A-modest
MAIN,0.75,0.25,400,rate,HT,MIS-G-10000,ST-PROP/EXP,0.0903353798915304,0.07550716346359898,0.9451891745340244,0.945478021869938,0.0,,A-modest
MAIN,0.75,0.25,400,rate,HT,MIS-G-2000,ST-PROP/EXP,0.0903353798915304,0.07550716346359898,0.9459701640153565,0.9472835620706168,0.0,,A-modest
MAIN,0.75,0.25,400,rate,HT,MIS-I-2000,ST-PROP/EXP,0.0903353798915304,0.07550716346359898,0.9301790391254708,0.932379392412503,0.0,,A-modest
MAIN,0.75,0.25,400,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.1264656373832843,0.028165662239858613,0.9720973002255348,0.9723002728555151,0.0,,A-conv
MAIN,0.75,0.25,400,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.1264656373832843,0.028165662239858613,0.973292138571553,0.974833857444849,0.0,,A-conv
MAIN,0.75,0.25,400,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.1264656373832843,0.028165662239858613,0.9806717550621069,0.9906515329362762,0.025,,A-conv
MAIN,0.75,0.25,400,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.1264656373832843,0.028165662239858613,0.973639037934922,0.9751963814316683,0.0,,A-conv
MAIN,0.75,0.25,400,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.1264656373832843,0.028165662239858613,0.9752509857698773,0.9754833740236357,0.0,,A-conv
MAIN,0.75,0.25,400,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.1264656373832843,0.028165662239858613,0.9759006185607764,0.9769896460196966,0.0,,A-conv
MAIN,0.75,0.25,400,rate,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.1264656373832843,0.028165662239858613,0.9744512756718615,0.9761220694820748,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,HT,COR-10000,PPS-A/HT(fixed),0.9317366921964977,0.02581605556219868,0.9743650284703869,0.9745301673768869,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,HT,COR-2000,PPS-A/HT(fixed),0.9317366921964977,0.02581605556219868,0.9751053023748759,0.9759666444265631,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,HT,COR-500,PPS-A/HT(fixed),0.9317366921964977,0.02581605556219868,0.9794999195937831,0.9863373119315758,0.02,,A-conv
MAIN,0.75,0.7,100,dollars,HT,KS-2000,PPS-A/HT(fixed),0.9317366921964977,0.02581605556219868,0.9752573582721841,0.9762114936877475,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,HT,MIS-G-10000,PPS-A/HT(fixed),0.9317366921964977,0.02581605556219868,0.9787171232188231,0.9787938197562258,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,HT,MIS-G-2000,PPS-A/HT(fixed),0.9317366921964977,0.02581605556219868,0.978999063824683,0.979476164425746,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,HT,MIS-I-2000,PPS-A/HT(fixed),0.9317366921964977,0.02581605556219868,0.976060100700372,0.9767901315360641,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,DIFF,COR-10000,best conventional (EXP or DIFF),0.9376214629251971,0.037824234246785826,0.962466127887076,0.9627743309515657,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,DIFF,COR-2000,best conventional (EXP or DIFF),0.9376214629251971,0.037824234246785826,0.9638601637654848,0.9658015297832626,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,DIFF,COR-500,best conventional (EXP or DIFF),0.9376214629251971,0.037824234246785826,0.9803619874246153,0.9834848144635495,0.05,,A-conv
MAIN,0.75,0.7,100,dollars,DIFF,KS-2000,best conventional (EXP or DIFF),0.9376214629251971,0.037824234246785826,0.9638863358600274,0.9653187424858726,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.9376214629251971,0.037824234246785826,0.9738173917032046,0.9739472940901748,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.9376214629251971,0.037824234246785826,0.9742567726101795,0.9749698784812967,0.0,,A-conv
MAIN,0.75,0.7,100,dollars,DIFF,MIS-I-2000,best conventional (EXP or DIFF),0.9376214629251971,0.037824234246785826,0.9661634549912764,0.9678432556975484,0.0,,A-conv
MAIN,0.75,0.7,100,rate,HT,COR-10000,ST-PROP/EXP,0.034857967429528514,0.017861652357490265,0.9823647769685112,0.982561410182085,0.0,,A
MAIN,0.75,0.7,100,rate,HT,COR-2000,ST-PROP/EXP,0.034857967429528514,0.017861652357490265,0.9832885135733,0.9843156368951463,0.0,,A
MAIN,0.75,0.7,100,rate,HT,COR-500,ST-PROP/EXP,0.034857967429528514,0.017861652357490265,0.9881811046478691,0.9945941238092706,0.035,,A
MAIN,0.75,0.7,100,rate,HT,KS-2000,ST-PROP/EXP,0.034857967429528514,0.017861652357490265,0.9834685788296195,0.9847269582179844,0.0,,A
MAIN,0.75,0.7,100,rate,HT,MIS-G-10000,ST-PROP/EXP,0.034857967429528514,0.017861652357490265,0.9882386451406631,0.9883650556543421,0.0,,A
MAIN,0.75,0.7,100,rate,HT,MIS-G-2000,ST-PROP/EXP,0.034857967429528514,0.017861652357490265,0.9886486257120036,0.9893377989333274,0.0,,A
MAIN,0.75,0.7,100,rate,HT,MIS-I-2000,ST-PROP/EXP,0.034857967429528514,0.017861652357490265,0.9844690587693752,0.9854075789704296,0.0,,A
MAIN,0.75,0.7,100,rate,DIFF,COR-10000,best conventional (EXP or DIFF),0.11197232500704468,0.02298257893759148,0.9773017497327363,0.9775505680593143,0.0,,A-conv
MAIN,0.75,0.7,100,rate,DIFF,COR-2000,best conventional (EXP or DIFF),0.11197232500704468,0.02298257893759148,0.9786984095445854,0.9807260114201114,0.0,,A-conv
MAIN,0.75,0.7,100,rate,DIFF,COR-500,best conventional (EXP or DIFF),0.11197232500704468,0.02298257893759148,0.9956474575368387,0.9967028935744265,0.085,,A-conv
MAIN,0.75,0.7,100,rate,DIFF,KS-2000,best conventional (EXP or DIFF),0.11197232500704468,0.02298257893759148,0.9786903235405484,0.9805293937937645,0.0,,A-conv
MAIN,0.75,0.7,100,rate,DIFF,MIS-G-10000,best conventional (EXP or DIFF),0.11197232500704468,0.02298257893759148,0.9862444999105676,0.9863783805916515,0.0,,A-conv
MAIN,0.75,0.7,100,rate,DIFF,MIS-G-2000,best conventional (EXP or DIFF),0.11197232500704468,0.02298257893759148,0.9867674246258388,0.9874798822656536,0.0,,A-conv
