dgp,sigma,prevalence,n,estimand,info,estimator,design,rule,rel_mean,rel_median,rel_p90,maxw_p90,n_changed
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,DEF-0.25,archived,1.8233542838581809,1.7932856043037362,1.9353259032193684,66.65726776736615,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,DEF-0.25,separation-aware,1.814460789649691,1.7932856043037362,1.9353259032193684,66.65715205381086,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,DEF-0.5,archived,1.2927413689071594,1.2592098270975676,1.3809591738303186,99.95771688196781,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,DEF-0.5,separation-aware,1.2748406411042612,1.2592098270975676,1.3809591738303186,99.95719645995025,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,DEF-0.75,archived,1.0831990172232753,1.0230310052580152,1.1275111761631744,199.74651576841813,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,DEF-0.75,separation-aware,1.0428266402578672,1.0230310052580152,1.1275111761631744,199.74339842931718,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,RA-EST,archived,4.390333711677422,0.9306991164479865,1.0227399721845067,118267.93103753318,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,RA-EST,separation-aware,0.976721350712422,0.9306991164479865,1.0163358242625733,116763.03722854945,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,SRSWOR,archived,5.249796117953056,5.155224704426958,5.49160141100339,,1
MAIN,0.75,0.05,400,dollars,COR-500,DIFF,SRSWOR,separation-aware,5.250154569427051,5.155224704426958,5.49160141100339,,1
MAIN,0.75,0.05,400,dollars,COR-500,HT,DEF-0.0,archived,5.620298249657192,5.620298249657192,5.620298249657192,50.0,1
MAIN,0.75,0.05,400,dollars,COR-500,HT,DEF-0.0,separation-aware,5.620298249657192,5.620298249657192,5.620298249657192,50.0,1
MAIN,0.75,0.05,400,dollars,COR-500,HT,DEF-0.25,archived,1.8171282052814215,1.7913361524789533,1.963557062608097,66.6581535736848,1
MAIN,0.75,0.05,400,dollars,COR-500,HT,DEF-0.25,separation-aware,1.8090446170578394,1.7913361524789533,1.963557062608097,66.65776497888666,1
MAIN,0.75,0.05,400,dollars,COR-500,HT,DEF-0.5,archived,1.264774783458592,1.2284384528666217,1.3638100697241486,99.96170086916287,1
MAIN,0.75,0.05,400,dollars,COR-500,HT,DEF-0.5,separation-aware,1.247865680820412,1.2284384528666217,1.3638100697241486,99.95995310104438,1
MAIN,0.75,0.05,400,dollars,COR-500,HT,DEF-0.75,archived,1.0486394397901442,0.9873092020832487,1.096094249638707,199.77038121142485,1
MAIN,0.75,0.05,400,dollars,COR-500,HT,DEF-0.75,separation-aware,1.0098979123869969,0.9873092020832487,1.096094249638707,199.75991092974797,1
