dgp,sigma,prevalence,info,rep,n_pos,degenerate,rank_deficient,separated,sm_warning,converged,max_abs_beta,fallback,strata_all_pos,strata_all_neg
MAIN,0.75,0.05,COR-500,39,25,False,False,False,,True,3.362579747036431,False,,
MAIN,0.75,0.05,COR-500,40,26,False,False,False,,True,4.202843608733286,False,,
MAIN,0.75,0.05,COR-500,41,29,False,False,False,,True,4.249233296043599,False,,
MAIN,0.75,0.05,COR-500,42,24,False,False,False,,True,3.4647871786850333,False,,
MAIN,0.75,0.05,COR-500,43,26,False,False,False,,True,3.689523658793828,False,,
MAIN,0.75,0.05,COR-500,44,24,False,False,False,,True,3.41877853459952,False,,
MAIN,0.75,0.05,COR-500,45,22,False,False,False,,True,3.6480594481631616,False,,
MAIN,0.75,0.05,COR-500,46,21,False,False,False,,True,3.148148322183152,False,,
MAIN,0.75,0.05,COR-500,47,22,False,False,False,,True,3.9533994879644654,False,,
MAIN,0.75,0.05,COR-500,48,19,False,False,False,,True,3.9066502527387854,False,,
MAIN,0.75,0.05,COR-500,49,14,False,False,False,,True,4.3037200628746355,False,,
MAIN,0.75,0.05,COR-500,50,21,False,False,False,,True,3.3896678946787198,False,,
MAIN,0.75,0.05,COR-500,51,23,False,False,False,,True,4.2124408331664505,False,,
MAIN,0.75,0.05,COR-500,52,29,False,False,False,,True,3.199923470861628,False,,
MAIN,0.75,0.05,COR-500,53,31,False,False,False,,True,3.014683222656818,False,,
MAIN,0.75,0.05,COR-500,54,25,False,False,False,,True,3.244579833090807,False,,
MAIN,0.75,0.05,COR-500,55,36,False,False,False,,True,2.9517388601934895,False,,
MAIN,0.75,0.05,COR-500,56,22,False,False,False,,True,3.763537684695469,False,,
MAIN,0.75,0.05,COR-500,57,29,False,False,False,,True,3.836164683352189,False,,
MAIN,0.75,0.05,COR-500,58,23,False,False,False,,True,4.346265495501102,False,,
MAIN,0.75,0.05,COR-500,59,22,False,False,False,,True,4.069899802559344,False,,
MAIN,0.75,0.05,COR-500,60,22,False,False,False,,True,4.096719316497479,False,,
MAIN,0.75,0.05,COR-500,61,24,False,False,False,,True,3.6000596115029375,False,,
MAIN,0.75,0.05,COR-500,62,24,False,False,False,,True,3.3187775663296444,False,,
MAIN,0.75,0.05,COR-500,63,25,False,False,False,,True,4.686556230826579,False,,
MAIN,0.75,0.05,COR-500,64,23,False,False,False,,True,3.838953781791393,False,,
MAIN,0.75,0.05,COR-500,65,18,False,False,False,,True,3.6155738132900845,False,,
MAIN,0.75,0.05,COR-500,66,22,False,False,False,,True,3.7082483592868885,False,,
MAIN,0.75,0.05,COR-500,67,28,False,False,False,,True,3.373417496934522,False,,
MAIN,0.75,0.05,COR-500,68,21,False,False,False,,True,3.740621122587318,False,,
MAIN,0.75,0.05,COR-500,69,26,False,False,False,,True,3.6515226901965816,False,,
MAIN,0.75,0.05,COR-500,70,24,False,False,False,,True,3.7379824342351364,False,,
MAIN,0.75,0.05,COR-500,71,25,False,False,False,,True,3.890216533572028,False,,
MAIN,0.75,0.05,COR-500,72,27,False,False,False,,True,3.919545885754892,False,,
MAIN,0.75,0.05,COR-500,73,24,False,False,False,,True,3.6087442333660467,False,,
MAIN,0.75,0.05,COR-500,74,35,False,False,False,,True,3.236636222406289,False,,
MAIN,0.75,0.05,COR-500,75,23,False,False,False,,True,3.2692886444001816,False,,
MAIN,0.75,0.05,COR-500,76,25,False,False,False,,True,3.2439230275206024,False,,
MAIN,0.75,0.05,COR-500,77,25,False,False,False,,True,3.2721686181798493,False,,
MAIN,0.75,0.05,COR-500,78,32,False,False,False,,True,3.2307724666219295,False,,
MAIN,0.75,0.05,COR-500,79,26,False,False,False,,True,3.4967976743477274,False,,
MAIN,0.75,0.05,COR-500,80,21,False,False,False,,True,3.6316577847415257,False,,
MAIN,0.75,0.05,COR-500,81,17,False,False,False,,True,4.025947321995727,False,,
MAIN,0.75,0.05,COR-500,82,25,False,False,False,,True,3.547496430667998,False,,
MAIN,0.75,0.05,COR-500,83,28,False,False,False,,True,3.4823063571289037,False,,
MAIN,0.75,0.05,COR-500,84,21,False,False,False,,True,3.33869392383422,False,,
MAIN,0.75,0.05,COR-500,85,27,False,False,False,,True,3.856546190030585,False,,
MAIN,0.75,0.05,COR-500,86,19,False,False,True,,True,22.451357196317954,False,,
MAIN,0.75,0.05,COR-500,87,19,False,False,False,,True,3.196640425025352,False,,
MAIN,0.75,0.05,COR-500,88,19,False,False,False,,True,3.7356538901225793,False,,
MAIN,0.75,0.05,COR-500,89,19,False,False,False,,True,4.653714791411881,False,,
MAIN,0.75,0.05,COR-500,90,29,False,False,False,,True,3.952518758328085,False,,
MAIN,0.75,0.05,COR-500,91,25,False,False,False,,True,3.258502604578045,False,,
MAIN,0.75,0.05,COR-500,92,29,False,False,False,,True,3.2295817886974096,False,,
MAIN,0.75,0.05,COR-500,93,27,False,False,False,,True,3.6707618419200285,False,,
MAIN,0.75,0.05,COR-500,94,25,False,False,False,,True,3.891342009312398,False,,
MAIN,0.75,0.05,COR-500,95,22,False,False,False,,True,3.4908749916107524,False,,
MAIN,0.75,0.05,COR-500,96,26,False,False,False,,True,3.612162672563708,False,,
MAIN,0.75,0.05,COR-500,97,31,False,False,False,,True,3.184733159087736,False,,
MAIN,0.75,0.05,COR-500,98,21,False,False,False,,True,4.093269194012989,False,,
MAIN,0.75,0.05,COR-500,99,20,False,False,False,,True,4.006774856096525,False,,
MAIN,0.75,0.05,COR-500,100,21,False,False,False,,True,3.867817644227461,False,,
MAIN,0.75,0.05,COR-500,101,22,False,False,False,,True,3.908155194614143,False,,
MAIN,0.75,0.05,COR-500,102,25,False,False,False,,True,3.1370760905785238,False,,
MAIN,0.75,0.05,COR-500,103,21,False,False,False,,True,4.000421798478573,False,,
MAIN,0.75,0.05,COR-500,104,26,False,False,False,,True,4.144409109686631,False,,
MAIN,0.75,0.05,COR-500,105,26,False,False,False,,True,3.194054567707698,False,,
MAIN,0.75,0.05,COR-500,106,20,False,False,False,,True,3.8680497406317986,False,,
MAIN,0.75,0.05,COR-500,107,28,False,False,False,,True,3.0232375562800553,False,,
MAIN,0.75,0.05,COR-500,108,21,False,False,False,,True,3.4665625337826422,False,,
MAIN,0.75,0.05,COR-500,109,20,False,False,False,,True,3.7048850508093,False,,
MAIN,0.75,0.05,COR-500,110,32,False,False,False,,True,3.3749315054082825,False,,
MAIN,0.75,0.05,COR-500,111,27,False,False,False,,True,3.3696522340439268,False,,
MAIN,0.75,0.05,COR-500,112,30,False,False,False,,True,3.185741502299401,False,,
MAIN,0.75,0.05,COR-500,113,15,False,False,False,,True,3.7078969243128754,False,,
MAIN,0.75,0.05,COR-500,114,27,False,False,False,,True,3.5270365140304243,False,,
MAIN,0.75,0.05,COR-500,115,21,False,False,False,,True,3.9958050590833016,False,,
MAIN,0.75,0.05,COR-500,116,22,False,False,False,,True,3.795460948315991,False,,
MAIN,0.75,0.05,COR-500,117,24,False,False,False,,True,3.6315719960911457,False,,
MAIN,0.75,0.05,COR-500,118,21,False,False,False,,True,3.455853876283377,False,,
MAIN,0.75,0.05,COR-500,119,38,False,False,False,,True,2.8537765228950587,False,,
MAIN,0.75,0.05,COR-500,120,32,False,False,False,,True,3.6620683087688106,False,,
MAIN,0.75,0.05,COR-500,121,31,False,False,False,,True,2.9863085083411853,False,,
MAIN,0.75,0.05,COR-500,122,23,False,False,False,,True,3.7803253318260546,False,,
MAIN,0.75,0.05,COR-500,123,17,False,False,False,,True,4.0846910516920385,False,,
MAIN,0.75,0.05,COR-500,124,26,False,False,False,,True,3.1515328800349884,False,,
MAIN,0.75,0.05,COR-500,125,25,False,False,False,,True,3.423160616526555,False,,
MAIN,0.75,0.05,COR-500,126,25,False,False,False,,True,3.317133619079946,False,,
MAIN,0.75,0.05,COR-500,127,24,False,False,False,,True,3.641910471428404,False,,
MAIN,0.75,0.05,COR-500,128,32,False,False,False,,True,3.3364310618368824,False,,
MAIN,0.75,0.05,COR-500,129,24,False,False,False,,True,3.2520412885487895,False,,
MAIN,0.75,0.05,COR-500,130,17,False,False,False,,True,4.088345232841402,False,,
MAIN,0.75,0.05,COR-500,131,28,False,False,False,,True,3.121646452872848,False,,
MAIN,0.75,0.05,COR-500,132,20,False,False,False,,True,4.1552315377021385,False,,
MAIN,0.75,0.05,COR-500,133,22,False,False,False,,True,3.8040605359541706,False,,
MAIN,0.75,0.05,COR-500,134,21,False,False,False,,True,4.123554293826286,False,,
MAIN,0.75,0.05,COR-500,135,22,False,False,False,,True,3.7976746553293568,False,,
MAIN,0.75,0.05,COR-500,136,16,False,False,False,,True,4.603429506428663,False,,
MAIN,0.75,0.05,COR-500,137,33,False,False,False,,True,3.589993359492642,False,,
MAIN,0.75,0.05,COR-500,138,29,False,False,False,,True,3.2144862179228575,False,,
MAIN,0.75,0.05,COR-500,139,33,False,False,False,,True,3.619339335841533,False,,
MAIN,0.75,0.05,COR-500,140,34,False,False,False,,True,3.0126536038570473,False,,
MAIN,0.75,0.05,COR-500,141,23,False,False,False,,True,3.55441108163789,False,,
MAIN,0.75,0.05,COR-500,142,24,False,False,False,,True,3.2419929571100696,False,,
MAIN,0.75,0.05,COR-500,143,35,False,False,False,,True,2.7427079951930544,False,,
MAIN,0.75,0.05,COR-500,144,23,False,False,False,,True,3.5669653551968805,False,,
MAIN,0.75,0.05,COR-500,145,33,False,False,False,,True,3.1202133937577186,False,,
MAIN,0.75,0.05,COR-500,146,27,False,False,False,,True,3.5849839844652815,False,,
MAIN,0.75,0.05,COR-500,147,27,False,False,False,,True,3.4674612305645063,False,,
MAIN,0.75,0.05,COR-500,148,26,False,False,False,,True,3.16029101991312,False,,
MAIN,0.75,0.05,COR-500,149,31,False,False,False,,True,3.0717795332392526,False,,
MAIN,0.75,0.05,COR-500,150,24,False,False,False,,True,3.6314979549533906,False,,
MAIN,0.75,0.05,COR-500,151,24,False,False,False,,True,3.5066669575245415,False,,
MAIN,0.75,0.05,COR-500,152,17,False,False,False,,True,3.6908252981192504,False,,
MAIN,0.75,0.05,COR-500,153,23,False,False,False,,True,3.706736956938181,False,,
MAIN,0.75,0.05,COR-500,154,25,False,False,False,,True,4.134025641027498,False,,
MAIN,0.75,0.05,COR-500,155,22,False,False,False,,True,3.4021221874245553,False,,
MAIN,0.75,0.05,COR-500,156,23,False,False,False,,True,3.38378332914822,False,,
MAIN,0.75,0.05,COR-500,157,21,False,False,False,,True,3.988303412305546,False,,
MAIN,0.75,0.05,COR-500,158,24,False,False,False,,True,3.7835521670193506,False,,
MAIN,0.75,0.05,COR-500,159,24,False,False,False,,True,3.059195421775362,False,,
MAIN,0.75,0.05,COR-500,160,21,False,False,False,,True,3.3825396209374543,False,,
MAIN,0.75,0.05,COR-500,161,25,False,False,False,,True,3.490419318116855,False,,
MAIN,0.75,0.05,COR-500,162,18,False,False,False,,True,4.295154454665891,False,,
MAIN,0.75,0.05,COR-500,163,23,False,False,False,,True,3.730430687045466,False,,
MAIN,0.75,0.05,COR-500,164,20,False,False,False,,True,3.9219402620928587,False,,
MAIN,0.75,0.05,COR-500,165,25,False,False,False,,True,3.6914847570222653,False,,
MAIN,0.75,0.05,COR-500,166,26,False,False,False,,True,3.76337898860193,False,,
MAIN,0.75,0.05,COR-500,167,24,False,False,False,,True,3.3843454166259006,False,,
MAIN,0.75,0.05,COR-500,168,29,False,False,False,,True,3.5085054707610235,False,,
MAIN,0.75,0.05,COR-500,169,20,False,False,False,,True,3.5668146935532805,False,,
MAIN,0.75,0.05,COR-500,170,20,False,False,False,,True,4.457050186080776,False,,
MAIN,0.75,0.05,COR-500,171,22,False,False,False,,True,3.917818968379276,False,,
MAIN,0.75,0.05,COR-500,172,18,False,False,False,,True,4.192644084180502,False,,
MAIN,0.75,0.05,COR-500,173,19,False,False,False,,True,3.570336388179603,False,,
MAIN,0.75,0.05,COR-500,174,21,False,False,False,,True,3.8006764062055725,False,,
MAIN,0.75,0.05,COR-500,175,30,False,False,False,,True,3.6743075480597787,False,,
MAIN,0.75,0.05,COR-500,176,26,False,False,False,,True,3.499328030701883,False,,
MAIN,0.75,0.05,COR-500,177,28,False,False,False,,True,3.303911207830117,False,,
MAIN,0.75,0.05,COR-500,178,22,False,False,False,,True,3.466949910571744,False,,
MAIN,0.75,0.05,COR-500,179,25,False,False,False,,True,3.7176460089295134,False,,
MAIN,0.75,0.05,COR-500,180,23,False,False,False,,True,4.038565498859253,False,,
MAIN,0.75,0.05,COR-500,181,26,False,False,False,,True,3.0191612891396002,False,,
MAIN,0.75,0.05,COR-500,182,27,False,False,False,,True,3.503694541375475,False,,
MAIN,0.75,0.05,COR-500,183,21,False,False,False,,True,3.885676089551195,False,,
MAIN,0.75,0.05,COR-500,184,26,False,False,False,,True,3.551760832245387,False,,
MAIN,0.75,0.05,COR-500,185,23,False,False,False,,True,3.1378772028187303,False,,
MAIN,0.75,0.05,COR-500,186,31,False,False,False,,True,3.4891995211341316,False,,
MAIN,0.75,0.05,COR-500,187,20,False,False,False,,True,3.855206393588193,False,,
MAIN,0.75,0.05,COR-500,188,22,False,False,False,,True,3.397562943853139,False,,
MAIN,0.75,0.05,COR-500,189,19,False,False,False,,True,4.077070840833885,False,,
MAIN,0.75,0.05,COR-500,190,24,False,False,False,,True,3.957964681504679,False,,
MAIN,0.75,0.05,COR-500,191,31,False,False,False,,True,3.2235012088125954,False,,
MAIN,0.75,0.05,COR-500,192,20,False,False,False,,True,3.5267679000159995,False,,
MAIN,0.75,0.05,COR-500,193,26,False,False,False,,True,3.167463795822288,False,,
MAIN,0.75,0.05,COR-500,194,27,False,False,False,,True,3.332340955031035,False,,
MAIN,0.75,0.05,COR-500,195,20,False,False,False,,True,3.7830333361803516,False,,
MAIN,0.75,0.05,COR-500,196,28,False,False,False,,True,3.6357654590934034,False,,
MAIN,0.75,0.05,COR-500,197,26,False,False,False,,True,3.575250725645726,False,,
MAIN,0.75,0.05,COR-500,198,23,False,False,False,,True,3.7864440685963,False,,
MAIN,0.75,0.05,COR-500,199,26,False,False,False,,True,3.5856405872346935,False,,
MAIN,0.75,0.05,MIS-I-2000,0,110,False,False,False,,True,3.425895478409847,False,,
MAIN,0.75,0.05,MIS-I-2000,1,81,False,False,False,,True,3.592054062098752,False,,
MAIN,0.75,0.05,MIS-I-2000,2,104,False,False,False,,True,3.377219321311244,False,,
MAIN,0.75,0.05,MIS-I-2000,3,85,False,False,False,,True,4.028461091661685,False,,
MAIN,0.75,0.05,MIS-I-2000,4,110,False,False,False,,True,3.446561768361987,False,,
MAIN,0.75,0.05,MIS-I-2000,5,115,False,False,False,,True,3.364612830766079,False,,
MAIN,0.75,0.05,MIS-I-2000,6,95,False,False,False,,True,3.4695468724244005,False,,
MAIN,0.75,0.05,MIS-I-2000,7,88,False,False,False,,True,3.757864732132012,False,,
MAIN,0.75,0.05,MIS-I-2000,8,110,False,False,False,,True,3.331892383688859,False,,
MAIN,0.75,0.05,MIS-I-2000,9,108,False,False,False,,True,3.216625074267904,False,,
MAIN,0.75,0.05,MIS-I-2000,10,90,False,False,False,,True,3.5871114681835015,False,,
MAIN,0.75,0.05,MIS-I-2000,11,88,False,False,False,,True,3.459917528820531,False,,
MAIN,0.75,0.05,MIS-I-2000,12,103,False,False,False,,True,3.435320130449499,False,,
MAIN,0.75,0.05,MIS-I-2000,13,104,False,False,False,,True,3.2631136565476213,False,,
MAIN,0.75,0.05,MIS-I-2000,14,108,False,False,False,,True,3.312156896807673,False,,
MAIN,0.75,0.05,MIS-I-2000,15,96,False,False,False,,True,3.4278839847840654,False,,
MAIN,0.75,0.05,MIS-I-2000,16,110,False,False,False,,True,3.625455639966919,False,,
MAIN,0.75,0.05,MIS-I-2000,17,98,False,False,False,,True,3.431731879576523,False,,
MAIN,0.75,0.05,MIS-I-2000,18,115,False,False,False,,True,3.597203229585498,False,,
MAIN,0.75,0.05,MIS-I-2000,19,108,False,False,False,,True,3.213128280524259,False,,
MAIN,0.75,0.05,MIS-I-2000,20,110,False,False,False,,True,3.423531387367892,False,,
MAIN,0.75,0.05,MIS-I-2000,21,94,False,False,False,,True,3.84499599557675,False,,
MAIN,0.75,0.05,MIS-I-2000,22,104,False,False,False,,True,3.426789416463137,False,,
MAIN,0.75,0.05,MIS-I-2000,23,104,False,False,False,,True,3.60782744229883,False,,
MAIN,0.75,0.05,MIS-I-2000,24,93,False,False,False,,True,3.6697262969672355,False,,
MAIN,0.75,0.05,MIS-I-2000,25,104,False,False,False,,True,3.4982475303514557,False,,
MAIN,0.75,0.05,MIS-I-2000,26,102,False,False,False,,True,3.56629439499087,False,,
MAIN,0.75,0.05,MIS-I-2000,27,112,False,False,False,,True,3.5584726374212687,False,,
MAIN,0.75,0.05,MIS-I-2000,28,111,False,False,False,,True,3.5531238345548575,False,,
MAIN,0.75,0.05,MIS-I-2000,29,102,False,False,False,,True,3.6675986521167028,False,,
MAIN,0.75,0.05,MIS-I-2000,30,102,False,False,False,,True,3.4875408760236595,False,,
MAIN,0.75,0.05,MIS-I-2000,31,94,False,False,False,,True,3.363626434667253,False,,
MAIN,0.75,0.05,MIS-I-2000,32,104,False,False,False,,True,3.489318131427313,False,,
MAIN,0.75,0.05,MIS-I-2000,33,106,False,False,False,,True,3.8389118039660346,False,,
MAIN,0.75,0.05,MIS-I-2000,34,93,False,False,False,,True,3.390882042734695,False,,
MAIN,0.75,0.05,MIS-I-2000,35,111,False,False,False,,True,3.4018596474448497,False,,
MAIN,0.75,0.05,MIS-I-2000,36,96,False,False,False,,True,3.8687956881539396,False,,
MAIN,0.75,0.05,MIS-I-2000,37,116,False,False,False,,True,3.2622794817873215,False,,
MAIN,0.75,0.05,MIS-I-2000,38,107,False,False,False,,True,3.603059103311009,False,,
MAIN,0.75,0.05,MIS-I-2000,39,111,False,False,False,,True,3.477614118805798,False,,
MAIN,0.75,0.05,MIS-I-2000,40,93,False,False,False,,True,3.671262361275752,False,,
MAIN,0.75,0.05,MIS-I-2000,41,105,False,False,False,,True,3.3602436323091305,False,,
MAIN,0.75,0.05,MIS-I-2000,42,97,False,False,False,,True,3.513772998884496,False,,
MAIN,0.75,0.05,MIS-I-2000,43,92,False,False,False,,True,3.5518012753473367,False,,
MAIN,0.75,0.05,MIS-I-2000,44,106,False,False,False,,True,3.5185478905782612,False,,
MAIN,0.75,0.05,MIS-I-2000,45,103,False,False,False,,True,3.7499362772952898,False,,
MAIN,0.75,0.05,MIS-I-2000,46,109,False,False,False,,True,3.351537909660068,False,,
MAIN,0.75,0.05,MIS-I-2000,47,88,False,False,False,,True,3.3548603002002184,False,,
MAIN,0.75,0.05,MIS-I-2000,48,98,False,False,False,,True,3.565702764364304,False,,
MAIN,0.75,0.05,MIS-I-2000,49,102,False,False,False,,True,3.4749473973624654,False,,
MAIN,0.75,0.05,MIS-I-2000,50,108,False,False,False,,True,3.3851710510000754,False,,
MAIN,0.75,0.05,MIS-I-2000,51,108,False,False,False,,True,3.439073264688039,False,,
MAIN,0.75,0.05,MIS-I-2000,52,103,False,False,False,,True,3.608921928469241,False,,
MAIN,0.75,0.05,MIS-I-2000,53,93,False,False,False,,True,3.493623864270109,False,,
MAIN,0.75,0.05,MIS-I-2000,54,97,False,False,False,,True,3.5410607179335196,False,,
MAIN,0.75,0.05,MIS-I-2000,55,112,False,False,False,,True,3.589803952954184,False,,
MAIN,0.75,0.05,MIS-I-2000,56,100,False,False,False,,True,3.722770677219534,False,,
MAIN,0.75,0.05,MIS-I-2000,57,107,False,False,False,,True,3.898365540598732,False,,
MAIN,0.75,0.05,MIS-I-2000,58,89,False,False,False,,True,3.79588838594108,False,,
MAIN,0.75,0.05,MIS-I-2000,59,101,False,False,False,,True,3.7464203204066577,False,,
MAIN,0.75,0.05,MIS-I-2000,60,101,False,False,False,,True,3.487000569388216,False,,
MAIN,0.75,0.05,MIS-I-2000,61,83,False,False,False,,True,3.5943862495568557,False,,
MAIN,0.75,0.05,MIS-I-2000,62,101,False,False,False,,True,3.401845743109925,False,,
MAIN,0.75,0.05,MIS-I-2000,63,98,False,False,False,,True,3.448169014148821,False,,
MAIN,0.75,0.05,MIS-I-2000,64,87,False,False,False,,True,3.7512900618021385,False,,
MAIN,0.75,0.05,MIS-I-2000,65,90,False,False,False,,True,3.4559696339283983,False,,
MAIN,0.75,0.05,MIS-I-2000,66,111,False,False,False,,True,3.7359333901320775,False,,
MAIN,0.75,0.05,MIS-I-2000,67,109,False,False,False,,True,3.757814548238522,False,,
MAIN,0.75,0.05,MIS-I-2000,68,103,False,False,False,,True,3.540806405443555,False,,
MAIN,0.75,0.05,MIS-I-2000,69,115,False,False,False,,True,3.388959287364891,False,,
MAIN,0.75,0.05,MIS-I-2000,70,103,False,False,False,,True,3.4591865496458687,False,,
MAIN,0.75,0.05,MIS-I-2000,71,104,False,False,False,,True,3.3467897627008263,False,,
MAIN,0.75,0.05,MIS-I-2000,72,103,False,False,False,,True,3.4863097636192686,False,,
MAIN,0.75,0.05,MIS-I-2000,73,100,False,False,False,,True,3.4459865081509484,False,,
MAIN,0.75,0.05,MIS-I-2000,74,89,False,False,False,,True,3.4638785147975693,False,,
MAIN,0.75,0.05,MIS-I-2000,75,105,False,False,False,,True,3.274822012207638,False,,
MAIN,0.75,0.05,MIS-I-2000,76,105,False,False,False,,True,3.4933645872289034,False,,
MAIN,0.75,0.05,MIS-I-2000,77,98,False,False,False,,True,3.354358184422832,False,,
MAIN,0.75,0.05,MIS-I-2000,78,82,False,False,False,,True,3.7416823964893253,False,,
MAIN,0.75,0.05,MIS-I-2000,79,112,False,False,False,,True,3.74961165035709,False,,
MAIN,0.75,0.05,MIS-I-2000,80,96,False,False,False,,True,3.596241484700535,False,,
MAIN,0.75,0.05,MIS-I-2000,81,98,False,False,False,,True,3.611179297193693,False,,
MAIN,0.75,0.05,MIS-I-2000,82,99,False,False,False,,True,3.619412003952931,False,,
MAIN,0.75,0.05,MIS-I-2000,83,82,False,False,False,,True,3.97078241641031,False,,
MAIN,0.75,0.05,MIS-I-2000,84,102,False,False,False,,True,3.5778595700453515,False,,
MAIN,0.75,0.05,MIS-I-2000,85,97,False,False,False,,True,3.4630511982817738,False,,
MAIN,0.75,0.05,MIS-I-2000,86,98,False,False,False,,True,3.449327893875366,False,,
MAIN,0.75,0.05,MIS-I-2000,87,83,False,False,False,,True,3.8541742633082228,False,,
MAIN,0.75,0.05,MIS-I-2000,88,129,False,False,False,,True,3.2141396004302836,False,,
MAIN,0.75,0.05,MIS-I-2000,89,107,False,False,False,,True,3.4138666514851286,False,,
MAIN,0.75,0.05,MIS-I-2000,90,104,False,False,False,,True,3.5013688310256272,False,,
MAIN,0.75,0.05,MIS-I-2000,91,114,False,False,False,,True,3.3460987048230857,False,,
MAIN,0.75,0.05,MIS-I-2000,92,78,False,False,False,,True,3.5431664265695924,False,,
MAIN,0.75,0.05,MIS-I-2000,93,105,False,False,False,,True,3.470892187416831,False,,
MAIN,0.75,0.05,MIS-I-2000,94,110,False,False,False,,True,3.339909668562425,False,,
MAIN,0.75,0.05,MIS-I-2000,95,97,False,False,False,,True,3.5670709350970324,False,,
MAIN,0.75,0.05,MIS-I-2000,96,98,False,False,False,,True,3.616558921422124,False,,
MAIN,0.75,0.05,MIS-I-2000,97,96,False,False,False,,True,3.974156999684097,False,,
MAIN,0.75,0.05,MIS-I-2000,98,101,False,False,False,,True,3.383792363418639,False,,
MAIN,0.75,0.05,MIS-I-2000,99,82,False,False,False,,True,3.8800195614633086,False,,
MAIN,0.75,0.05,MIS-I-2000,100,95,False,False,False,,True,3.49340294070132,False,,
MAIN,0.75,0.05,MIS-I-2000,101,104,False,False,False,,True,3.5429140603945726,False,,
MAIN,0.75,0.05,MIS-I-2000,102,110,False,False,False,,True,3.2053767889760403,False,,
MAIN,0.75,0.05,MIS-I-2000,103,102,False,False,False,,True,3.4952444585756672,False,,
MAIN,0.75,0.05,MIS-I-2000,104,104,False,False,False,,True,3.479245539612999,False,,
MAIN,0.75,0.05,MIS-I-2000,105,108,False,False,False,,True,3.4709847687514763,False,,
MAIN,0.75,0.05,MIS-I-2000,106,94,False,False,False,,True,3.69424350909964,False,,
MAIN,0.75,0.05,MIS-I-2000,107,104,False,False,False,,True,3.4522536863755184,False,,
MAIN,0.75,0.05,MIS-I-2000,108,97,False,False,False,,True,3.7190531027554736,False,,
MAIN,0.75,0.05,MIS-I-2000,109,117,False,False,False,,True,3.3107640197422468,False,,
MAIN,0.75,0.05,MIS-I-2000,110,89,False,False,False,,True,3.7560890825507385,False,,
MAIN,0.75,0.05,MIS-I-2000,111,103,False,False,False,,True,3.509938939068796,False,,
MAIN,0.75,0.05,MIS-I-2000,112,101,False,False,False,,True,3.655002644144886,False,,
MAIN,0.75,0.05,MIS-I-2000,113,101,False,False,False,,True,3.529267826684148,False,,
MAIN,0.75,0.05,MIS-I-2000,114,103,False,False,False,,True,3.562332390185383,False,,
MAIN,0.75,0.05,MIS-I-2000,115,109,False,False,False,,True,3.8609664529702608,False,,
MAIN,0.75,0.05,MIS-I-2000,116,81,False,False,False,,True,3.5157683087808396,False,,
MAIN,0.75,0.05,MIS-I-2000,117,87,False,False,False,,True,3.5172984316150995,False,,
MAIN,0.75,0.05,MIS-I-2000,118,99,False,False,False,,True,3.6887690694836652,False,,
MAIN,0.75,0.05,MIS-I-2000,119,88,False,False,False,,True,3.5869459808038355,False,,
MAIN,0.75,0.05,MIS-I-2000,120,92,False,False,False,,True,3.555516558674313,False,,
MAIN,0.75,0.05,MIS-I-2000,121,104,False,False,False,,True,3.437959260542982,False,,
MAIN,0.75,0.05,MIS-I-2000,122,106,False,False,False,,True,3.2458984616477924,False,,
MAIN,0.75,0.05,MIS-I-2000,123,116,False,False,False,,True,3.329703624378696,False,,
MAIN,0.75,0.05,MIS-I-2000,124,92,False,False,False,,True,3.3963813942103425,False,,
MAIN,0.75,0.05,MIS-I-2000,125,98,False,False,False,,True,3.4694501887979956,False,,
MAIN,0.75,0.05,MIS-I-2000,126,97,False,False,False,,True,3.956612280504215,False,,
MAIN,0.75,0.05,MIS-I-2000,127,102,False,False,False,,True,3.6102509985719697,False,,
MAIN,0.75,0.05,MIS-I-2000,128,95,False,False,False,,True,3.592246735317051,False,,
MAIN,0.75,0.05,MIS-I-2000,129,100,False,False,False,,True,3.313912631301866,False,,
MAIN,0.75,0.05,MIS-I-2000,130,96,False,False,False,,True,3.379719372851648,False,,
MAIN,0.75,0.05,MIS-I-2000,131,97,False,False,False,,True,3.6569622298338236,False,,
MAIN,0.75,0.05,MIS-I-2000,132,90,False,False,False,,True,3.6223076115874413,False,,
MAIN,0.75,0.05,MIS-I-2000,133,94,False,False,False,,True,3.3210827966208254,False,,
MAIN,0.75,0.05,MIS-I-2000,134,100,False,False,False,,True,3.725664073738559,False,,
MAIN,0.75,0.05,MIS-I-2000,135,101,False,False,False,,True,3.774451447062003,False,,
MAIN,0.75,0.05,MIS-I-2000,136,96,False,False,False,,True,3.478109917639682,False,,
MAIN,0.75,0.05,MIS-I-2000,137,86,False,False,False,,True,3.5087074213352842,False,,
MAIN,0.75,0.05,MIS-I-2000,138,99,False,False,False,,True,3.5706769142384664,False,,
MAIN,0.75,0.05,MIS-I-2000,139,111,False,False,False,,True,3.3691257965804833,False,,
MAIN,0.75,0.05,MIS-I-2000,140,116,False,False,False,,True,3.344456322741865,False,,
MAIN,0.75,0.05,MIS-I-2000,141,92,False,False,False,,True,3.7761060030657094,False,,
MAIN,0.75,0.05,MIS-I-2000,142,98,False,False,False,,True,3.73077719060634,False,,
MAIN,0.75,0.05,MIS-I-2000,143,84,False,False,False,,True,3.61979632855967,False,,
MAIN,0.75,0.05,MIS-I-2000,144,102,False,False,False,,True,3.26730120496758,False,,
