scenario,estimand,design,cov_lb90,wilson_lo,wilson_hi,learned,n_fits,cluster_se,cluster_lo,cluster_hi,fit_cov_min,fit_cov_p10,fit_cov_p50,design_effect
S8,rate,DEF-0.5/DIFF(STRAT-2000),0.9183,0.9127694158898937,0.9235093192712068,True,200.0,0.0027954647405356208,0.9128208891085502,0.9237791108914498,0.82,0.86,0.92,1.0416010207219806
S8,rate,SRSWOR/EXP,0.9003,0.8942732435085223,0.9060193161017778,False,,,,,,,,
S8,rate,SRSWOR/DIFF(STRAT-2000),0.9127,0.9070077367590588,0.9180752993417927,True,200.0,0.002786101543204271,0.9072392409753196,0.9181607590246803,0.82,0.86,0.92,0.9742077662960679
S8,rate,ST-PROP/EXP,0.9118,0.9060824048379057,0.9172013224854059,False,,,,,,,,
S8,rate,ST-EQD/EXP,0.9452,0.9405658653339477,0.9494922099558489,False,,,,,,,,
S8,dollars,EQ-P/HT,0.9499,0.9454487986700216,0.954005666902484,False,,,,,,,,
S8,dollars,PPS-A/HT,0.9173,0.911740016528771,0.9225394866572849,False,,,,,,,,
S8,dollars,RA-OR/HT,0.9165,0.9109166657615745,0.9217634518444459,False,,,,,,,,
S8,dollars,RA-EST(STRAT-2000)/HT,0.9128,0.9071105622457152,0.9181723970526405,True,200.0,0.002810747499783231,0.9072909349004248,0.9183090650995751,0.8,0.86,0.92,0.9925480711051486
S8,dollars,DEF-0.5(STRAT-2000)/HT,0.9176,0.9120488115827671,0.9228304611958021,True,200.0,0.0027584862209472385,0.9121933670069434,0.9230066329930565,0.8,0.86,0.92,1.006377738141788
S8,dollars,EQ-P/DIFF(STRAT-2000),0.8725,0.8658194137770319,0.878894496927032,True,200.0,0.004601589194569403,0.8634808851786441,0.881519114821356,0.72,0.78,0.88,1.9034438443128618
S8,dollars,RA-EST/DIFF(STRAT-2000),0.8928,0.8865848478684839,0.8987134719289827,True,200.0,0.003054085327218224,0.8868139927586524,0.8987860072413477,0.74,0.84,0.9,0.974570735236123
S8,dollars,DEF-0.5/DIFF(STRAT-2000),0.8834,0.8769617707278253,0.8895437685042232,True,200.0,0.003490432004478736,0.8765587532712217,0.8902412467287782,0.7,0.82,0.88,1.1827757694609518
S8,dollars,SRSWOR/EXP,0.9487,0.9442011559778062,0.9528542312246461,False,,,,,,,,
S8,dollars,SRSWOR/DIFF(STRAT-2000),0.873,0.8663301743314945,0.8793833523600917,True,200.0,0.004106007365119071,0.8649522255643666,0.8810477744356334,0.7,0.8,0.88,1.5206227491780593
S8,dollars,ST-PROP/EXP,0.9116,0.9058767991988123,0.9170070817294903,False,,,,,,,,
S8,dollars,ST-EQD/EXP,0.9118,0.9060824048379057,0.9172013224854059,False,,,,,,,,
