scenario,dgp,sigma,prevalence,n,estimand,design,R,true_total,bias,rel_bias,mc_se_bias,emp_var,rmse,mean_var_hat,cov_lb90,cov_lb90_lo,cov_lb90_hi,cov_2s95,mean_lb_shortfall,mean_width95,mean_size,sd_size,zero_error_freq,var_estimator
S1,MAIN,0.0,0.25,100,dollars,EQ-P/DIFF(COR-2000),10000,2527474.506755437,-5882.884511575103,-0.0023275742231430316,8088.744113417967,654277813323.5382,808855.3602915558,663934811957.8838,0.9351,0.9301025060002954,0.9397633263415521,0.9366,994390.2822781102,3023583.2098578033,99.9494,9.846605488187286,0.0,
S1,MAIN,0.0,0.25,100,dollars,RA-EST/DIFF(COR-2000),10000,2527474.506755437,-6713.417972934898,-0.0026561763353067525,4368.172191445325,190809282941.1625,436846.9663323161,190799219570.52234,0.9182,0.9126664653094795,0.9234123466541165,0.9464,564823.9051139606,1707112.6649916251,99.9205,9.943881523328805,0.0,
S1,MAIN,0.0,0.25,100,dollars,DEF-0.5/DIFF(COR-2000),10000,2527474.506755437,-7910.9198307101615,-0.0031299701775688916,4914.292420770242,241502699968.39844,491468.3431829252,241949560263.9184,0.9187,0.9131812420501094,0.9238971859010087,0.944,635178.3143435834,1918645.3904397697,99.9609,9.990153712030661,0.0,
S1,MAIN,0.0,0.25,100,dollars,RA-EST(MIS-G-2000)/HT,10000,2527474.506755437,-9403.381585165393,-0.0037204654527798493,5044.788785751641,254498938928.45514,504541.2893111906,252519917060.1487,0.9251,0.919775858190593,0.9300976544008099,0.9453,650102.4086385834,1959729.2090559287,99.9194,9.923694052115877,0.0,
S1,MAIN,0.0,0.25,100,dollars,DEF-0.5(MIS-G-2000)/HT,10000,2527474.506755437,-9331.152745353058,-0.0036918879776681197,5658.84288533832,320225028009.44135,565932.9252819609,319347549482.01337,0.9262,0.9209103796744207,0.9311622880895312,0.9369,727422.0735164934,2196450.5840832824,99.9545,9.98364811829824,0.0,
S1,MAIN,0.0,0.25,100,dollars,SRSWOR/EXP,10000,2527474.506755437,-296.1008687224239,-0.00011715286066427384,8883.984967117196,789251888959.6434,888354.1250236147,779992986364.2678,0.9571,0.9529497721330408,0.9608991636597849,0.8623,1028779.2106903546,3145858.3613083633,100.0,0.0,0.0,
S1,MAIN,0.0,0.25,100,dollars,SRSWOR/DIFF(COR-2000),10000,2527474.506755437,-1458.6278849202208,-0.0005771088416605582,8139.550032499048,662522747315.5526,813915.6114955209,664857755299.9712,0.9303,0.9251420240114383,0.9351274948501958,0.9283,990861.6984090023,3026322.836407251,100.0,0.0,0.0,
S1,MAIN,0.0,0.25,100,dollars,ST-PROP/EXP,10000,2527474.506755437,-7209.967419493012,-0.0028526370494429136,8375.058999086472,701416132381.7928,837495.059327961,704052924714.4185,0.9274,0.9221484173248192,0.9323233288091858,0.8441,983963.5039567174,2987631.2508292315,100.0,0.0,0.0,
S1,MAIN,0.0,0.25,100,dollars,ST-EQD/EXP,10000,2527474.506755437,-2337.6058220285922,-0.0009248781009583427,4660.921204677148,217241864762.0908,466074.6774676712,220050805023.53012,0.9219,0.9164772535343857,0.926998716736875,0.9406,600415.7596358565,1829363.207741349,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,rate,EQ-P/HT,10000,4997.0,-15.479999999999563,-0.0030978587152290502,9.952474774417343,990517.5413541354,995.3180999057538,991322.48,0.9332,0.9281381221865116,0.9379291694027515,0.9473,1284.959827067872,3883.0037074564734,99.8711,9.994032458922675,0.0,
S2,MAIN,0.75,0.25,100,rate,PPS-A/HT,10000,4997.0,-4.208827252831725,-0.0008422708130541775,17.813533755698426,3173219.8486540723,1781.2692780419393,3128500.227635766,0.9621,0.9581763547242961,0.9656687409437519,0.8643,1959.652256891077,5981.185305279176,100.0562,9.966285243760586,0.0,
S2,MAIN,0.75,0.25,100,rate,RA-OR/HT,10000,4997.0,-9.74176276653452,-0.0019495222666669042,9.695497007225894,940026.6221712627,969.5501644839451,927043.2411390435,0.9235,0.9181262224918811,0.9285485189394505,0.9396,1236.285472091192,3751.6734564151734,100.0098,9.955727193932145,0.0,
S2,MAIN,0.75,0.25,100,rate,RA-EST(COR-2000)/HT,10000,4997.0,-11.637216645742228,-0.002328840633528563,9.705493526941794,941966.0460150904,970.5705920857837,928338.9400973185,0.923,0.9176108489669091,0.9280642764769004,0.9389,1238.9777857331653,3754.110840095613,100.0033,9.922887135808812,0.0,
S2,MAIN,0.75,0.25,100,rate,DEF-0.5(COR-2000)/HT,10000,4997.0,-12.364916749994336,-0.0024744680308173574,9.741838768840411,949034.2259808205,974.2136386462965,942262.2374759694,0.9238,0.9184354778193632,0.9288390332044817,0.9395,1249.962968499863,3785.485772062385,99.9689,9.979706047274137,0.0,
S2,MAIN,0.75,0.25,100,rate,EQ-P/DIFF(COR-2000),10000,4997.0,-11.672934419313606,-0.0023359884769488903,8.154418943193514,664945.4830111323,815.4846692984418,672754.2108696476,0.9152,0.9095790352671305,0.9205020807713322,0.95,1059.2959760181434,3204.4023605643274,99.8711,9.994032458922675,0.0,
S2,MAIN,0.75,0.25,100,rate,RA-EST/DIFF(COR-2000),10000,4997.0,-12.213400488397383,-0.002444146585630855,8.10952389675412,657643.7783202612,811.003810776447,656298.9050839342,0.915,0.909373280094042,0.9203079895494117,0.9473,1045.964577809704,3161.9719892654234,99.9405,9.924654137550588,0.0,
S2,MAIN,0.75,0.25,100,rate,DEF-0.5/DIFF(COR-2000),10000,4997.0,-11.28105669967681,-0.0022575658794630397,8.137955975291758,662263.2745578683,813.8330974288731,660176.1400808378,0.9116,0.9058767991988123,0.9170070817294903,0.9492,1048.7764261984667,3173.424484844009,99.9309,9.97667906620234,0.0,
S2,MAIN,0.75,0.25,100,rate,RA-EST(MIS-G-2000)/HT,10000,4997.0,-13.171204828438022,-0.002635822459163102,9.72256491309974,945282.6848943817,972.2970931060757,938721.8978288866,0.9218,0.9163742146809817,0.9269018323927742,0.9393,1247.7340213588532,3776.2017886867984,99.961,9.977248067478326,0.0,
S2,MAIN,0.75,0.25,100,rate,DEF-0.5(MIS-G-2000)/HT,10000,4997.0,-11.95689323301849,-0.002392814335204821,9.801542522897462,960702.3582816713,980.1781753036685,952889.4688504486,0.9235,0.9181262224918811,0.9285485189394505,0.9403,1256.5485822963064,3806.877462609637,99.973,10.000913508275131,0.0,
S2,MAIN,0.75,0.25,100,rate,SRSWOR/EXP,10000,4997.0,0.8400000000001455,0.0001681008605163389,8.619127703905868,742893.6237623764,861.8700830171564,746105.0315151515,0.8978,0.8917093562060378,0.9035851234666513,0.9449,1104.2002850966148,3380.0265529461653,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,rate,SRSWOR/DIFF(COR-2000),10000,4997.0,1.7018767537992971,0.00034057969857900685,8.17984319399047,669098.346782722,817.9451896872607,674610.5480481847,0.9123,0.9065964565257124,0.9176868867851212,0.9465,1048.6633241905206,3212.789902199842,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,rate,ST-PROP/EXP,10000,4997.0,1.0891469736843646,0.00021796017083937656,8.560073683252915,732748.6146271913,855.9652598130714,736670.8375221947,0.9101,0.9043350277290721,0.9155500052366637,0.9413,1096.675233295033,3357.7714805776013,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,rate,ST-EQD/EXP,10000,4997.0,0.22886000000016793,4.5799479687846295e-05,12.486767230616465,1559193.558715972,1248.6143086385805,1543940.3532844211,0.9268,0.9215293486904098,0.9317428582585686,0.9163,1572.3388803996463,4810.069633246568,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,rate,CPS-RA-OR/HT,10000,4997.0,-10.102230016580506,-0.0020216589987153304,8.230579422624965,677424.376321375,823.0787865903549,679659.5864980702,0.9154,0.9097847994888586,0.9206961629446129,0.9395,1063.6053444762144,3222.387951380176,100.0,0.0,,Deville approx
S2,MAIN,0.75,0.25,100,rate,CPS-RA-EST(COR-2000)/HT,10000,4997.0,3.322842903430683,0.0006649675612228703,8.338726768338566,695343.6411700613,833.8376029485029,683385.1369799051,0.9134,0.9077275610241651,0.9187549374592174,0.9419,1052.82832599974,3230.4876509599208,100.0,0.0,,Deville approx
S2,MAIN,0.75,0.25,100,dollars,EQ-P/HT,10000,3247392.272145333,-22724.781592409126,-0.006997855413813743,11320.219465454024,1281473687460.4417,1132193.4268446,1285875622512.7983,0.9593,0.9552475033807162,0.9629997427572075,0.8678,1363299.5851303264,4100464.4747160356,99.7782,9.975079185650609,0.0,
S2,MAIN,0.75,0.25,100,dollars,PPS-A/HT,10000,3247392.272145333,-9640.456210329663,-0.002968676218460317,5725.461825774293,327809131183.98706,572598.7152158237,323373949778.63586,0.9151,0.909476156551318,0.9204050362896402,0.9398,735502.6247396532,2220220.779728126,100.0711,9.889724201917868,0.0,
S2,MAIN,0.75,0.25,100,dollars,RA-OR/HT,10000,3247392.272145333,-10377.538503990043,-0.003195652891399629,5592.831764627282,312797671474.2392,559351.4861091311,307838984597.1373,0.9228,0.917404717655872,0.9278705613929286,0.9405,718213.3807751945,2165083.0058150394,100.0703,9.874419370778213,0.0,
S2,MAIN,0.75,0.25,100,dollars,RA-EST(COR-2000)/HT,10000,3247392.272145333,-10606.25657591736,-0.003266084195276637,5602.330307446348,313861048737.319,560305.4125305229,308360833163.194,0.9231,0.9177139184915405,0.9281611301497735,0.9392,719000.6985321132,2166791.614807127,100.0616,9.90743182868295,0.0,
S2,MAIN,0.75,0.25,100,dollars,DEF-0.5(COR-2000)/HT,10000,3247392.272145333,-13814.428317320533,-0.0042540066489085634,6368.458461507795,405572631759.5024,636963.8238754701,402438935211.7059,0.9276,0.9223547958697432,0.9325167966592708,0.937,821762.8120760221,2471300.845177408,99.909,9.972498132363826,0.0,
S2,MAIN,0.75,0.25,100,dollars,EQ-P/DIFF(COR-2000),10000,3247392.272145333,-18927.53330950765,-0.005828533088490571,9032.918845890266,815936228764.3953,903445.0103125819,815933296747.5674,0.9002,0.8941706664352551,0.9059219699775405,0.9588,1112770.875270075,3345778.059364449,99.7782,9.975079185650609,0.0,
S2,MAIN,0.75,0.25,100,dollars,RA-EST/DIFF(COR-2000),10000,3247392.272145333,-13278.914079387672,-0.004089100720380538,4519.378382621942,204247809653.10526,452110.2901187582,198639633616.86157,0.9127,0.9070077367590588,0.9180752993417927,0.9455,582794.5493348566,1741998.0026458348,100.0924,9.940415596945632,0.0,
S2,MAIN,0.75,0.25,100,dollars,DEF-0.5/DIFF(COR-2000),10000,3247392.272145333,-15754.789388341364,-0.004851520256261877,5105.308507554504,260641749573.084,510748.3713011699,258050755432.9179,0.9112,0.9054656135521865,0.9166185745860983,0.9459,664374.7744027551,1983957.3286946563,99.9184,9.956653124418867,0.0,
S2,MAIN,0.75,0.25,100,dollars,RA-EST(MIS-G-2000)/HT,10000,3247392.272145333,-11385.449982448947,-0.0035060285386857033,5622.218452316983,316093403255.7356,562309.0096972596,311541252340.815,0.9213,0.9158590582270959,0.9264173728591379,0.9407,723569.1205217534,2178381.8648630064,100.0512,9.906925787548829,0.0,
S2,MAIN,0.75,0.25,100,dollars,DEF-0.5(MIS-G-2000)/HT,10000,3247392.272145333,-17160.6710857586,-0.005284446610578926,6404.006677431852,410113015245.9175,640598.5424401982,406681889161.64355,0.9261,0.9208072277782461,0.9310655167882013,0.9374,829370.0113080643,2484333.986305536,99.898,9.967145830176259,0.0,
S2,MAIN,0.75,0.25,100,dollars,SRSWOR/EXP,10000,3247392.272145333,279.41000078758225,8.604134560035611e-05,10849.584420690398,1177134821016.8782,1084904.228770782,1199952877857.3652,0.9596,0.9555610625556126,0.9632859531748243,0.8731,1290222.909813891,3947305.96381006,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,dollars,SRSWOR/DIFF(COR-2000),10000,3247392.272145333,4675.862970576622,0.0014398823975421962,9077.834718235257,824070831715.974,907750.1243884916,813196968100.5171,0.8966,0.890479083320153,0.9024163179824825,0.9522,1090399.162920255,3349545.4553999407,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,dollars,ST-PROP/EXP,10000,3247392.272145333,6558.208165600896,0.0020195306313481897,9809.432674949554,962249694043.6798,980916.1427811343,940980998861.9032,0.8987,0.8926322270009097,0.9044615614493192,0.8432,1137579.04755121,3499613.866294171,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,dollars,ST-EQD/EXP,10000,3247392.272145333,-3829.552341675386,-0.0011792700175225395,5057.33641748642,255766516396.34372,505722.85415614926,259160456739.7879,0.9158,0.9101963551947828,0.9210843000287064,0.9434,653720.0647284638,1987843.5365667038,100.0,0.0,0.0,
S2,MAIN,0.75,0.25,100,dollars,CPS-RA-OR/HT,10000,3247392.272145333,-2506.7607609140687,-0.0007719303831618781,4553.579344695024,207350848484.3316,455342.0661974859,205823838734.235,0.9077,0.9018691672644447,0.9132177089611843,0.9449,583006.8312991274,1775596.4907964733,100.0,0.0,,Deville approx
S2,MAIN,0.75,0.25,100,dollars,CPS-RA-EST(COR-2000)/HT,10000,3247392.272145333,814.5725211491808,0.000250838966433534,4499.378889728661,202444103933.35922,449916.12890777556,206810288966.511,0.9132,0.9075218860070181,0.9185607660813556,0.9475,581056.3137533381,1779789.4543022304,100.0,0.0,,Deville approx
S3,MAIN,1.5,0.05,100,rate,EQ-P/HT,10000,981.0,1.3400000000000318,0.0013659531090724076,4.478215926213046,200544.17881788174,447.80120589386536,195485.66,0.9335,0.9284482114963108,0.9382188496854655,0.8642,548.2160946563911,1680.9470363422931,99.8674,10.018274164745144,0.0075,
S3,MAIN,1.5,0.05,100,rate,PPS-A/HT,10000,981.0,-1.4176357008282139,-0.001445092457521115,6.2799942743157136,394383.2808543814,627.9696268270276,391707.74551005295,0.9757,0.9724943932867947,0.9785402572418582,0.7957,632.9887597370862,1931.8093630676701,99.8799,9.921213433345741,0.0001,
S3,MAIN,1.5,0.05,100,rate,RA-OR/HT,10000,981.0,0.20769875732025866,0.00021172146515826572,3.3746923529823714,113885.48477277695,337.45242533292526,113299.32657288027,0.9471,0.9425386481423923,0.9513179678999888,0.8999,410.39812299771125,1255.934827937015,99.8,10.030882314133688,0.0,
S3,MAIN,1.5,0.05,100,rate,RA-EST(COR-2000)/HT,10000,981.0,-0.9899503481656211,-0.0010091236984359033,3.3928261467451364,115112.6926203745,339.26709441501146,114598.33110061254,0.9469,0.9423309140829409,0.9511258555644312,0.8976,412.90161519934605,1259.9290572863813,99.7345,10.069717461279636,0.0,
S3,MAIN,1.5,0.05,100,rate,DEF-0.5(COR-2000)/HT,10000,981.0,-1.806375606659003,-0.0018413614746778828,3.6093510595322913,130274.15070946873,360.921579137671,128294.78413542877,0.9385,0.933620698599507,0.9430425224574916,0.908,447.7250224979324,1363.9474390877535,99.7539,10.018309976737592,0.0001,
S3,MAIN,1.5,0.05,100,rate,EQ-P/DIFF(COR-2000),10000,981.0,2.8149664819255804,0.0028694867297916213,3.7820545684614144,143039.36758819857,378.1970223147376,141970.83846054226,0.9329,0.9278280611457773,0.9376394608509723,0.9212,467.4223986242611,1438.331979098289,99.8674,10.018274164745144,0.0075,
S3,MAIN,1.5,0.05,100,rate,RA-EST/DIFF(COR-2000),10000,981.0,2.449454325531292,0.0024968953369330195,3.137112038860172,98414.71944361423,313.70508092500313,97606.01800511568,0.9455,0.9408772559546209,0.949780588927689,0.9053,377.62791372432355,1162.5563461426943,99.7157,10.055141645446872,0.0,
S3,MAIN,1.5,0.05,100,rate,DEF-0.5/DIFF(COR-2000),10000,981.0,3.0332967248223213,0.0030920455910523155,3.2887669314341905,108159.87929295063,328.8742376563451,107456.85537199059,0.9343,0.9292752558830955,0.9389911908787165,0.9154,404.29959536748447,1245.923799999724,99.75,10.033389257872935,0.0009,
S3,MAIN,1.5,0.05,100,rate,RA-EST(MIS-G-2000)/HT,10000,981.0,-1.4567815508503372,-0.0014849964840472347,3.7272069076887044,138920.71332722396,372.7049013205731,137596.70468196706,0.9416,0.9368320085759004,0.9460288316037361,0.9036,459.8887011384448,1402.2222373446546,99.8095,10.040229566598564,0.0002,
S3,MAIN,1.5,0.05,100,rate,DEF-0.5(MIS-G-2000)/HT,10000,981.0,-1.6339925377913005,-0.0016656396919381249,3.919768034495794,153645.8144425502,391.9606100014637,152697.48751000737,0.9396,0.934759795158834,0.9441025810707135,0.9119,489.1558920098529,1491.200807411512,99.7636,10.059260163650206,0.0011,
S3,MAIN,1.5,0.05,100,rate,SRSWOR/EXP,10000,981.0,1.8999999999999773,0.0019367991845055835,4.301930922384284,185066.09660966098,430.17577802568104,186003.2898989899,0.9428,0.9380760598258889,0.947183858723801,0.8742,536.5144960526115,1646.8678270764067,100.0,0.0,0.0069,
S3,MAIN,1.5,0.05,100,rate,SRSWOR/DIFF(COR-2000),10000,981.0,1.6623904992356984,0.0016945876648681941,3.7850229032529694,143263.98378149536,378.4870155306377,142091.27532056795,0.9356,0.9306196433650872,0.9402458049642825,0.9159,469.2958814298548,1440.5370427837292,100.0,0.0,0.0069,
S3,MAIN,1.5,0.05,100,rate,ST-PROP/EXP,10000,981.0,2.7905369407895932,0.0028445840375021336,4.286466418107555,183737.94353563807,428.6342926524923,185971.34047288567,0.9457,0.941084870570372,0.9499728207069467,0.8913,535.6726697223531,1647.0168199766888,100.0,0.0,0.0064,
S3,MAIN,1.5,0.05,100,rate,ST-EQD/EXP,10000,981.0,-6.363225000000057,-0.006486467889908315,5.6187505228634915,315703.57438178756,561.8829901827871,316228.46166964475,0.9706,0.9671040612328606,0.9737345062230655,0.7627,632.8304396468749,1916.1978514398952,100.0,0.0,0.0002,
S3,MAIN,1.5,0.05,100,dollars,EQ-P/HT,10000,839081.9501959048,3936.675995101221,0.0046916466194775195,6411.9780031674445,411134619131.0317,641177.8248559514,406870407599.2524,0.9768,0.9736612433346437,0.9795725623665581,0.7562,641213.5318983591,1973344.1963412038,99.7842,9.922319807383754,0.007,
S3,MAIN,1.5,0.05,100,dollars,PPS-A/HT,10000,839081.9501959048,1166.647598800715,0.001390385764499322,2884.6960095903773,83214710677.46645,288457.53634290525,83599588437.78226,0.9265,0.9212198518003409,0.9314525855561242,0.9086,363539.186358568,1115538.8807228005,99.9431,9.866015527557211,0.0001,
S3,MAIN,1.5,0.05,100,dollars,RA-OR/HT,10000,839081.9501959048,-669.990575802396,-0.0007984805007972939,2344.7980294720837,54980777990.16167,234469.03590822886,54482540881.377975,0.9385,0.933620698599507,0.9430425224574916,0.9137,291138.7375322181,888467.2267200161,99.8872,9.753352047373252,0.0,
S3,MAIN,1.5,0.05,100,dollars,RA-EST(COR-2000)/HT,10000,839081.9501959048,432.1663232030114,0.0005150466210149215,2362.141102068814,55797105860.828705,236202.69456120423,55400277863.1739,0.9397,0.9348633709164661,0.944198928510586,0.9122,291845.71827570064,894000.9012403159,99.8446,9.782364276594896,0.0,
S3,MAIN,1.5,0.05,100,dollars,DEF-0.5(COR-2000)/HT,10000,839081.9501959048,600.8584496700205,0.0007160903050408067,2797.006968023231,78232479791.70506,279687.35683724144,77180531737.9233,0.9361,0.931136863360677,0.9407282009562151,0.9097,345785.38334413053,1059504.083813481,99.7825,9.967506897414218,0.0,
S3,MAIN,1.5,0.05,100,dollars,EQ-P/DIFF(COR-2000),10000,839081.9501959048,830.8428129525855,0.0009901807716857743,5187.248802395212,269075501379.50555,518699.608761321,270159939854.60266,0.9467,0.9421231973582078,0.9509337258941555,0.9143,572620.7139808374,1754036.9477316025,99.7842,9.922319807383754,0.007,
S3,MAIN,1.5,0.05,100,dollars,RA-EST/DIFF(COR-2000),10000,839081.9501959048,934.1770532911178,0.001113332318819408,2111.5576496881386,44586757079.56496,211147.2734624435,44876079224.80833,0.9339,0.9288617081905852,0.9386050457812087,0.9255,262397.27263272065,805461.3973523213,99.9327,9.819998508655692,0.0,
S3,MAIN,1.5,0.05,100,dollars,DEF-0.5/DIFF(COR-2000),10000,839081.9501959048,-880.5010124918772,-0.0010493623564257364,2461.467761948857,60588235431.13514,246136.04345894777,61911646357.69737,0.9366,0.931654166890402,0.9412105134140122,0.9291,311367.4625854739,949697.661355848,99.7848,9.947486564957,0.0,
S3,MAIN,1.5,0.05,100,dollars,RA-EST(MIS-G-2000)/HT,10000,839081.9501959048,-457.17542484391015,-0.0005448519357819234,2504.4683646681833,62723617896.237236,250434.73110536547,62879706144.968475,0.9393,0.9344490895433285,0.9438135170937058,0.9217,314729.18555864424,961275.1258268724,99.9027,9.784877756517963,0.0,
S3,MAIN,1.5,0.05,100,dollars,DEF-0.5(MIS-G-2000)/HT,10000,839081.9501959048,169.41252036509104,0.00020190223413283698,2954.9012697409635,87314415139.16759,295475.40066519193,87327382228.23622,0.9386,0.9337242350453652,0.943138909209138,0.9163,369656.3825584944,1131199.4903621832,99.7862,9.904235940242943,0.0001,
S3,MAIN,1.5,0.05,100,dollars,SRSWOR/EXP,10000,839081.9501959048,-1510.7706180688692,-0.00180050425076614,6228.57194713741,387951085006.6711,622827.8833883649,389695637860.2648,0.9767,0.9735550964376862,0.979478786066011,0.7535,635095.845700448,1937969.5077284852,100.0,0.0,0.0059,
S3,MAIN,1.5,0.05,100,dollars,SRSWOR/DIFF(COR-2000),10000,839081.9501959048,563.4256688136375,0.0006714787139469412,5150.051027484573,265230255856.94904,514979.6600642084,264540415749.81046,0.9395,0.934656223016341,0.944006230015702,0.907,566899.2671033131,1735718.5934704856,100.0,0.0,0.0059,
S3,MAIN,1.5,0.05,100,dollars,ST-PROP/EXP,10000,839081.9501959048,-7904.870715736528,-0.009420856584855551,6199.908483076109,384388651985.19104,620010.2419323612,378784055009.4542,0.9683,0.9646821958733204,0.9715581380400035,0.7255,628214.9009499707,1897364.6495315204,100.0,0.0,0.0052,
S3,MAIN,1.5,0.05,100,dollars,ST-EQD/EXP,10000,839081.9501959048,744.2895078059519,0.0008870283857639635,2954.562803843211,87294413618.53856,295442.44472324575,86290150610.40651,0.9341,0.9290684756351676,0.9387981247316356,0.9182,367643.16983253986,1126800.0009917098,100.0,0.0,0.0005,
S4,MAIN,1.5,0.05,400,rate,EQ-P/HT,10000,981.0,-1.2699999999999818,-0.0012945973496432026,2.2148483617003065,49055.53265326533,221.47740291054524,48006.77,0.9361,0.931136863360677,0.9407282009562151,0.9445,280.22776035052857,853.2581570569096,399.8385,20.0121317642574,0.0,
S4,MAIN,1.5,0.05,400,rate,PPS-A/HT,10000,981.0,-3.859053400527273,-0.003933795515318321,3.2588005223708567,106197.8084460457,325.8866075160948,104126.14106631087,0.9589,0.9548295129721371,0.9626180403757687,0.8654,368.8156533647884,1116.305907747338,399.9193,19.214910551704374,0.0,
S4,MAIN,1.5,0.05,400,rate,RA-OR/HT,10000,981.0,-1.8092804088748835,-0.001844322537079392,1.6802729563091254,28233.17207703808,168.02863522456022,27259.803536138206,0.9277,0.922457989353658,0.9326135263728603,0.9299,210.29547092107106,637.7042261334427,399.8002,19.7873515145408,0.0,
S4,MAIN,1.5,0.05,400,rate,RA-EST(COR-2000)/HT,10000,981.0,-1.3616744003038548,-0.0013880472989845614,1.6906397451860307,28582.627480026866,169.06100489010265,27672.1762164497,0.9275,0.9222516051952467,0.9324200641362628,0.9301,211.1780054805612,641.7727750359878,399.8308,19.718153345584874,0.0,
S4,MAIN,1.5,0.05,400,rate,DEF-0.5(COR-2000)/HT,10000,981.0,-2.8852456789799135,-0.0029411270937613797,1.789619575521482,32027.382250896906,178.9762670168866,31239.886406614183,0.9256,0.9202915091616355,0.9305816194172896,0.934,227.80105052098773,687.9580797154166,399.7733,19.840184150103042,0.0,
S4,MAIN,1.5,0.05,400,rate,EQ-P/DIFF(COR-2000),10000,981.0,-1.6073206922717418,-0.0016384512663320508,1.8815051771114761,35400.61731497287,188.14797562835795,34969.5298298859,0.9222,0.9167863852995854,0.9272893545641885,0.9425,239.81234481034414,728.6062937459989,399.8385,20.0121317642574,0.0,
S4,MAIN,1.5,0.05,400,rate,RA-EST/DIFF(COR-2000),10000,981.0,-1.8664844026100127,-0.0019026344572986877,1.5598152431095857,24330.23592637016,155.98489243129512,23695.054266486226,0.9286,0.9233868580245143,0.9334839664795441,0.9294,196.02463387340788,593.8785305232648,399.8311,19.700065299130358,0.0,
S4,MAIN,1.5,0.05,400,rate,DEF-0.5/DIFF(COR-2000),10000,981.0,-2.559619042860504,-0.0026091937236090764,1.6394800363163495,26878.947894798588,163.95978668458216,26269.9147939501,0.9233,0.9179200653020766,0.9283548297342462,0.9369,208.71265089002387,630.5677096223209,399.8197,19.812975342184224,0.0,
S4,MAIN,1.5,0.05,400,rate,RA-EST(MIS-G-2000)/HT,10000,981.0,-2.464802292871809,-0.0025125405635798258,1.854863930320556,34405.202000042205,185.49349511555695,33556.67358819195,0.9267,0.9214261803001957,0.9316461034512782,0.9318,234.91136094743177,710.9926678597767,399.7559,19.781797572263244,0.0,
S4,MAIN,1.5,0.05,400,rate,DEF-0.5(MIS-G-2000)/HT,10000,981.0,-2.5939074103921484,-0.0026441461879634543,1.9641408353257876,38578.49220994282,196.42139067926263,37396.79842745867,0.9224,0.9169924858585595,0.9274831004002232,0.9354,248.83578190976363,753.1888977082343,399.7717,19.868310927454303,0.0,
S4,MAIN,1.5,0.05,400,rate,SRSWOR/EXP,10000,981.0,3.8150000000000546,0.0038888888888889447,2.1522267040157614,46320.79785478548,215.24572005036478,45881.00447368422,0.9086,0.9027937265590952,0.9140924584440738,0.9451,269.1711399451256,834.9925464664212,400.0,0.0,0.0,
S4,MAIN,1.5,0.05,400,rate,SRSWOR/DIFF(COR-2000),10000,981.0,1.8604409627694167,0.001896473968164543,1.8800887552612522,35347.33727659805,188.00868007474108,35103.18239135351,0.9172,0.9116370895306712,0.9224424904578804,0.939,236.84294863834577,730.1306622133525,400.0,0.0,0.0,
S4,MAIN,1.5,0.05,400,rate,ST-PROP/EXP,10000,981.0,4.27509274302065,0.004357892704404333,2.1323759373635323,45470.27138247003,213.26978401380072,45325.04038038601,0.912,0.9062880190558067,0.9173955546625137,0.9439,267.1032446886182,830.0747029626403,400.0,0.0,0.0,
S4,MAIN,1.5,0.05,400,rate,ST-EQD/EXP,10000,981.0,5.737169999999878,0.005848287461773576,2.848914800659762,81163.15541418252,284.9349999881552,79776.1121995178,0.9375,0.9325855267012678,0.9420784623806865,0.9,344.7775805566877,1072.132102385138,400.0,0.0,0.0,
S4,MAIN,1.5,0.05,400,dollars,EQ-P/HT,10000,839081.9501959048,-7101.705573381158,-0.008463661471591763,3135.721534329387,98327495408.57045,313636.88699048234,97112218022.82954,0.9574,0.9532629270597345,0.9611857783256047,0.869,376459.6696104164,1129768.518690847,399.8519,19.78848064885225,0.0,
S4,MAIN,1.5,0.05,400,dollars,PPS-A/HT,10000,839081.9501959048,-1248.474803447025,-0.0014879056844871194,1383.5078754921983,19140940415.489357,138349.50310999548,19329237557.31474,0.9175,0.9119458775509496,0.9227334720301154,0.9486,178791.03158600454,543055.8182324816,399.9393,19.33574450363885,0.0,
S4,MAIN,1.5,0.05,400,dollars,RA-OR/HT,10000,839081.9501959048,1107.2231482421048,0.001319564969766774,1094.7290402097753,11984316714.786158,109473.02967496004,12136566624.706596,0.9241,0.9187447567110575,0.9291295239053009,0.9386,138773.4909563126,427858.1824527135,399.9372,18.470702643916933,0.0,
S4,MAIN,1.5,0.05,400,dollars,RA-EST(COR-2000)/HT,10000,839081.9501959048,1136.3951963976724,0.001354331595540045,1110.9194750518957,12341420800.495794,111092.20518316369,12325857077.45038,0.9255,0.9201883735758042,0.9304848318056164,0.939,139681.50568208416,430724.7894205007,399.9532,18.491365816510147,0.0,
